paper_id,pmid,pmcid,doi,title,normalized_source_type,normalized_path,fulltext_decision,fulltext_rationale,mechanistic_relevance,objective_relevance,topic_centrality,review_confidence
pmid-37829571,37829571,PMC10569261,10.26502/ami.936500114,A Novel Peptide that Disrupts the Lck-IP(3)R Protein-Protein Interaction Induces Widespread Cell Death in Leukemia and Lymphoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10569261.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-37766367,37766367,PMC10537789,10.3390/v15091961,The Antiviral Factor SERINC5 Impairs the Expression of Non-Self-DNA.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10537789.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-37750869,37750869,PMC7615710,10.1099/jgv.0.001895,ASPP2 binds to hepatitis C virus NS5A protein via an SH3 domain/PxxP motif-mediated interaction and potentiates infection.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7615710.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-37608289,37608289,PMC10464172,10.1186/s12977-023-00629-4,"Primate TRIM34 is a broadly-acting, TRIM5-dependent lentiviral restriction factor.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10464172.json,keep,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",medium,medium,supporting,low
pmid-37531416,37531416,PMC11651363,10.1126/scitranslmed.adg0873,Single-cell transcriptomics identifies prothymosin α restriction of HIV-1 in vivo.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11651363.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-37355703,37355703,PMC10290691,10.1038/s41467-023-39105-0,An unnatural enzyme with endonuclease activity towards small non-coding RNAs.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10290691.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-37341610,37341610,PMC10433982,10.1128/spectrum.01284-23,Mouse Liver-Expressed Shiftless Is an Evolutionarily Conserved Antiviral Effector Restricting Human and Murine Hepaciviruses.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10433982.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-37267431,37267431,PMC10266667,10.1371/journal.ppat.1011423,HIV-1 capsid stability enables inositol phosphate-independent infection of target cells and promotes integration into genes.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10266667.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-37252973,37252973,PMC10266027,10.1073/pnas.2220005120,Dengue virus NS5 degrades ERC1 during infection to antagonize NF-kB activation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10266027.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-37243126,37243126,PMC10223265,10.3390/v15051038,An Artificial Peptide-Based Bifunctional HIV-1 Entry Inhibitor That Interferes with Viral Glycoprotein-41 Six-Helix Bundle Formation and Antagonizes CCR5 on the Host Cell Membrane.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10223265.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-37172824,37172824,PMC10311276,10.1016/j.virs.2023.05.006,Spastin is required for human immunodeficiency virus-1 efficient replication through cooperation with the endosomal sorting complex required for transport (ESCRT) protein.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10311276.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-37165099,37165099,PMC10172343,10.1038/s42003-023-04841-y,Schlafen 12 restricts HIV-1 latency reversal by a codon-usage dependent post-transcriptional block in CD4+ T cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10172343.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-37155854,37155854,PMC10193943,10.1073/pnas.2217451120,ATG5 selectively engages virus-tethered BST2/tetherin in an LC3C-associated pathway.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10193943.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-37068108,37068108,PMC10138851,10.1371/journal.ppat.1011163,The viral packaging motor potentiates Kaposi's sarcoma-associated herpesvirus gene expression late in infection.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10138851.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-37040417,37040417,PMC10120081,10.1073/pnas.2220557120,Two structural switches in HIV-1 capsid regulate capsid curvature and host factor binding.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10120081.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-37010434,37010434,PMC10128004,10.1128/mbio.00549-23,Genome-Wide CRISPR-Cas9 Screen Identifies SMCHD1 as a Restriction Factor for Herpesviruses.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10128004.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-36993223,36993223,PMC10055373,10.1101/2023.03.24.534139,"Primate TRIM34 is a broadly-acting, TRIM5-dependent lentiviral restriction factor.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10055373.json,keep,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",medium,medium,supporting,low
pmid-36976020,36976020,PMC10127607,10.1128/mbio.00166-23,SERINC5 Mediates a Postintegration Block to HIV-1 Gene Expression in Macrophages.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10127607.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-36946615,36946615,PMC10366416,10.1021/acsinfecdis.2c00478,Serinc5 Restricts HIV Membrane Fusion by Altering Lipid Order and Heterogeneity in the Viral Membrane.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10366416.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-36927083,36927083,PMC10128041,10.1128/mbio.00161-23,The Feline Immunodeficiency Virus Envelope Signal Peptide Is a Tetherin Antagonizing Protein.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10128041.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-36897778,36897778,PMC10124996,10.1016/j.celrep.2023.112234,The lysine methyltransferase SMYD5 amplifies HIV-1 transcription and is post-transcriptionally upregulated by Tat and USP11.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10124996.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-36851687,36851687,PMC9967848,10.3390/v15020474,HIV-1 Gag Binds the Multi-Aminoacyl-tRNA Synthetase Complex via the EPRS Subunit.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9967848.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-36759579,36759579,PMC10023569,10.1038/s41594-022-00913-5,A molecular switch modulates assembly and host factor binding of the HIV-1 capsid.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10023569.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-36744886,36744886,PMC9973025,10.1128/mbio.00009-23,A Virus-Packageable CRISPR System Identifies Host Dependency Factors Co-Opted by Multiple HIV-1 Strains.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9973025.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-36711753,36711753,PMC9882657,10.21203/rs.3.rs-2436910/v1,A novel peptide that disrupts the Lck-IP3R protein-protein interaction induces widespread cell death in leukemia and lymphoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9882657.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-36627271,36627271,PMC9832166,10.1038/s41467-022-35379-y,Antiretroviral APOBEC3 cytidine deaminases alter HIV-1 provirus integration site profiles.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9832166.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-36602368,36602368,PMC9888194,10.1128/jvi.01752-22,Interleukin-27 Promotes Divergent Effects on HIV-1 Infection in Peripheral Blood Mononuclear Cells through BST-2/Tetherin.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9888194.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-36598981,36598981,PMC9812381,10.1126/sciadv.ade3168,Structural basis for HIV-1 antagonism of host APOBEC3G via Cullin E3 ligase.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9812381.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-36584296,36584296,PMC9910500,10.1073/pnas.2217476120,The chaperone protein p32 stabilizes HIV-1 Tat and strengthens the p-TEFb/RNAPII/TAR complex promoting HIV transcription elongation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9910500.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-36534283,36534283,PMC10067014,10.1007/978-1-0716-2895-9_7,Computational Modeling of IN-CTD/TAR Complex to Elucidate Additional Strategies to Inhibit HIV-1 Replication.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10067014.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-36475726,36475726,PMC9927277,10.1128/spectrum.02663-22,"A Broad-Spectrum Antiviral Molecule, Protoporphyrin IX, Acts as a Moderator of HIV-1 Capsid Assembly by Targeting the Capsid Hexamer.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9927277.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-36464077,36464077,PMC9712144,10.1016/j.antiviral.2022.105478,RBM24 inhibits the translation of SARS-CoV-2 polyproteins by targeting the 5'-untranslated region.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9712144.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-36314049,36314049,PMC10117160,10.1093/jmcb/mjac060,HIV-induced membraneless organelles orchestrate post-nuclear entry steps.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10117160.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-36499678,36499678,PMC9735550,10.3390/ijms232315340,Regulation of Epstein-Barr Virus Minor Capsid Protein BORF1 by TRIM5α.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9735550.json,keep,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",medium,medium,supporting,low
pmid-36285453,36285453,PMC9665091,10.1080/22221751.2022.2140605,FBXO34 promotes latent HIV-1 activation by post-transcriptional modulation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9665091.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-36215666,36215666,PMC9724678,10.15252/embr.202255470,The Autophagy Receptor TAX1BP1 (T6BP) improves antigen presentation by MHC-II molecules.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9724678.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-36115853,36115853,PMC9482658,10.1038/s41467-022-33123-0,Mechanistic understanding of human SLFN11.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9482658.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-36074777,36074777,PMC9488832,10.1371/journal.ppat.1010329,Arbovirus-vector protein interactomics identifies Loquacious as a co-factor for dengue virus replication in Aedes mosquitoes.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9488832.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-36015010,36015010,PMC9415735,10.3390/pathogens11080891,Application of CRISPR-Cas9 Gene Editing for HIV Host Factor Discovery and Validation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9415735.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-35939522,35939522,PMC9387935,10.1371/journal.ppat.1010763,TMEM41B and VMP1 modulate cellular lipid and energy metabolism for facilitating dengue virus infection.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9387935.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-35914008,35914008,PMC9371351,10.1371/journal.ppat.1010744,KSHV RTA antagonizes SMC5/6 complex-induced viral chromatin compaction by hijacking the ubiquitin-proteasome system.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9371351.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-35891536,35891536,PMC9315659,10.3390/v14071556,Phosphomimetic S207D Lysyl-tRNA Synthetase Binds HIV-1 5'UTR in an Open Conformation and Increases RNA Dynamics.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9315659.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-35891432,35891432,PMC9324250,10.3390/v14071454,Mutagenic Analysis of the HIV Restriction Factor Shiftless.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9324250.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-35836293,35836293,PMC9284890,10.1186/s12985-022-01848-5,PPP2R5D promotes hepatitis C virus infection by binding to viral NS5B and enhancing viral RNA replication.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9284890.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-35834589,35834589,PMC9321775,10.1371/journal.ppat.1010717,A specific EMC subunit supports Dengue virus infection by promoting virus membrane fusion essential for cytosolic genome delivery.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9321775.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-35746697,35746697,PMC9229039,10.3390/v14061226,Mosquito-Borne Flaviviruses and Current Therapeutic Advances.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9229039.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-35654986,35654986,PMC9160517,10.1038/s41598-022-13373-0,The impact of the suppression of highly connected protein interactions on the corona virus infection.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9160517.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-35618710,35618710,PMC9135752,10.1038/s41467-022-30609-9,SARS-CoV-2 ORF7a potently inhibits the antiviral effect of the host factor SERINC5.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9135752.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-35545034,35545034,PMC9136943,10.1016/j.celrep.2022.110797,Interactomic analysis reveals a homeostatic role for the HIV restriction factor TRIM5α in mitophagy.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9136943.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-35494555,35494555,PMC9052817,10.1177/11779322221092944,From Beginning to End: Expanding the SERINC3 Interactome Through an in silico Analysis.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9052817.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-35452674,35452674,PMC9133654,10.1016/j.jbc.2022.101956,The cargo adapter protein CLINT1 is phosphorylated by the Numb-associated kinase BIKE and mediates dengue virus infection.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9133654.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-35369502,35369502,PMC8969595,10.3389/fmicb.2022.849084,MxB Disrupts Hepatitis C Virus NS5A-CypA Complex: Insights From a Combined Theoretical and Experimental Approach.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8969595.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-35320713,35320713,PMC10496643,10.1016/j.celrep.2022.110544,Functional interactomes of the Ebola virus polymerase identified by proximity proteomics in the context of viral replication.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10496643.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
