paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-39763838,39763838,PSGL-1 excludes HIV Env from virion surface through spatial hindrance involving structural folding of the decameric repeats (DR).,background,interaction_cofactor,incidental,incidental,No decisive in-scope host-pathogen mechanism passage found in normalized text.,body,tighten_query,medium
pmid-39678349,39678349,Disruption of CPSF6 enhances cellular permissivity to HIV-1 infection through alternative polyadenylation.,direct,localization_retention,direct_target,central,"form a fullerene cone encapsulating two copies of the viral RNA genome14. After deposition into the host cell cytoplasm, the core shields the viral genome from innate immune sensing while facilitating reverse transcription and trafficking into the nucleus, whereupon it must disassemble to enable integration in a process known as uncoating. These functions are facilitated and counteracted by a number of host factors that bind to t",INTRODUCTION,none,medium
pmid-39599894,39599894,Single-Nucleus and Spatial Transcriptomics Revealing Host Response Differences Triggered by Mutated Virus in Severe Dengue.,background,interaction_cofactor,incidental,incidental,"C57BL/6 mice deficient in type I interferon receptors (Ifnar−/−) were obtained from Cyagen (Suzhou, China) Biotechnology Co., Ltd. The mice were bred and maintained in ABSL-2 at ILAS, CAMS. Four- to six-week-old mice (half male and half female) were used for the disease score experiments, viral load ex",2.3. Animals,tighten_query,medium
pmid-39509467,39509467,A cytoplasmic form of EHMT1N methylates viral proteins to enable inclusion body maturation and efficient viral replication.,indirect,localization_retention,pathway_or_context,supporting,"nvestigations, during which, we identified novel nucleo-cytoplasmic forms of EHMT1 (EHMT1N/C), EHMT1B1-3, and EHMT1V09. We found that EHMT1N/C acts as proviral host factor which was recruited to inclusion bodies (IBs) of SeV. At mechanistic level, we discovered that cytoplasmic EHMTs (EHMT1N/C and EHMT2) interact with and methylate the nucleoprotein of SeV upon infection. Methyltransferase activity of EHMTs facilitated the form",Introduction,reviewer_calibration,medium
pmid-39435344,39435344,Subgenomic flaviviral RNAs and human proteins: in silico exploration of anti-host defense mechanisms.,indirect,interaction_cofactor,pathway_or_context,supporting,"racting Dengue virus, with > 100 million infections every year [4], [5], [6]. RNA viruses have different mechanisms to disrupt the human cellular machinery and innate immune response to guarantee their fitness. Flaviviruses are not an exception, with different mechanisms to avoid the host-defense systems. DENV and hepatitis C virus (HCV) induce rearrangements inside the cellular membrane to compartmentalize their replication mach",Introduction,reviewer_calibration,medium
pmid-39416035,39416035,Structural insights into HIV-2 CA lattice formation and FG-pocket binding revealed by single particle cryo-EM.,direct,localization_retention,direct_target,central,"and lower viral loads compared to HIV-1.5–7 During HIV-1 or HIV-2 infection, the capsid is a necessary component which protects the viral genome and recruits host factors while trafficking to the nucleus.8–10 Acting as the shell of the virus core, the capsid is a major nexus for interactions with a large array of both pro-viral and restrictive host factors.11,12 The vital role of the capsid and the many proteins targeting it a",Introduction,none,medium
pmid-39377586,39377586,Functional genomics screens reveal a role for TBC1D24 and SV2B in antibody-dependent enhancement of dengue virus infection.,direct,localization_retention,direct_target,central,"s (8). In vitro studies have also shown that canonical DENV infection in the absence of antibodies is predominantly initiated via classical clathrin-dependent endocytosis following direct virion interaction with cellular attachment factors (9–12). In contrast, efficient uptake of IgG-opsonized DENV is dependent on intact signaling of FcgRs such as FcgRIIa (6, 13), an activating FcgR expressed on relevant DENV target cells in v",INTRODUCTION,none,high
pmid-39348396,39348396,TRIM56 restricts Coxsackievirus B infection by mediating the ubiquitination of viral RNA-dependent RNA polymerase 3D.,direct,ptm_degradation,direct_target,central,"tions, which is involved in almost all cellular processes [8]. Protein ubiquitination serves multiple functions, which are determined by the particular type of ubiquitin (Ub) linkage [9]. Ub is a small protein which contains seven lysines (K) in its total 76 amino acids [8]. The functional complexity of protein ubiquitination arises from that Ub can form distinct polymers via one of its seven K residues or the amino terminus",1. Introduction,none,high
pmid-39211324,39211324,FGF21 upregulation by hepatitis C virus via the eIF2α-ATF4 pathway: implications for interferon signaling suppression and TRIM31-mediated TSC degradation.,direct,ptm_degradation,direct_target,central,"ationally into 10 structural and non-structural (NS) components by cellular signal peptidases and viral proteases NS2 and NS3-4A, which are associated with the endoplasmic reticulum (ER) membrane. During the translation and processing of HCV proteins in infected hepatocytes, substantial rearrangement of the ER membrane architecture occurs, including the formation of double-membrane vesicles (DMVs), where viral genome replication takes pl",1 Introduction,none,medium
pmid-39194238,39194238,The cellular protein phosphatase 2A is a crucial host factor for Marburg virus transcription.,background,localization_retention,incidental,incidental,"ing a permanent phosphorylation (VP30-D.D6.D) or dephosphorylation (VP30-A.A6.A), indicating that dynamic de- and rephosphorylation cycles of VP30 by essential host factors are indispensable for efficient replication of authentic MARV. Altogether, our data indicate a crucial role of host factor PP2A for the MARV replication cycle by bringing a third player into the mechanistic play— NP—which acts as an essential scaffold protei",INTRODUCTION,tighten_query,medium
pmid-39178742,39178742,Altered memory CCR6(+) Th17-polarised T-cell function and biology in people with HIV under successful antiretroviral therapy and HIV elite controllers.,direct,ptm_degradation,direct_target,central,"ctions are influenced by the master regulator transcription factor retinoic acid receptor-related orphan receptor (ROR)γt in mice (RORC2 in humans), along with interferon regulatory factor 4 (IRF4), basic leucine zipper transcription factor (BATF), and signal transducer and activator of transcription 3 (STAT3).4,5 Extracellular markers such as C–C motif chemokine receptor 6 (CCR6), CD26, and C-type lectin CD161 are used to phe",Introduction,none,medium
pmid-39122863,39122863,Interactome of the HIV-1 proteome and human host RNA.,direct,localization_retention,direct_target,central,"and maintain a latent state that causes viral rebound upon treatment cessation (Siliciano and Greene 2011). To achieve all this, HIV-1 is heavily dependent on host factors, ranging from co-receptors for viral entry to the ribosomal translation machinery of the host cell (Brass et al, 2008; Zhou et al, 2008; König et al, 2008). Historically, research was mainly focused on examining direct protein-protein interactions (PPIs) to d",Introduction,none,high
pmid-39074162,39074162,"MARCH2, a T cell specific factor that restricts HIV-1 infection.",direct,ptm_degradation,direct_target,central,"ammalian cells have developed defense mechanisms against them including proteins that can counteract every step of the retrovirus life cycle [1,2]. Among these host factors are the Membrane associated RING-CH (MARCH) family proteins, which are E3 ubiquitin ligases with important cellular functions [3,4]. MARCH proteins are highly conserved, found in all mammals, with mice and humans having 11 MARCH family members [5,6], and have",Introduction,none,medium
pmid-38943128,38943128,Enterovirus-A71 exploits RAB11 to recruit chaperones for virus morphogenesis.,indirect,ptm_degradation,pathway_or_context,supporting,"ainly attributed to limited research efforts to understand the molecular mechanisms of pathogenesis. Specifically, identification of the viral determinants and host factors involved in EV-A71 fitness and virulence are key to the rational design of effective interventions. Using a proteomics approach, our group has previously reported two novel host factors, namely prohibitin-1 (PHB) and peripherin (PRPH) that are exploited by EV",Introduction,reviewer_calibration,medium
pmid-38898526,38898526,Comparative analysis of retroviral Gag-host cell interactions: focus on the nuclear interactome.,indirect,ptm_degradation,pathway_or_context,supporting,"protein, the major structural protein shared by retroviruses. Historically, it was thought that the Gag protein performed this function in the cytoplasm before trafficking to the plasma membrane where budding of virions occurs. However, there is now compelling evidence that a population of retroviral Gag proteins enter the nucleus where they may initiate selection of genomic RNA (gRNA). The strongest evidence for this paradigm",Introduction,reviewer_calibration,medium
pmid-38888311,38888311,The SAMHD1-MX2 axis restricts HIV-1 infection at postviral DNA synthesis.,direct,ptm_degradation,direct_target,central,"Sterile alpha-motif (SAM) domain and HD domain-containing protein 1 (SAMHD1), the only deoxynucleoside triphosphate triphosphohydrolase (dNTPase) in eukaryotes (1), have a pivotal role in the regulation of innate immune responses (2–4). Mutations in SAMHD1 have been associated with autoimmune diseases such as Aicardi–Goutières syndro",INTRODUCTION,none,high
pmid-38793607,38793607,CRISPR Screen Reveals PACT as a Pro-Viral Factor for Dengue Viral Replication.,direct,ptm_degradation,direct_target,central,"ruses. The DENV genome encodes three structural and seven non-structural proteins that are required in distinct steps of the viral life cycle, including entry, translation, replication, assembly, and release [3]. The interactions of viral RNA and viral proteins with host cellular factors play a critical role in each of these steps, allowing the virus to multiply and disseminate. Functional genomics and proteomics-based tools ha",1. Introduction,none,high
pmid-38785977,38785977,Disruption of Transmembrane Phosphatidylserine Asymmetry by HIV-1 Incorporated SERINC5 Is Not Responsible for Virus Restriction.,direct,localization_retention,direct_target,central,"ote viral attachment to PS receptors and internalization by cells (referred to as apoptotic mimicry) [36,37]. There are also reports that viral PS can act as a cofactor for HIV-1 infection [38]. In contrast, the exogenous addition of PE but not PS to HIV-1 in the presence or absence of SER5 has been reported to alter the fusogenicity of the viruses [25]. At a target cell level, it has been shown that HIV-1 entry and, as a re",1. Introduction,none,medium
pmid-38712102,38712102,Functional genomics screens reveal a role for TBC1D24 and SV2B in antibody-dependent enhancement of dengue virus infection.,direct,localization_retention,direct_target,central,"s of pre-existing antibodies to DENV[1,2,5]. Canonical DENV infection in the absence of antibodies is predominantly initiated via classical clathrin-dependent endocytosis following direct virion interaction with cellular attachment factors [10–13]. In contrast, efficient uptake of IgG-opsonized DENV is dependent on intact signaling of FcgRs such as FcgRIIa [8,14], an activating FcgR expressed on relevant DENV target cells in v",Introduction,none,high
pmid-38675925,38675925,The Inhibition of Gag-Pol Expression by the Restriction Factor Shiftless Is Dispensable for the Restriction of HIV-1 Infection.,direct,localization_retention,direct_target,central,"The innate immune response is an important first line of defense against viral infection. An integral component of the innate response is the interferon (IFN) system, which senses viruses and, by producing IFN, triggers the expression of roughly 400 interferon-stimulated genes",1. Introduction,none,medium
pmid-38636657,38636657,Proximity labeling of host factor ANXA3 in HCV infection reveals a novel LARP1 function in viral entry.,direct,localization_retention,direct_target,central,"In previous studies, we have shown that the LD proteome is profoundly altered during HCV infection (17). ANXA3 was identified as a host factor for HCV that is recruited to LDs in HCV-infected cells and is required for HCV particle production by affecting the incorporation of APOE into LVPs (17). Apart from ANXA3, numerous cellular proteins relocalized to LDs in HCV-infected cells compared to naïve c",Establishment of an ANXA3-BioID2 proximity biotinylation system,none,high
pmid-38384847,38384847,Host ZCCHC3 blocks HIV-1 infection and production through a dual mechanism.,direct,localization_retention,direct_target,central,"ype 1 (HIV-1) infection is a major global health concern, affecting tens of millions of individuals worldwide. The HIV-1 life cycle relies on a large number of host proteins that promote efficient progress of viral replication, packaging, and budding. As a defense strategy, host cells produce a number of restriction factors, i.e., proteins that prevent a specific step in the viral life cycle or recognize specific viral components",Introduction,none,high
pmid-38293010,38293010,Comparative analysis of retroviral Gag-host cell interactions: focus on the nuclear interactome.,indirect,localization_retention,pathway_or_context,supporting,"protein, the major structural protein shared by retroviruses. Historically, it was thought that the Gag protein performed this function in the cytoplasm before trafficking to the plasma membrane where budding of virions occurs. However, there is now compelling evidence that a population of retroviral Gag proteins enter the nucleus where they may initiate selection of genomic RNA (gRNA). The strongest evidence for this paradigm",Introduction,reviewer_calibration,medium
pmid-38287375,38287375,Impaired influenza A virus replication by the host restriction factor SAMHD1 which inhibited by PA-mediated dephosphorylation of the host transcription factor IRF3.,background,ptm_degradation,incidental,incidental,"d humans. After IAV enters cells, host cells recognize the virus through pattern recognition receptors (PRRs), which induce the secretion of cytokines such as type I interferon (IFN-I). IFN-I binds to IFN receptors to activate downstream signaling pathways. It leads to the transcription of hundreds of interferon stimulator genes (ISGs), which puts cells into an “antiviral state” and suppresses the replication and spread of viruses [",Background,tighten_query,medium
pmid-38230952,38230952,Landscape of protein-protein interactions during hepatitis C virus assembly and release.,direct,ptm_degradation,direct_target,central,"n the infected host cell is emerging (5, 6). They involve numerous viral and cellular factors, and they engage distinct subcellular compartments, including the endoplasmic reticulum (ER), cellular lipid droplets, and the secretory pathway. Viral factors essential for particle production accumulate on ER membranes. This includes the E1-E2 proteins, which, once incorporated into virions, mediate cell entry and receptor interactions (7, 8).",INTRODUCTION,none,high
pmid-40078741,40078741,"Update on enteroviral protease 2A: Structure, function, and host factor interaction.",indirect,localization_retention,pathway_or_context,supporting,"is required for viral RNA replication rather than proteolytic processing (Motif 2 in Fig. 2D). Finally, EV infection typically results in the activation of the interferon (IFN) signaling pathway and increases interferon-stimulated genes (ISGs); however, 2Apro in EV-A71 infection leads to the complete opposite, with decreased ISGs and significant IFN resistance [17]. Furthermore, 2Apro of EV-A71 is more effective than CVA16 in",Structure of enteroviral protease 2A,reviewer_calibration,medium
pmid-38074898,38074898,Unveiling the mechanisms of nephrotoxicity caused by nephrotoxic compounds using toxicological network analysis.,indirect,ptm_degradation,pathway_or_context,supporting,"ipotent stem cells. It was found that esculentoside A–induced nephrotoxicity was mainly involved in the epithelial-mesenchymal transition via the stimulator of interferon genes signaling pathway. Cohen et al.6 integrated tissue-embedded microsensors into a vascularized proximal tubular spherical chip, which not only clarified nephrotoxic mechanisms that could not be uncovered by animal experiments but also confirmed that their",Introduction,reviewer_calibration,medium
pmid-38005875,38005875,"PSGL-1, a Strategic Biomarker for Pathological Conditions in HIV Infection: A Hypothesis Review.",direct,ptm_degradation,direct_target,central,"ection, have not been described in the literature as yet and remain to be elucidated. Several recent studies have demonstrated that PSGL-1 functions as an HIV restriction factor [13,14,15]. Researchers observed that PSGL-1 inhibits HIV-1 DNA synthesis and virion infectivity. In order to inhibit HIV-1 DNA synthesis, PSGL-1 interacts with actin (near the cell membrane), which is essential for the reverse transcription process [13]. Ind",1. Introduction,none,high
pmid-37882563,37882563,The innate immune factor RPRD2/REAF and its role in the Lv2 restriction of HIV.,direct,ptm_degradation,direct_target,central,"nants of unmapped restrictions using phenotypic mapping or through unbiased screens that identify novel restriction factors. A multitude of host intracellular innate immune mechanisms that target retroviral infection have now been described at all stages of the HIV replication cycle (reviews in references 4, 5; examples in references 6–15). The first unmapped lentiviral restriction was identified in 1956, although the viral agen",INTRODUCTION,none,high
pmid-37829571,37829571,A Novel Peptide that Disrupts the Lck-IP(3)R Protein-Protein Interaction Induces Widespread Cell Death in Leukemia and Lymphoma.,background,interaction_cofactor,incidental,incidental,"ormatic approaches, our laboratory discovered that Lck binds to IP3R at a 21 amino acid region (2078–2098) KKRMDLVLELKNNASKLLLAI [13]. In T cells, the Lck-IP3R protein-protein interaction (PPI) regulates the pattern of Ca2+ flux by a mechanism that is independent of IP3. A synthetic version of KKRMDLVLELKNNASKLLLAI, referred to as domain 5 subdomain (D5SD), inhibited binding of Lck to IP3R-1 and shifted the pattern of Ca2+ signaling after stro",Introduction,tighten_query,medium
pmid-37766367,37766367,The Antiviral Factor SERINC5 Impairs the Expression of Non-Self-DNA.,indirect,localization_retention,pathway_or_context,supporting,"been extensively studied with the goal of uncovering novel information that would help fight virus infections. In this regard, the study of restriction factors—host proteins that inhibit virus replication at specific steps of the virus life cycle—has gained momentum in recent years, since enhancing their activity represents a promising approach against virus pathogens. To reach this goal, we need to understand how viruses interac",1. Introduction,reviewer_calibration,medium
pmid-37750869,37750869,ASPP2 binds to hepatitis C virus NS5A protein via an SH3 domain/PxxP motif-mediated interaction and potentiates infection.,direct,localization_retention,direct_target,central,"sing these clinical challenges requires a greater understanding of how HCV interacts with its host, in particular how viral proteins such as NS5A interact with host factors. To address this, we used an MS-based proteomics approach to identify the NS5A interactome in the HCV-infected human hepatoma cell line Huh7.5. Interestingly, ASPP2, a member of the evolutionarily conserved ASPP family, was among the top 20 host proteins tha",Introduction,none,high
pmid-37608289,37608289,"Primate TRIM34 is a broadly-acting, TRIM5-dependent lentiviral restriction factor.",indirect,ptm_degradation,pathway_or_context,supporting,"ass of cell-intrinsic, germline-encoded host immune factors that can inhibit viral infection and replication. The human genome encodes for approximately 70–100 TRIM (Tripartite Motif) proteins, many of which play a role in host defense [1]. The alpha isoform of TRIM5 (TRIM5a) in primates is a well-characterized example of a primate restriction factor with activity against retroviruses. The activity of TRIM5α against a gi",Introduction,reviewer_calibration,low
pmid-37531416,37531416,Single-cell transcriptomics identifies prothymosin α restriction of HIV-1 in vivo.,direct,localization_retention,direct_target,central,"Multiple human innate factors that inhibit HIV-1 during its replication cycle have been identified. Most of these restriction factors, such as APOBEC3G, BST-2 (tetherin), and TRIM5α, were discovered in vitro by comparative gene expression analyses and by screening complementary DNA (cDNA) libraries in restrictive versus susceptible cell line models (1). The importance of these restriction factors is evident by the",INTRODUCTION,none,high
pmid-37355703,37355703,An unnatural enzyme with endonuclease activity towards small non-coding RNAs.,indirect,interaction_cofactor,pathway_or_context,supporting,"repair mechanisms, restricting gene expression and antiviral responses to infection in bacteria1. Endonucleases that target RNA substrates are involved in mRNA splicing, RNA silencing pathways, maturation of t-RNAs, and other non-coding RNAs2–5. Adapting and engineering these natural enzyme catalysts has led to cornerstone biotechnologies from recombinant DNAs to gene editing technologies6–8. Short non-coding RNA molecules",Introduction,reviewer_calibration,medium
pmid-37341610,37341610,Mouse Liver-Expressed Shiftless Is an Evolutionarily Conserved Antiviral Effector Restricting Human and Murine Hepaciviruses.,background,ptm_degradation,incidental,incidental,"model for HCV infection. To render mice susceptible to HCV infection, both ectopic expression of human entry factors occludin (OCLN) and CD81 and ablation of interferon (IFN)-based antiviral innate immune responses are required (11). Moreover, Scull et al. reported transient HCV viremia in rhesus macaque liver cells, provided their innate immune response was blunted by inhibition of IFN signaling (12). Thus, the narrow host",INTRODUCTION,tighten_query,medium
pmid-37267431,37267431,HIV-1 capsid stability enables inositol phosphate-independent infection of target cells and promotes integration into genes.,direct,localization_retention,direct_target,central,"ne that protects the viral genomic RNA thereby promoting reverse transcription (RTN) [1]. Further, CA facilitates host/virus interactions that mediate cellular trafficking of the capsid and integration targeting [1]. Consequentially, CA mutations have varied effects on infection and can perturb multiple aspects of infection with a single mutation. HIV-1 mutants CA N57A, Q63A/Q67A, and G89V prevent nuclear entry by disrupting in",Introduction,none,medium
pmid-37252973,37252973,Dengue virus NS5 degrades ERC1 during infection to antagonize NF-kB activation.,direct,ptm_degradation,direct_target,central,"We have previously developed a genetic system for mapping physical interactions of NS5 with host proteins using an NS5 tagged DENV2 infectious clone. Employing affinity-purification mass spectroscopy, we constructed an NS5-host protein interactome map using infected human cells (SI Appendix, Fig. S1), and validated the functionality of a number of NS5 ligands (16",ERC1 Has an Antiviral Function and Is Degraded after DENV2 Infection.,none,high
pmid-37243126,37243126,An Artificial Peptide-Based Bifunctional HIV-1 Entry Inhibitor That Interferes with Viral Glycoprotein-41 Six-Helix Bundle Formation and Antagonizes CCR5 on the Host Cell Membrane.,direct,localization_retention,direct_target,central,"for improving the antiviral activity of fusion-inhibitory peptides. This is mainly achieved through increasing the effective fusion inhibitor concentration at viral entry sites on the target cell membrane surface and overcoming the diffusion-limited association rate for inhibitors with their gp41 target [30,31,32,33,34]. By modifying peptide fusion inhibitors with different lipids such as fatty acid and cholesterol, we and oth",3.2. Potent Antiviral Activity of Artificially Designed Peptides against HIV-1 Strains,none,medium
pmid-37172824,37172824,Spastin is required for human immunodeficiency virus-1 efficient replication through cooperation with the endosomal sorting complex required for transport (ESCRT) protein.,direct,ptm_degradation,direct_target,central,"proteins Gag, Pol, and Env, along with six additional accessory proteins Vif, Vpu, Vpr, Tat, Nef, and Rev (Frankel and Young, 1998). Even though multiple host cellular proteins restrict HIV-1 infection, HIV-1 exploits a variety of host cell proteins to facilitate viral infection (Ghimire et al., 2018; Tian et al., 2022). For example, cytoplasmic junction-associated protein 2 (CLASP2) promotes HIV-1 infection by using its C-terminal",Introduction,none,medium
pmid-37165099,37165099,Schlafen 12 restricts HIV-1 latency reversal by a codon-usage dependent post-transcriptional block in CD4+ T cells.,direct,localization_retention,direct_target,central,"mmune response, cell activation and immune system process (Fig. 1d). Ten of these genes were reported to be linked to HIV-1 inhibition according to the NIH HIV interactome database18–20 (Supplementary Data 3). For example, CD63 has been shown to repress HIV-1 infection21–24 and HAVCR2 inhibits viral budding25 (Fig. 1e).Fig. 1Differential RNA-seq analysis of cultured naive CD4+ T cells to identify candidate HIV-1 restriction fac",SLFN12 is differentially expressed in homeostatic proliferating primary CD4+ T cells and is a candidate for post-transcriptional blockage of HIV-1,none,high
pmid-37155854,37155854,ATG5 selectively engages virus-tethered BST2/tetherin in an LC3C-associated pathway.,indirect,ptm_degradation,pathway_or_context,supporting,"We previously described a non-canonical autophagy pathway reminiscent of LC3-associated phagocytosis contributing to HIV-1 Vpu antagonism of the BST2 innate barrier. We highlighted that ATG5 and Beclin 1, but not all the components of the autophagic pathway, act with LC3C in this process. We revealed a selec",ATG5 and BST2 Assemble as a Complex Independently of Vpu and Ahead of the Recruitment of LC3C.,reviewer_calibration,medium
pmid-37068108,37068108,The viral packaging motor potentiates Kaposi's sarcoma-associated herpesvirus gene expression late in infection.,direct,localization_retention,direct_target,central,"ctors functionally associated with the vTA complex during late gene transcription. Given that transcription is a highly dynamic process, we used a biotin-based proximity labeling-mass spectrometry approach coupled with functional screens to identify new regulators of late gene expression. Surprisingly, we captured no cellular general transcription factors. However, we discovered an unexpected role for the catalytic subunit of the vira",Introduction,none,high
pmid-37040417,37040417,Two structural switches in HIV-1 capsid regulate capsid curvature and host factor binding.,direct,localization_retention,direct_target,central,"oteins to the FG repeat binding site is lower. On the other hand, it provides a pentamer-specific structure, that may provide a binding site for as-yet-unknown host proteins that are required for transport to or into the nucleus. The tilt-switch provides a second mechanism by which host proteins might preferentially bind particular regions of the core surface. It would allow Nup153 to preferentially bind to the more curved regio",Discussion,none,medium
pmid-37010434,37010434,Genome-Wide CRISPR-Cas9 Screen Identifies SMCHD1 as a Restriction Factor for Herpesviruses.,indirect,interaction_cofactor,pathway_or_context,supporting,"replication and infectious virion production (1). Although viral factors regulating lytic reactivation have been extensively investigated, our understanding of host factors that modulate herpesvirus lytic replication remains very limited. To control herpesvirus infection, mammalian hosts deploy a large number of protein-based antiviral effectors. These effectors can be roughly divided into two groups: interferon (IFN)-induced e",INTRODUCTION,reviewer_calibration,medium
pmid-36993223,36993223,"Primate TRIM34 is a broadly-acting, TRIM5-dependent lentiviral restriction factor.",indirect,ptm_degradation,pathway_or_context,supporting,"ass of cell-intrinsic, germline-encoded host immune factors that can inhibit viral infection and replication. The human genome encodes for approximately 70-100 TRIM (Tripartite Motif) proteins, many of which play a role in host defense [1]. The alpha isoform of TRIM5 (TRIM5α) in primates is a well-characterized example of a primate restriction factor with activity against retroviruses. The activity of TRIM5α against a gi",INTRODUCTION,reviewer_calibration,low
pmid-36976020,36976020,SERINC5 Mediates a Postintegration Block to HIV-1 Gene Expression in Macrophages.,direct,localization_retention,direct_target,central,"the SERINC5 in inhibiting other viruses (SARS CoV-2, HBV, CSFV, and influenza) with various tissue tropisms (6–9), pursuing an assay to test the effect of the host protein on virion infectivity in different cell types appeared promising. The ability of VSV-G to resist SERINC5 antiviral action was earlier established using TZM-GFP as target cells (HEK293T producer cells) (4, 16). While these assays in TZM cells reliably establis",Envelope sensitivity to SERINC5 restriction varies with cell type.,none,high
pmid-36946615,36946615,Serinc5 Restricts HIV Membrane Fusion by Altering Lipid Order and Heterogeneity in the Viral Membrane.,direct,localization_retention,direct_target,central,"thinner and thicker membrane areas (Fig. 2E). Comparing these pseudoviral distributions to previously published distributions of LUV and giant plasma membrane vesicle (GPMV) membranes34, all pseudoviral distributions show a single peak that is more broadly distributed than single phase LUVs, but still not as broadly distributed as GPMVs (Fig. 2E). While the pseudoviral distributions are centered between the Ld and Lo peaks",Viral membrane thickness is heterogeneous and Serinc5 broadens the viral membrane thickness distribution,none,medium
pmid-36927083,36927083,The Feline Immunodeficiency Virus Envelope Signal Peptide Is a Tetherin Antagonizing Protein.,background,localization_retention,incidental,incidental,"olution of host antiviral factors has selected for reciprocal evolution of viral countermeasures, which can act through passive avoidance or direct antagonism. Tetherin (BST-2) is a type I interferon (IFN) inducible protein that forms homodimers, and directly links newly formed HIV-1 particles and the plasma membrane through its transmembrane domain and a C-terminal GPI-anchor (1, 2). This attachment function prevents viral",INTRODUCTION,tighten_query,medium
pmid-36897778,36897778,The lysine methyltransferase SMYD5 amplifies HIV-1 transcription and is post-transcriptionally upregulated by Tat and USP11.,direct,ptm_degradation,direct_target,central,"methylation marks in histones associated with the viral promoter located in the 5′ long terminal repeat (LTR). KMTs covalently transfer methyl groups from the cofactor S-adenosine methionine (SAM) to lysines within histone or non-histone proteins.18 However, lysines can be reversibly mono-, di-, or tri-methylated, which results in transcriptional activation or repression, depending on the amino acid residue that is methylat",INTRODUCTION,none,high
pmid-36851687,36851687,HIV-1 Gag Binds the Multi-Aminoacyl-tRNA Synthetase Complex via the EPRS Subunit.,direct,localization_retention,direct_target,central,"kaged into the virion during HIV-1 assembly along with the other major tRNALys isoacceptor, tRNALys1,2 [14,15]. Human lysyl-tRNA synthetase (LysRS) is the only cellular factor known to specifically bind to all tRNALys isoacceptors and plays a non-canonical role in primer recruitment into HIV-1 particles [16]. LysRS is normally present in a multi-aminoacyl-tRNA synthetase complex (MSC) in the cytoplasm. Upon HIV-1 infection, LysRS i",1. Introduction,none,high
pmid-36759579,36759579,A molecular switch modulates assembly and host factor binding of the HIV-1 capsid.,direct,localization_retention,direct_target,central,"Upon entry into a new host cell, the HIV-1 capsid performs several essential functions, including shielding the genome from innate immune sensors1, promoting reverse transcription2 and transporting the core from the entry site at the plasma membrane to the integration site inside the nucleus3,4. The fullerene cone architecture of the HIV-1 capsid represents an extreme case of quasi-equivalence,",Main,none,medium
pmid-36744886,36744886,A Virus-Packageable CRISPR System Identifies Host Dependency Factors Co-Opted by Multiple HIV-1 Strains.,direct,ptm_degradation,direct_target,central,"With a small genome of ~9.2 kb that encodes 14 major proteins, HIV must hijack host cellular machinery to successfully establish infection. These host proteins, called dependency factors, are needed for entry, transit into the nucleus, uncoating, viral integration, as well as subsequent steps of transcription of viral RNA, RNA splicing and export, protein translation, and virion assembly and budding. While many of",INTRODUCTION,none,high
pmid-36711753,36711753,A novel peptide that disrupts the Lck-IP3R protein-protein interaction induces widespread cell death in leukemia and lymphoma.,background,interaction_cofactor,incidental,incidental,"ormatic approaches, our laboratory discovered that Lck binds to IP3R at a 21 amino acid region (2078–2098) KKRMDLVLELKNNASKLLLAI (13). In T cells, the Lck-IP3R protein-protein interaction (PPI) regulates the pattern of Ca2+ flux by a mechanism that is independent of IP3. A synthetic version of KKRMDLVLELKNNASKLLLAI, referred to as domain 5 sub-domain (D5SD), inhibited binding of Lck to IP3R-1 and shifted the pattern of Ca2+ signaling after str",Introduction,tighten_query,medium
pmid-36627271,36627271,Antiretroviral APOBEC3 cytidine deaminases alter HIV-1 provirus integration site profiles.,direct,localization_retention,direct_target,central,"s of A3 proteins until the proteins have been expunged from the cytosol by Vif12. These viruses devoid of A3, or even with highly reduced protein levels of the restriction factor, can freely infect new cells to help rapidly spread the infection. Retaining low rates of A3 mutagenesis, or hypomutation, are believed to be important contributors to the genetic evolution of HIV-113. A3 proteins can also restrict HIV-1 replication via mech",Introduction,none,medium
pmid-36602368,36602368,Interleukin-27 Promotes Divergent Effects on HIV-1 Infection in Peripheral Blood Mononuclear Cells through BST-2/Tetherin.,direct,localization_retention,direct_target,central,"ss the IL-27 receptor (3). IL-27 presents a variety of regulatory functions, such as the development of the Th1 and Th2 immune responses through inducing gamma interferon (IFN-γ) production by T cells (1) and inhibiting the expression of the transcription factor GATA-3 (4), production of pro- and anti-inflammatory mediators by activating STAT and NF-κB transcription factors (5–7), and priming naive T cells for IL-12 action, th",INTRODUCTION,none,medium
pmid-36598981,36598981,Structural basis for HIV-1 antagonism of host APOBEC3G via Cullin E3 ligase.,direct,ptm_degradation,direct_target,central,"cDNA) reverse transcripts of HIV genome (7–11). A3G also has deaminase-independent HIV restriction activity through inhibiting viral replication possibly by an RNA binding–related roadblock mechanism or direct inhibition of HIV reverse transcriptase (8, 9, 12, 13). In addition, newly synthesized A3G can associate with RNA and subsequently form high–molecular mass (HMM) ribonucleoprotein complexes in cells over time (14–16). HIV",INTRODUCTION,none,high
