paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-40177613,40177613,Genomic Insights Into Early Relapsed Breast Cancer: Prognostic Challenges and Mutation Landscape.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;alpelisib;response,tighten_query,medium,exclude
pmid-40113784,40113784,Targeting PI3K inhibitor resistance in breast cancer with metabolic drugs.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;progression;resistance;alpelisib,tighten_query,medium,exclude
pmid-40109859,40109859,Exploring the utility of a NGS multigene panel to predict BCG response in patients with non-muscle invasive bladder cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;immune;pik3ca;pi3k,tighten_query,medium,exclude
pmid-40009285,40009285,Genomic and micro-environmental insights into drug resistance in colorectal cancer liver metastases.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;epigenetic;resistance;metabolic;response;immune,tighten_query,medium,exclude
pmid-39979449,39979449,PI3Kα-specific inhibitor BYL-719 synergizes with cisplatin in vitro in PIK3CA-mutated ovarian cancer cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;cell-cycle;resistance;alpelisib;response,tighten_query,medium,exclude
pmid-39935426,39935426,Optimizing therapeutic approaches for HR+/HER2- advanced breast cancer: clinical perspectives on biomarkers and treatment strategies post-CDK4/6 inhibitor progression.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;progression-free survival;progression-free;resistance,none,high,direct_mechanistic
pmid-39920872,39920872,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free;progression;inavolisib;resistance;alpelisib;metabolic,tighten_query,medium,exclude
pmid-39913886,39913886,Phase II Study of Copanlisib in Patients With PTEN Loss: Results From NCI-MATCH ECOG-ACRIN Trial (EAY131) Subprotocols Z1G and Z1H.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;epigenetic,tighten_query,medium,exclude
pmid-39851969,39851969,Systematic Review and Network Meta-Analysis on Treating Hormone Receptor-Positive Metastatic Breast Cancer After CDK4/6 Inhibitors.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;alpelisib;biomarker,tighten_query,medium,exclude
pmid-39805880,39805880,Exploring target selectivity in designing and identifying PI3Kα inhibitors for triple negative breast cancer with fragment-based and bioisosteric replacement approach.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;inavolisib;resistance;alpelisib;biomarker;pik3ca,tighten_query,medium,exclude
pmid-39762482,39762482,Mechanisms of KRAS inhibitor resistance in KRAS-mutant colorectal cancer harboring Her2 amplification and aberrant KRAS localization.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;intrinsic resistance;resistance,none,high,direct_mechanistic
pmid-39709507,39709507,PIK3CA mutation fortifies molecular determinants for immune signaling in vascular cancers.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;pik3ca;feedback activation;resistance,none,high,direct_mechanistic
pmid-39693591,39693591,Abemaciclib Plus Fulvestrant in Advanced Breast Cancer After Progression on CDK4/6 Inhibition: Results From the Phase III postMONARCH Trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;combinations;progression,tighten_query,medium,exclude
pmid-39652577,39652577,"Imlunestrant Is an Oral, Brain-Penetrant Selective Estrogen Receptor Degrader with Potent Antitumor Activity in ESR1 Wild-Type and Mutant Breast Cancer.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;acquired resistance;resistance,none,high,direct_mechanistic
pmid-39092562,39092562,"Assessments of prostate cancer cell functions highlight differences between a pan-PI3K/mTOR inhibitor, gedatolisib, and single-node inhibitors of the PI3K/AKT/mTOR pathway.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;resistance;alpelisib;metabolic;response,tighten_query,medium,exclude
pmid-41306515,41306515,Anticancer Target Combinations: Network-Informed Signaling-Based Approach to Discovery.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;resistant models;patient-derived;or combination;combinations,tighten_query,medium,exclude
pmid-39796647,39796647,New Emerging Therapies Targeting PI3K/AKT/mTOR/PTEN Pathway in Hormonal Receptor-Positive and HER2-Negative Breast Cancer-Current State and Molecular Pathology Perspective.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;epigenetic;inavolisib;resistance,tighten_query,medium,exclude
pmid-39796090,39796090,Dynamic Changes in Circulating Tumor DNA During Immunotherapy for Head and Neck Cancer: SHIZUKU-HN Study.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;metabolic;response;immune,tighten_query,medium,exclude
pmid-39768828,39768828,Successful Treatment of Abdominal Wall Advanced Endometriosis-Associated Clear Cell Carcinoma with AKT Pathway Inhibitor: Case Report.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;alpelisib;response;pik3ca;mtor;pi3k,tighten_query,medium,exclude
pmid-39764125,39764125,The RNA N(6)-Methyladenosine MethylomeCoordinates Long Non-Coding RNAs to MediateCancer Drug Resistance by Activating PI3KSignaling.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;epigenetic;resistance;alpelisib;response,tighten_query,medium,exclude
pmid-39743996,39743996,A good response to furmonertinib fourth-line treatment of an advanced lung adenocarcinoma patient with EGFR exon20in and PIK3CA mutation: a case report and literature review.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-39695129,39695129,Oleanolic acid combined with aspirin plays antitumor roles in colorectal cancer via the Akt/NFκB/IκBα/COX2 pathway.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;resistance;biomarker;response;pik3ca,tighten_query,medium,exclude
pmid-39555098,39555098,The role of PIK3CA gene mutations in colorectal cancer and the selection of treatment strategies.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-39543535,39543535,Molecular profiling reveals novel therapeutic targets and clonal evolution in ovarian clear cell carcinoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;alpelisib;response;immune;pik3ca;pi3k,tighten_query,medium,exclude
pmid-39497720,39497720,The potential role of next-generation sequencing in identifying MET amplification and disclosing resistance mechanisms in NSCLC patients with osimertinib resistance.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: bypass signaling;progression;resistance;biomarker;response;pik3ca,tighten_query,medium,exclude
pmid-39497713,39497713,Comprehensive liquid biopsy analysis for monitoring NSCLC patients under second-line osimertinib treatment.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;epigenetic;resistance;response;relapse,tighten_query,medium,exclude
pmid-39469631,39469631,Effects of BYL-719 (alpelisib) on human breast cancer stem cells to overcome drug resistance in human breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,title: matched alpelisib;drug resistance;resistance,none,high,direct_mechanistic
pmid-39457497,39457497,"A Novel AKT1, ERBB2, ESR1, KRAS, PIK3CA, and TP53 NGS Assay: A Non-Invasive Tool to Monitor Resistance Mechanisms to Hormonal Therapy and CDK4/6 Inhibitors.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;relapse,tighten_query,medium,exclude
pmid-39456616,39456616,"Functional Assessments of Gynecologic Cancer Models Highlight Differences Between Single-Node Inhibitors of the PI3K/AKT/mTOR Pathway and a Pan-PI3K/mTOR Inhibitor, Gedatolisib.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;discontinuation;combinations;progression;epigenetic;inavolisib,tighten_query,medium,exclude
pmid-39452555,39452555,Personalized Treatment Strategies via Integration of Gene Expression Biomarkers in Molecular Profiling of Laryngeal Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;epigenetic;resistance;biomarker;response,tighten_query,medium,exclude
pmid-39409880,39409880,PLK1 Inhibitor Onvansertib Enhances the Efficacy of Alpelisib in PIK3CA-Mutated HR-Positive Breast Cancer Resistant to Palbociclib and Endocrine Therapy: Preclinical Insights.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-39386783,39386783,Development and validation of a multi-marker liquid bead array assay for the simultaneous detection of PIK3CA and ESR1 hotspot mutations in single circulating tumor cells (CTCs).,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-39376013,39376013,Alpelisib and Immunotherapy: A Promising Combination for Recurrent and Metastatic Squamous Cell Carcinoma of the Head and Neck.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: discontinuation;combinations;progression;resistance;alpelisib;biomarker,tighten_query,medium,exclude
pmid-39363320,39363320,Deciphering resistance mechanisms in cancer: final report of MATCH-R study with a focus on molecular drivers and PDX development.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: treatment failure;clinical benefit;resistant models;patient-derived;or combination;combinations,tighten_query,medium,exclude
pmid-39298693,39298693,Phase II Study of Samotolisib in Children and Young Adults With Tumors Harboring Phosphoinositide 3-Kinase/Mammalian Target of Rapamycin Pathway Alterations: Pediatric MATCH APEC1621D.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;response;phase 2;relapse,tighten_query,medium,exclude
pmid-39290454,39290454,Prognostic implications of HIF-1α expression in anal squamous cell carcinoma treated with intensity-modulated radiotherapy (IMRT).,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;metabolic;relapse;immune,tighten_query,medium,exclude
pmid-39269823,39269823,Circulating tumor DNA (ctDNA) as a biomarker of response to therapy in advanced Hepatocellular carcinoma treated with Nivolumab.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;biomarker;response;immune,tighten_query,medium,exclude
pmid-39236276,39236276,"Phase I/Ib Trial of Inavolisib Plus Palbociclib and Endocrine Therapy for PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced or Metastatic Breast Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;combinations;progression,tighten_query,medium,exclude
pmid-39118880,39118880,Intracranial response to capmatinib after progression on crizotinib in a patient with MET exon 14 skipping non-small cell lung cancer-a case report.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-39020533,39020533,"NGS mutational status on first diagnostic tissue, liquid biopsy and mastectomy in G2-G3 breast cancer.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;progression;resistance,none,high,direct_mechanistic
pmid-38975874,38975874,Mechanisms of Resistance to Oncogenic KRAS Inhibition in Pancreatic Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38927964,38927964,Resistance to Targeted Inhibitors of the PI3K/AKT/mTOR Pathway in Advanced Oestrogen-Receptor-Positive Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38920692,38920692,Combination Therapy Approach to Overcome the Resistance to PI3K Pathway Inhibitors in Gynecological Cancers.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38912058,38912058,Tailoring advanced breast cancer treatment after cyclin-dependent kinase 4/6 inhibitors progression - real-world data analysis.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;patient-derived;progression,tighten_query,medium,exclude
pmid-38873617,38873617,Prevalence and effect of PIK3CA H1047R somatic mutation among Indian head and neck cancer patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;response;pik3ca;pi3k,tighten_query,medium,exclude
pmid-38839777,38839777,Gedatolisib shows superior potency and efficacy versus single-node PI3K/AKT/mTOR inhibitors in breast cancer models.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;epigenetic;resistance;alpelisib;biomarker;metabolic,tighten_query,medium,exclude
pmid-38833970,38833970,Phase Ib dose-escalation trial of taselisib (GDC-0032) in combination with HER2-directed therapies in patients with advanced HER2+ breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;inavolisib,tighten_query,medium,exclude
pmid-38812774,38812774,Molecular profiling of metastatic breast cancer and target-based therapeutic matching in an Asian tertiary phase I oncology unit.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;progression;alpelisib;biomarker,tighten_query,medium,exclude
pmid-38778166,38778166,Osimertinib and palbociclib in an EGFR-mutated NSCLC with primary CDK4 amplification after progression under osimertinib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;response;pik3ca;esr1,tighten_query,medium,exclude
pmid-38741375,38741375,Long-term survival outcomes and immune checkpoint inhibitor retreatment in patients with advanced cervical cancer treated with camrelizumab plus apatinib in the phase II CLAP study.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-38722288,38722288,The combination of breast cancer PDO and mini-PDX platform for drug screening and individualized treatment.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: treatment failure;combinations;progression;resistance;alpelisib;response,tighten_query,medium,exclude
pmid-38612799,38612799,Mobocertinib in Patients with EGFR Exon 20 Insertion-Positive Non-Small Cell Lung Cancer (MOON): An International Real-World Safety and Efficacy Analysis.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-38532756,38532756,Metastatic progression of breast cancer along with decreased mitochondrial cell death priming of breast cancer cells: a case report.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;pik3ca;ctdna;her2,tighten_query,medium,exclude
pmid-38413796,38413796,Fulvestrant and everolimus efficacy after CDK4/6 inhibitor: a prospective study with circulating tumor DNA analysis.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;progression;alpelisib;biomarker,tighten_query,medium,exclude
pmid-38399423,38399423,"Structure-Based In Silico Approaches Reveal IRESSA as a Multitargeted Breast Cancer Regulatory, Signalling, and Receptor Protein Inhibitor.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;resistance;her2,tighten_query,medium,exclude
pmid-38310289,38310289,Integrating cfDNA liquid biopsy and organoid-based drug screening reveals PI3K signaling as a promising therapeutic target in colorectal cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;resistance;alpelisib;biomarker;response,tighten_query,medium,exclude
pmid-38257640,38257640,ACEK Biosensor for the Minute-Scale Quantification of Breast Cancer ctDNA.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;response;pik3ca;ctdna,tighten_query,medium,exclude
pmid-38238761,38238761,c-MET-positive circulating tumor cells and cell-free DNA as independent prognostic factors in hormone receptor-positive/HER2-negative metastatic breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;epigenetic;resistance;biomarker,tighten_query,medium,exclude
pmid-38183801,38183801,Vaccine antibodies against a synthetic epidermal growth factor variant enhance the antitumor effects of inhibitors targeting the MAPK/ERK and PI3K/Akt pathways.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;combination trials;progression-free;discontinuation;or combination;combinations,tighten_query,medium,exclude
pmid-37916958,37916958,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched inavolisib;alpelisib;pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38796763,38796763,[Toxic manifestations of alpelisib in endocrinology. Description of the clinical case].,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: alpelisib;immune;pik3ca;pi3k;pten;akt,tighten_query,medium,exclude
pmid-38751483,38751483,Efficacy and safety of abemaciclib-based therapy versus tucidinostat-based therapy after progression on palbociclib in patients with HR(+)HER2(-) metastatic breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;progression-free survival;progression-free,none,high,direct_mechanistic
pmid-38406172,38406172,Molecular screening with liquid biopsy for anti-EGFR retreatment in metastatic colorectal cancer: preliminary data from the randomized phase 2 PARERE trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;phase 2,tighten_query,medium,exclude
pmid-38037140,38037140,"Clinical features, genomic profiling, and outcomes of adult patients with unifocal Langerhans cell histiocytosis.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;response;pik3ca,tighten_query,medium,exclude
pmid-38033496,38033496,"The activity of a PI3K δ-sparing inhibitor, MEN1611, in non-small cell lung cancer cells with constitutive activation of the PI3K/AKT/mTOR pathway.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;relapse;pik3ca;her2,tighten_query,medium,exclude
pmid-38023131,38023131,Outcomes of fertility preservation treatments in patients with endometrial cancer with different molecular classifications based on an NGS panel.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-37973901,37973901,Predictive biomarkers of response and survival following immunotherapy with a PD-L1 inhibitor benmelstobart (TQB2450) and antiangiogenic therapy with a VEGFR inhibitor anlotinib for pretreated advanced triple negative breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;or combination;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-37972068,37972068,SOS1 and KSR1 modulate MEK inhibitor responsiveness to target resistant cell populations based on PI3K and KRAS mutation status.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;adaptive resistance;resistance,none,high,direct_mechanistic
pmid-37866161,37866161,The SGK3-Catalase antioxidant signaling axis drives cervical cancer growth and therapy resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance;response,none,high,direct_mechanistic
pmid-37725704,37725704,The Next-Generation Oral Selective Estrogen Receptor Degrader Camizestrant (AZD9833) Suppresses ER+ Breast Cancer Growth and Overcomes Endocrine and CDK4/6 Inhibitor Resistance.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;resistant models;patient-derived;or combination,tighten_query,medium,exclude
pmid-37643132,37643132,Assessing the Genomic Landscape of Cervical Cancers: Clinical Opportunities and Therapeutic Targets.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;progression;biomarker;response,tighten_query,medium,exclude
pmid-37634629,37634629,Monitoring the Outcomes of Systemic Chemotherapy Including Immune Checkpoint Inhibitor for HER2-Positive Metastatic Gastric Cancer by Liquid Biopsy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-37628682,37628682,A Rare Pathological Phenotype of Endometrioid Serous and Clear-Cell Ovarian Cancer with PIK3CA Mutations in Relation to The Excellent Response of Alpelisib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;alpelisib;response,tighten_query,medium,exclude
pmid-37597578,37597578,"Neratinib + fulvestrant + trastuzumab for HR-positive, HER2-negative, HER2-mutant metastatic breast cancer: outcomes and biomarker analysis from the SUMMIT trial.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;progression;resistance,none,high,direct_mechanistic
pmid-37580773,37580773,Potential value of ctDNA monitoring in metastatic HR + /HER2 - breast cancer: longitudinal ctDNA analysis in the phase Ib MONALEESASIA trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;combinations;progression;resistance,tighten_query,medium,exclude
pmid-37511178,37511178,Real-World Use of Highly Sensitive Liquid Biopsy Monitoring in Metastatic Breast Cancer Patients Treated with Endocrine Agents after Exposure to Aromatase Inhibitors.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;progression;resistance,none,high,direct_mechanistic
pmid-37501598,37501598,Inetetamab in combination with rapamycin and chemotherapy for trastuzumab-treated metastatic human epidermal growth factor receptor 2-positive breast cancer with abnormal activation of PI3K/Akt/mTOR pathway.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-37493631,37493631,CBF-Beta Mitigates PI3K-Alpha-Specific Inhibitor Killing through PIM1 in PIK3CA-Mutant Gastric Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-37469415,37469415,The effect of the alpha-specific PI3K inhibitor alpelisib combined with anti-HER2 therapy in HER2+/PIK3CA mutant breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-37443159,37443159,Liver lipophagy ameliorates nonalcoholic steatohepatitis through extracellular lipid secretion.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;alpelisib;response;mtor;pi3k,tighten_query,medium,exclude
pmid-37418832,37418832,"A phase 2 study of dasatinib in recurrent clear cell carcinoma of the ovary, fallopian tube, peritoneum or endometrium: NRG oncology/gynecologic oncology group study 0283.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: biomarker-defined;treatment failure;discontinuation;patient-derived;progression;epigenetic,tighten_query,medium,exclude
