paper_id,pmid,doi,title,abstract,publication_types,year,source_query,review_decision,review_rationale,review_confidence,topic_match_type,reviewer_type,review_frame_role,prescreen_hint,prescreen_rationale,prescreen_overlap_terms
pmid-28154202,28154202,10.1158/1940-6207.CAPR-16-0175,Aspirin-Induced Chemoprevention and Response Kinetics Are Enhanced by PIK3CA Mutations in Colorectal Cancer Cells.,"This study was designed to determine how aspirin influences the growth kinetics and characteristics of cultured colorectal cancer cells that harbor a variety of different mutational backgrounds, including PIK3CA- and KRAS-activating mutations, and the presence or absence of microsatellite instability. Colorectal cancer cell lines (HCT116, HCT116 + Chr3/5, RKO, SW480, HCT15, CACO2, HT29, and SW48) were treated with pharmacologically relevant doses of aspirin (0.5-10 mmol/L) and evaluated for proliferation and cell-cycle distribution. These parameters were fitted to a mathematical model to quantify the effects and understand the mechanism(s) by which aspirin modifies growth in colorectal cancer cells. We also evaluated the effects of aspirin on key G0-G1 cell-cycle genes that are regulated by the PI3K-Akt pathway. Aspirin decelerated growth rates and disrupted cell-cycle dynamics more profoundly in faster growing colorectal cancer cell lines, which tended to be PIK3CA mutants. Additionally, microarray analysis of 151 colorectal cancer cell lines identified important cell-cycle regulatory genes that are downstream targets of PIK3 and were also dysregulated by aspirin treatment (PCNA and RB1). Our study demonstrated what clinical trials have only speculated, that PIK3CA-mutant colorectal cancers are more sensitive to aspirin. Aspirin inhibited cell growth in all colorectal cancer cell lines regardless of mutational background, but the effects were exacerbated in cells with PIK3CA mutations. Mathematical modeling combined with bench science revealed that cells with PIK3CA-mutations experience significant G0-G1 arrest and explains why patients with PIK3CA mutant colorectal cancers may benefit from aspirin use after diagnosis. Cancer Prev Res; 10(3); 208-18. ©2017 AACR.",Journal Article,2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract]) AND (combination[Title/Abstract] OR combined[Title/Abstract] OR ""dual inhibition""[Title/Abstract] OR ""overcome resistance""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR rechallenge[Title/Abstract]) AND (resistan*[Title/Abstract] OR progression[Title/Abstract] OR response[Title/Abstract] OR sensitivity[Title/Abstract] OR adaptive[Title/Abstract] OR bypass[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-28138035,28138035,10.1158/1535-7163.MCT-16-0552,Co-targeting HGF/cMET Signaling with MEK Inhibitors in Metastatic Uveal Melanoma.,"Patients with metastatic uveal melanoma usually die within 1 year of diagnosis, emphasizing an urgent need to develop new treatment strategies. The liver is the most common site of metastasis. Mitogen-activated protein kinase kinase (MEK) inhibitors improve survival in V600 BRAF-mutated cutaneous melanoma patients but have limited efficacy in patients with uveal melanoma. Our previous work showed that hepatocyte growth factor (HGF) signaling elicits resistance to MEK inhibitors in metastatic uveal melanoma. In this study, we demonstrate that expression of two BH3-only family proteins, Bim-EL and Bmf, contributes to HGF-mediated resistance to MEK inhibitors. Targeting HGF/cMET signaling with LY2875358, a neutralizing and internalizing anti-cMET bivalent antibody, and LY2801653, a dual cMET/RON inhibitor, overcomes resistance to trametinib provided by exogenous HGF and by conditioned medium from primary hepatic stellate cells. We further determined that activation of PI3Kα/γ/δ isoforms mediates the resistance to MEK inhibitors by HGF. Combination of LY2801653 with trametinib decreases AKT phosphorylation and promotes proapoptotic PARP cleavage in metastatic uveal melanoma explants. Together, our data support the notion that selectively blocking cMET signaling or PI3K isoforms in metastatic uveal melanoma may break the intrinsic resistance to MEK inhibitors provided by factors from stromal cells in the liver. Mol Cancer Ther; 16(3); 516-28. ©2017 AACR.",Journal Article,2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-28134774,28134774,10.3390/ijms18020262,Deguelin Potentiates Apoptotic Activity of an EGFR Tyrosine Kinase Inhibitor (AG1478) in PIK3CA-Mutated Head and Neck Squamous Cell Carcinoma.,"Head and neck squamous cell carcinoma (HNSCC) is known to be intrinsically resistant to inhibitors for epidermal growth factor receptor (EGFR). Until now, clinical outcomes for HNSCC using EGFR inhibitors as single agents have yielded disappointing results. Here, we aimed to study whether combinatorial treatment using AG1478 (EGFR tyrosine kinase inhibitor) and deguelin, which is a rotenoid isolated from the African plant Mundulea sericea, could enhance the anti-tumor effects of AG1478 in HNSCC. For Ca9-22 cells with EGFR, KRAS, and PIK3CA wild types, AG1478 alone suppressed both phosphorylated levels of ERK and AKT and induced apoptosis. On the contrary, for HSC-4 cells with EGFR and KRAS wild types, and a PIK3CA mutant, AG1478 alone did not suppress the phosphorylated level of AKT nor induce apoptosis, while it suppressed ERK phosphorylation. Forced expression of constitutively active PIK3CA (G1633A mutation) significantly reduced the apoptotic effect of AG1478 on the PIK3CA wild-type Ca9-22 cells. When HSC-4 cells with the PIK3CA G1633A mutation were treated with a combination of AG1478 and deguelin, combination effects on apoptosis induction were observed through the inhibition of the AKT pathway. These results suggest that the combination of EGFR tyrosine kinase inhibitor with deguelin is a potential therapeutic approach to treat PIK3CA-mutated HNSCC.",Journal Article,2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract])); ((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract]) AND (combination[Title/Abstract] OR combined[Title/Abstract] OR ""dual inhibition""[Title/Abstract] OR ""overcome resistance""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR rechallenge[Title/Abstract]) AND (resistan*[Title/Abstract] OR progression[Title/Abstract] OR response[Title/Abstract] OR sensitivity[Title/Abstract] OR adaptive[Title/Abstract] OR bypass[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-28123856,28123856,,MicroRNA-363-3p inhibits papillary thyroid carcinoma progression by targeting PIK3CA.,"MicroRNA-363-3p (miR-363-3p) reportedly plays crucial roles in tumor development and progression in many types of cancers. However, its role in papillary thyroid carcinoma (PTC) remain largely unclear. We therefore investigated the function and underlying mechanism of miR-363-3p in PTC. Here, we found that miR-363-3p was significantly downregulated in human PTC tissue samples and cell lines, and that miR-363-3p levels are negatively correlated with advanced clinical stage and lymph node metastasis. In addition to suppressing tumor growth in vivo, restoration of miR-363-3p in TPC-1 cells significantly inhibits proliferation, migration, and invasion and induced apoptosis in vitro. Mechanistically, miR-363-3p was verified to directly bind to 3'UTR of the phosphoinositide-3-kinase catalytic subunit alpha (PIK3CA) mRNA, and reduce its expression at both mRNA and protein levels, which further inhibits phosphatidylinositol 3-kinase/Akt signaling pathway. PIK3CA expression was also found to be increased in human PTC tissues, and were inversely correlated with miR-363-3p. Furthermore, restoration of PIK3CA partially rescued the miR-363-3p-induced inhibition effect on TPC-1 cell proliferation, migration and invasion. Taken together, these findings indicated for the first time that miR-363-3p functions as a tumor suppressor in PTC, and its suppressive effect is mediated by repressing PIK3CA.",Journal Article;Retracted Publication,2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-28123607,28123607,10.7150/jca.16239,"Proteins Involved in HER2 Signalling Pathway, Their Relations and Influence on Metastasis-Free Survival in HER2-Positive Breast Cancer Patients Treated with Trastuzumab in Adjuvant Setting.","AIM: Resistance to trastuzumab (which is a standard therapy for breast cancer patients with HER2 overexpression) is associated with higher risk of progression or cancer death, and might be related to activation of signalling cascades (PI3K/AKT/mTOR, Ras/Raf/MAPK) and decreased level of their inhibitors. MATERIAL AND METHODS: Formalin-fixed paraffin-embedded tumour specimens from 118 HER2-overexpressing breast cancer patients treated with radical local therapy and trastuzumab in adjuvant setting were used for the assessment of: (1) PIK3CA gene mutations (p.H1047R and p.E545K) by qPCR, and (2) expression of Ki-67, EGFR, MUC4, HER3 and PTEN by immunohistochemistry. RESULTS: Lower Ki-67LI was observed in EGFR-immunonegative and in PTEN-immunopositive tumours. MUC4-immunonegative tumours more frequently were PTEN- and HER3-immunonegative. Favourable metastasis-free survival was observed in patients with tumours characterized by Ki-67LI≤50% (p=0.027), HER3 immunonegativity or PTEN immunopositivity (vs. tumours with HER3 expression and lack of PTEN expression, p=0.043), additionally, the trend was observed for patients with pN0+pN1 pathological tumour stage (vs. pN2+pN3) (p=0.086). Cox model revealed that independent negative prognostic factors were: (i) Ki-67LI>50% (p=0.014, RR=4.6, 95% CI 1.4-15.4), (ii) HER3 immunopositivity together with PTEN immunonegativity (p=0.034, RR=3.7, 95% CI 1.1-12.5). CONCLUSION: The results of our study suggest that combined analysis of HER3 and PTEN expression might bring information on trastuzumab sensitivity in the group of HER2-positive breast cancer patients treated with trastuzumab in adjuvant setting.",Journal Article,2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract])); ((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract]) AND (combination[Title/Abstract] OR combined[Title/Abstract] OR ""dual inhibition""[Title/Abstract] OR ""overcome resistance""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR rechallenge[Title/Abstract]) AND (resistan*[Title/Abstract] OR progression[Title/Abstract] OR response[Title/Abstract] OR sensitivity[Title/Abstract] OR adaptive[Title/Abstract] OR bypass[Title/Abstract]))",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
pmid-28108151,28108151,10.1016/j.eururo.2017.01.021,A Functional Genetic Screen Identifies the Phosphoinositide 3-kinase Pathway as a Determinant of Resistance to Fibroblast Growth Factor Receptor Inhibitors in FGFR Mutant Urothelial Cell Carcinoma.,"Activating mutations and translocations of the FGFR3 gene are commonly seen in urothelial cell carcinoma (UCC) of the bladder and urinary tract. Several fibroblast growth factor receptor (FGFR) inhibitors are currently in clinical development and response rates appear promising for advanced UCC. A common problem with targeted therapeutics is intrinsic or acquired resistance of the cancer cells. To find potential drug targets that can act synergistically with FGFR inhibition, we performed a synthetic lethality screen for the FGFR inhibitor AZD4547 using a short hairpin RNA library targeting the human kinome in the UCC cell line RT112 (FGFR3-TACC3 translocation). We identified multiple members of the phosphoinositide 3-kinase (PI3K) pathway and found that inhibition of PIK3CA acts synergistically with FGFR inhibitors. The PI3K inhibitor BKM120 acted synergistically with inhibition of FGFR in multiple UCC and lung cancer cell lines having FGFR mutations. Consistently, we observed an elevated PI3K-protein kinase B pathway activity resulting from epidermal growth factor receptor or Erb-B2 receptor tyrosine kinase 3 reactivation caused by FGFR inhibition as the underlying molecular mechanism of the synergy. Our data show that feedback pathways activated by FGFR inhibition converge on the PI3K pathway. These findings provide a strong rationale to test FGFR inhibitors in combination with PI3K inhibitors in cancers harboring genetic activation of FGFR genes.","Journal Article;Research Support, Non-U.S. Gov't",2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract])); ((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract]) AND (combination[Title/Abstract] OR combined[Title/Abstract] OR ""dual inhibition""[Title/Abstract] OR ""overcome resistance""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR rechallenge[Title/Abstract]) AND (resistan*[Title/Abstract] OR progression[Title/Abstract] OR response[Title/Abstract] OR sensitivity[Title/Abstract] OR adaptive[Title/Abstract] OR bypass[Title/Abstract]))",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
pmid-28073005,28073005,10.1016/j.ccell.2016.12.003,Simultaneous Inhibition of PI3Kδ and PI3Kα Induces ABC-DLBCL Regression by Blocking BCR-Dependent and -Independent Activation of NF-κB and AKT.,"Compared with follicular lymphoma, high PI3Kα expression was more prevalent in diffuse large B cell lymphoma (DLBCL), although both tumor types expressed substantial PI3Kδ. Simultaneous inhibition of PI3Kα and PI3Kδ dramatically enhanced the anti-tumor profile in ABC-DLBCL models compared with selective inhibition of PI3Kδ, PI3Kα, or BTK. The anti-tumor activity was associated with suppression of p-AKT and a mechanism of blocking nuclear factor-κB activation driven by CD79mut, CARD11mut, TNFAIP3mut, or MYD88mut. Inhibition of PI3Kα/δ resulted in tumor regression in an ibrutinib-resistant CD79BWT/MYD88mut patient-derived ABC-DLBCL model. Furthermore, rebound activation of BTK and AKT was identified as a mechanism limiting CD79Bmut-ABC-DLBCL to show a robust response to PI3K and BTK inhibitor monotherapies. A combination of ibrutinib with the PI3Kα/δ inhibitor copanlisib produced a sustained complete response in vivo in CD79Bmut/MYD88mut ABC-DLBCL models.",Journal Article,2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-28072765,28072765,10.1038/bjc.2016.430,Phase II study of the PI3K inhibitor BKM120 in patients with advanced or recurrent endometrial carcinoma: a stratified type I-type II study from the GINECO group.,"UNLABELLED: Backround:Patients with metastatic endometrial carcinoma have a poor prognosis and PIK3CA mutations and amplifications are common in these cancers. This study evaluated the efficacy and safety of the pure PI3K inhibitor BKM120 in advanced or recurrent endometrial carcinoma. METHODS: This phase II, multicentre, single-arm, double strata (histological low grade (LG) or high grade (HG)) open-label study enrolled patients with histologically confirmed advanced or recurrent endometrial carcinoma who had received not more than one prior chemotherapy regimen. Patients received initially BKM120 100 mg tablets once daily. Primary end points were proportion of patients free of progression at 2 months (HG strata) or at 3 months (LG strata), objective response rate (ORR), and safety. RESULTS: A total of 40 patients were enrolled, of whom 16 patients had received BKM120 at 100 mg. Because of high toxicities (cutaneous rash (54%), depressive events (47%), and anxiety (40%), the IDMC has proposed to stop recruitment at 100 mg and to continue the clinical trial with a lower dose of 60 mg per day. In addition, 24 patients (median age 67 years old) were newly enrolled (14 in the LG strata and 10 in the HG strata). Rate of nonprogression at 2 months in the HG strata was 70% and at 3 months was 60% in the LG strata. Median progression-free survival (PFS) for all patients is 4.5 months (CI 95% 2.8-6.1), and the median PFS for LG strata is 8.3 months compared with 3.8 months for the HG strata. No response was reported. At 60 mg per day, the most commonly reported treatment-related adverse events (AEs) were hyperglycaemia (58%), cognitive (31%), digestive (28%), hepatic liver functions (26%), and rash (23%). The most commonly reported treatment-related grade ⩾3 AEs were HTA (17%), hyperglycaemia (17%), and increased alanine aminotransferase (24%). Five patients (21%) stopped BKM120 for toxicity. CONCLUSIONS: The BKM120 was associated with an unfavourable safety profile and minimal antitumour activity in monotherapy in advanced or recurrent endometrial carcinoma. The clinical trial was stopped before end of recruitment for toxicity.","Clinical Trial, Phase II;Journal Article;Multicenter Study",2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract])); ((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""clinical trial""[Publication Type] OR trial[Title/Abstract] OR phase[Title/Abstract] OR randomized[Title/Abstract] OR cohort[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR ""objective response""[Title/Abstract] OR benefit[Title/Abstract] OR failure[Title/Abstract] OR biomarker*[Title/Abstract] OR combination[Title/Abstract]))",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
pmid-28069289,28069289,10.1016/j.eururo.2016.12.016,Liquid Biopsy Analysis of FGFR3 and PIK3CA Hotspot Mutations for Disease Surveillance in Bladder Cancer.,"BACKGROUND: Disease surveillance in patients with bladder cancer is important for early diagnosis of progression and metastasis and for optimised treatment. OBJECTIVE: To develop urine and plasma assays for disease surveillance for patients with FGFR3 and PIK3CA tumour mutations. DESIGN, SETTING, AND PARTICIPANTS: Droplet digital polymerase chain reaction (ddPCR) assays were developed and tumour DNA from two patient cohorts was screened for FGFR3 and PIK3CA hotspot mutations. One cohort included 363 patients with non-muscle-invasive bladder cancer (NMIBC). The other cohort included 468 patients with bladder cancer undergoing radical cystectomy (Cx). Urine supernatants (NMIBC n=216, Cx n=27) and plasma samples (NMIBC n=39, Cx n=27) from patients harbouring mutations were subsequently screened using ddPCR assays. OUTCOME MEASUREMENTS AND STATISTICAL ANALYSIS: Progression-free survival, recurrence-free survival, and overall survival were measured. Fisher's exact test, the Wilcoxon rank-sum test and Cox regression analysis were applied. RESULTS AND LIMITATIONS: In total, 36% of the NMIBC patients (129/363) and 11% of the Cx patients (44/403) harboured at least one FGFR3 or PIK3CA mutation. Screening of DNA from serial urine supernatants from the NMIBC cohort revealed that high levels of tumour DNA (tDNA) were associated with later disease progression in NMIBC (p=0.003). Furthermore, high levels of tDNA in plasma samples were associated with recurrence in the Cx cohort (p=0.016). A positive correlation between tDNA levels in urine and plasma was observed (correlation coefficient 0.6). The retrospective study design and low volumes of plasma available for analysis were limitations of the study. CONCLUSIONS: Increased levels of FGFR3 and PIK3CA mutated DNA in urine and plasma are indicative of later progression and metastasis in bladder cancer. PATIENT SUMMARY: Urine and plasma from patients with bladder cancer may be monitored for diagnosis of progression and metastasis using mutation assays.","Journal Article;Research Support, Non-U.S. Gov't",2017,"((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""clinical trial""[Publication Type] OR trial[Title/Abstract] OR phase[Title/Abstract] OR randomized[Title/Abstract] OR cohort[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR ""objective response""[Title/Abstract] OR benefit[Title/Abstract] OR failure[Title/Abstract] OR biomarker*[Title/Abstract] OR combination[Title/Abstract]))",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
pmid-28068936,28068936,10.1186/s12885-016-2994-6,Retrospective study of RAS/PIK3CA/BRAF tumor mutations as predictors of response to first-line chemotherapy with bevacizumab in metastatic colorectal cancer patients.,"BACKGROUND: After analysis of minor RAS mutations (KRAS exon 3, 4/NRAS) in the FIRE-3 and PRIME studies, an expanded range of RAS mutations were established as a negative predictive marker for the efficacy of anti-EGFR antibody treatment. BRAF and PIK3CA mutations may be candidate biomarkers for anti-EGFR targeted therapies. However, it remains unknown whether RAS/PIK3CA/BRAF tumor mutations can predict the efficacy of bevacizumab in metastatic colorectal cancer. We assessed whether selection according to RAS/PIK3CA/BRAF mutational status could be beneficial for patients treated with bevacizumab as first-line treatment for metastatic colorectal cancer. METHODS: Of the 1001 consecutive colorectal cancer patients examined for RAS, PIK3CA, and BRAF tumor mutations using a multiplex kit (Luminex®), we studied 90 patients who received combination chemotherapy with bevacizumab as first-line treatment for metastatic colorectal cancer. The objective response rate (ORR) and progression-free survival (PFS) were evaluated according to mutational status. RESULTS: The ORR was higher among patients with wild-type tumors (64.3%) compared to those with tumors that were only wild type with respect to KRAS exon 2 (54.8%), and the differences in ORR between patients with wild-type and mutant-type tumors were greater when considering only KRAS exon 2 mutations (6.8%) rather than RAS/PIK3CA/BRAF mutations (18.4%). There were no statistically significant differences in ORR or PFS between all wild-type tumors and tumors carrying any of the mutations. Multivariate analysis revealed that liver metastasis and RAS and BRAF mutations were independent negative factors for disease progression after first-line treatment with bevacizumab. CONCLUSIONS: Patient selection according to RAS/PIK3CA/BRAF mutations could help select patients who will achieve a better response to bevacizumab treatment. We found no clinical benefit of restricting combination therapy with bevacizumab for metastatic colorectal cancer patients with EGFR-wild type tumors.",Journal Article,2017,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract])); ((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract]) AND (combination[Title/Abstract] OR combined[Title/Abstract] OR ""dual inhibition""[Title/Abstract] OR ""overcome resistance""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR rechallenge[Title/Abstract]) AND (resistan*[Title/Abstract] OR progression[Title/Abstract] OR response[Title/Abstract] OR sensitivity[Title/Abstract] OR adaptive[Title/Abstract] OR bypass[Title/Abstract]))",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
