paper_id,pmid,pmcid,doi,title,year,final_decision,final_rationale,selection_basis,fulltext_access_status,normalized_source_type,normalized_path,review_confidence
pmid-38793607,38793607,PMC11125577,10.3390/v16050725,CRISPR Screen Reveals PACT as a Pro-Viral Factor for Dengue Viral Replication.,2024,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11125577.json,high
pmid-38785977,38785977,PMC11118262,10.3390/biom14050570,Disruption of Transmembrane Phosphatidylserine Asymmetry by HIV-1 Incorporated SERINC5 Is Not Responsible for Virus Restriction.,2024,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11118262.json,medium
pmid-38712102,38712102,PMC11071485,10.1101/2024.04.26.591029,Functional genomics screens reveal a role for TBC1D24 and SV2B in antibody-dependent enhancement of dengue virus infection.,2024,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11071485.json,high
pmid-38675925,38675925,PMC11055011,10.3390/v16040583,The Inhibition of Gag-Pol Expression by the Restriction Factor Shiftless Is Dispensable for the Restriction of HIV-1 Infection.,2024,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11055011.json,medium
pmid-38636657,38636657,PMC11101947,10.1016/j.jbc.2024.107286,Proximity labeling of host factor ANXA3 in HCV infection reveals a novel LARP1 function in viral entry.,2024,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11101947.json,high
pmid-38384847,38384847,PMC10879702,10.1016/j.isci.2024.109107,Host ZCCHC3 blocks HIV-1 infection and production through a dual mechanism.,2024,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10879702.json,high
pmid-38293010,38293010,PMC10827203,10.1101/2024.01.18.575255,Comparative analysis of retroviral Gag-host cell interactions: focus on the nuclear interactome.,2024,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10827203.json,medium
pmid-38230952,38230952,PMC10846047,10.1128/spectrum.02562-22,Landscape of protein-protein interactions during hepatitis C virus assembly and release.,2024,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10846047.json,high
pmid-40078741,40078741,PMC11894969,10.1016/j.bsheal.2023.09.001,"Update on enteroviral protease 2A: Structure, function, and host factor interaction.",2023,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11894969.json,medium
pmid-38074898,38074898,PMC10709196,10.1016/j.omtn.2023.102075,Unveiling the mechanisms of nephrotoxicity caused by nephrotoxic compounds using toxicological network analysis.,2023,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10709196.json,medium
pmid-38005875,38005875,PMC10674231,10.3390/v15112197,"PSGL-1, a Strategic Biomarker for Pathological Conditions in HIV Infection: A Hypothesis Review.",2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10674231.json,high
pmid-37882563,37882563,PMC10746242,10.1128/mbio.02572-21,The innate immune factor RPRD2/REAF and its role in the Lv2 restriction of HIV.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10746242.json,high
pmid-37766367,37766367,PMC10537789,10.3390/v15091961,The Antiviral Factor SERINC5 Impairs the Expression of Non-Self-DNA.,2023,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10537789.json,medium
pmid-37750869,37750869,PMC7615710,10.1099/jgv.0.001895,ASPP2 binds to hepatitis C virus NS5A protein via an SH3 domain/PxxP motif-mediated interaction and potentiates infection.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7615710.json,high
pmid-37608289,37608289,PMC10464172,10.1186/s12977-023-00629-4,"Primate TRIM34 is a broadly-acting, TRIM5-dependent lentiviral restriction factor.",2023,selected_for_reading,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10464172.json,low
pmid-37531416,37531416,PMC11651363,10.1126/scitranslmed.adg0873,Single-cell transcriptomics identifies prothymosin α restriction of HIV-1 in vivo.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11651363.json,high
pmid-37355703,37355703,PMC10290691,10.1038/s41467-023-39105-0,An unnatural enzyme with endonuclease activity towards small non-coding RNAs.,2023,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10290691.json,medium
pmid-37267431,37267431,PMC10266667,10.1371/journal.ppat.1011423,HIV-1 capsid stability enables inositol phosphate-independent infection of target cells and promotes integration into genes.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10266667.json,medium
pmid-37252973,37252973,PMC10266027,10.1073/pnas.2220005120,Dengue virus NS5 degrades ERC1 during infection to antagonize NF-kB activation.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10266027.json,high
pmid-37243126,37243126,PMC10223265,10.3390/v15051038,An Artificial Peptide-Based Bifunctional HIV-1 Entry Inhibitor That Interferes with Viral Glycoprotein-41 Six-Helix Bundle Formation and Antagonizes CCR5 on the Host Cell Membrane.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10223265.json,medium
pmid-37172824,37172824,PMC10311276,10.1016/j.virs.2023.05.006,Spastin is required for human immunodeficiency virus-1 efficient replication through cooperation with the endosomal sorting complex required for transport (ESCRT) protein.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10311276.json,medium
pmid-37165099,37165099,PMC10172343,10.1038/s42003-023-04841-y,Schlafen 12 restricts HIV-1 latency reversal by a codon-usage dependent post-transcriptional block in CD4+ T cells.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10172343.json,high
pmid-37155854,37155854,PMC10193943,10.1073/pnas.2217451120,ATG5 selectively engages virus-tethered BST2/tetherin in an LC3C-associated pathway.,2023,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10193943.json,medium
pmid-37068108,37068108,PMC10138851,10.1371/journal.ppat.1011163,The viral packaging motor potentiates Kaposi's sarcoma-associated herpesvirus gene expression late in infection.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10138851.json,high
pmid-37040417,37040417,PMC10120081,10.1073/pnas.2220557120,Two structural switches in HIV-1 capsid regulate capsid curvature and host factor binding.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10120081.json,medium
pmid-37010434,37010434,PMC10128004,10.1128/mbio.00549-23,Genome-Wide CRISPR-Cas9 Screen Identifies SMCHD1 as a Restriction Factor for Herpesviruses.,2023,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10128004.json,medium
pmid-36993223,36993223,PMC10055373,10.1101/2023.03.24.534139,"Primate TRIM34 is a broadly-acting, TRIM5-dependent lentiviral restriction factor.",2023,selected_for_reading,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10055373.json,low
pmid-36976020,36976020,PMC10127607,10.1128/mbio.00166-23,SERINC5 Mediates a Postintegration Block to HIV-1 Gene Expression in Macrophages.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10127607.json,high
pmid-36946615,36946615,PMC10366416,10.1021/acsinfecdis.2c00478,Serinc5 Restricts HIV Membrane Fusion by Altering Lipid Order and Heterogeneity in the Viral Membrane.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10366416.json,medium
pmid-36897778,36897778,PMC10124996,10.1016/j.celrep.2023.112234,The lysine methyltransferase SMYD5 amplifies HIV-1 transcription and is post-transcriptionally upregulated by Tat and USP11.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10124996.json,high
pmid-36851687,36851687,PMC9967848,10.3390/v15020474,HIV-1 Gag Binds the Multi-Aminoacyl-tRNA Synthetase Complex via the EPRS Subunit.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9967848.json,high
pmid-36759579,36759579,PMC10023569,10.1038/s41594-022-00913-5,A molecular switch modulates assembly and host factor binding of the HIV-1 capsid.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10023569.json,medium
pmid-36744886,36744886,PMC9973025,10.1128/mbio.00009-23,A Virus-Packageable CRISPR System Identifies Host Dependency Factors Co-Opted by Multiple HIV-1 Strains.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9973025.json,high
pmid-36627271,36627271,PMC9832166,10.1038/s41467-022-35379-y,Antiretroviral APOBEC3 cytidine deaminases alter HIV-1 provirus integration site profiles.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9832166.json,medium
pmid-36602368,36602368,PMC9888194,10.1128/jvi.01752-22,Interleukin-27 Promotes Divergent Effects on HIV-1 Infection in Peripheral Blood Mononuclear Cells through BST-2/Tetherin.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9888194.json,medium
pmid-36598981,36598981,PMC9812381,10.1126/sciadv.ade3168,Structural basis for HIV-1 antagonism of host APOBEC3G via Cullin E3 ligase.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9812381.json,high
pmid-36584296,36584296,PMC9910500,10.1073/pnas.2217476120,The chaperone protein p32 stabilizes HIV-1 Tat and strengthens the p-TEFb/RNAPII/TAR complex promoting HIV transcription elongation.,2023,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9910500.json,high
pmid-36534283,36534283,PMC10067014,10.1007/978-1-0716-2895-9_7,Computational Modeling of IN-CTD/TAR Complex to Elucidate Additional Strategies to Inhibit HIV-1 Replication.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10067014.json,medium
pmid-36475726,36475726,PMC9927277,10.1128/spectrum.02663-22,"A Broad-Spectrum Antiviral Molecule, Protoporphyrin IX, Acts as a Moderator of HIV-1 Capsid Assembly by Targeting the Capsid Hexamer.",2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9927277.json,medium
pmid-36464077,36464077,PMC9712144,10.1016/j.antiviral.2022.105478,RBM24 inhibits the translation of SARS-CoV-2 polyproteins by targeting the 5'-untranslated region.,2023,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9712144.json,medium
pmid-36314049,36314049,PMC10117160,10.1093/jmcb/mjac060,HIV-induced membraneless organelles orchestrate post-nuclear entry steps.,2023,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10117160.json,medium
pmid-36499678,36499678,PMC9735550,10.3390/ijms232315340,Regulation of Epstein-Barr Virus Minor Capsid Protein BORF1 by TRIM5α.,2022,selected_for_reading,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9735550.json,low
pmid-36285453,36285453,PMC9665091,10.1080/22221751.2022.2140605,FBXO34 promotes latent HIV-1 activation by post-transcriptional modulation.,2022,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9665091.json,high
pmid-36215666,36215666,PMC9724678,10.15252/embr.202255470,The Autophagy Receptor TAX1BP1 (T6BP) improves antigen presentation by MHC-II molecules.,2022,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9724678.json,medium
pmid-36115853,36115853,PMC9482658,10.1038/s41467-022-33123-0,Mechanistic understanding of human SLFN11.,2022,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9482658.json,medium
pmid-36074777,36074777,PMC9488832,10.1371/journal.ppat.1010329,Arbovirus-vector protein interactomics identifies Loquacious as a co-factor for dengue virus replication in Aedes mosquitoes.,2022,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9488832.json,high
pmid-36015010,36015010,PMC9415735,10.3390/pathogens11080891,Application of CRISPR-Cas9 Gene Editing for HIV Host Factor Discovery and Validation.,2022,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9415735.json,high
pmid-35939522,35939522,PMC9387935,10.1371/journal.ppat.1010763,TMEM41B and VMP1 modulate cellular lipid and energy metabolism for facilitating dengue virus infection.,2022,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9387935.json,high
pmid-35914008,35914008,PMC9371351,10.1371/journal.ppat.1010744,KSHV RTA antagonizes SMC5/6 complex-induced viral chromatin compaction by hijacking the ubiquitin-proteasome system.,2022,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9371351.json,medium
pmid-35891536,35891536,PMC9315659,10.3390/v14071556,Phosphomimetic S207D Lysyl-tRNA Synthetase Binds HIV-1 5'UTR in an Open Conformation and Increases RNA Dynamics.,2022,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9315659.json,high
pmid-35891432,35891432,PMC9324250,10.3390/v14071454,Mutagenic Analysis of the HIV Restriction Factor Shiftless.,2022,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9324250.json,high
