paper_id,pmid,doi,title,abstract,publication_types,year,source_query,review_decision,review_rationale,review_confidence,topic_match_type,reviewer_type,review_frame_role,prescreen_hint,prescreen_rationale,prescreen_overlap_terms
pmid-29731902,29731902,10.3892/ol.2018.8346,Identification of candidate genes associated with tubal origin of high-grade serous ovarian cancer.,"Evidence indicates that high-grade serous ovarian carcinoma arises from the fallopian tube, rather than ovarian surface epithelium. This is termed the 'tubal origin' theory. The aim of the present study was to compare the immunophenotype and gene expression profiling among high-grade serous ovarian carcinoma (HGSOC), fallopian tube epithelium (FTE) and ovarian surface epithelium (OSE) based on tubal origin theory, and identify the differential genes associated with ovarian carcinogenesis. A total of 61 cases of fresh tissue samples including 21 cases of HGSOC, 20 cases of OSE, and 20 cases of FTE were obtained following surgical resection. Immunostaining was performed to detect the expression of PAX8, which has been considered as a potential immunophenotype marker of Müllerian origin. Illumina BeadChip was applied for gene expression profiling. Reverse transcription-quantitative polymerase chain reaction (RT-qPCR) was performed to confirm the differential expression of candidate genes between HGSOC and FTE. The results of the present study demonstrated that PAX8 was highly expressed in HGSOC (19/21, 90.4%) and FTE (20/20, 100%), but not in OSE (3/20, 14.3%). A dendrogram generated by cluster analysis indicated a higher similarity of gene expression profile between HGSOC and FTE than OSE. A total of 2,412 differentially expressed genes were identified (absolute fold change >2) between HGSOC and FTE, including 822 upregulated genes in cancer and 1,590 downregulated genes. S100 calcium binding protein P, Ras-interacting protein 1, Wnt family member 5A, tumor-associated calcium signal transducer 2, Dickkopf Wnt signaling pathway inhibitor 3 and tumor suppressor candidate 3 genes were identified as candidate markers, of which the differential gene expression in HGSOC and FTE was confirmed by RT-qPCR (P<0.05). The results indicate the presence of a greater similarity in the immunophenotype and gene expression profile of HGSOC and FTE, when compared with OSE, which was consistent with the tubal origin theory of HGSOC.",Journal Article,2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (fold*[Title/Abstract] OR chaperon*[Title/Abstract] OR conformational[Title/Abstract]) AND (stability[Title/Abstract] OR protein[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract])) NOT (immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-29475516,29475516,10.1016/j.lssr.2017.08.005,Exposure to microgravity for 30 days onboard Bion M1 caused muscle atrophy and impaired regeneration in murine femoral Quadriceps.,"Mechanical unloading in microgravity during spaceflight is known to cause muscular atrophy, changes in muscle fiber composition, gene expression, and reduction in regenerative muscle growth. Although some limited data exists for long-term effects of microgravity in human muscle, these processes have mostly been studied in rodents for short periods of time. Here we report on how long-term (30-day long) mechanical unloading in microgravity affects murine muscles of the femoral Quadriceps group. To conduct these studies we used muscle tissue from 6 microgravity mice, in comparison to habitat (7), and vivarium (14) ground control mice from the NASA Biospecimen Sharing Program conducted in collaboration with the Institute for Biomedical Problems of the Russian Academy of Sciences, during the Russian Bion M1 biosatellite mission in 2013. Muscle histomorphology from microgravity specimens showed signs of extensive atrophy and regenerative hypoplasia relative to ground controls. Specifically, we observed a two-fold decrease in the number of myonuclei, compared to vivarium and ground controls, and central location of myonuclei, low density of myofibers in the tissue, and of myofibrils within a fiber, as well as fragmentation and swelling of myofibers. Despite obvious atrophy, muscle regeneration nevertheless appeared to have continued after 30 days in microgravity as evidenced by thin and short newly formed myofibers. Many of them, however, showed evidence of apoptotic cells and myofibril degradation, suggesting that long-term unloading in microgravity may affect late stages of myofiber differentiation. Ground asynchronous and vivarium control animals demonstrated normal, well-developed tissue structure with sufficient blood and nerve supply and evidence of regenerative formation of new myofibers free of apoptotic nuclei. Regenerative activity of satellite cells in muscles was observed both in microgravity and ground control groups, using Pax7 and Myogenin immunolocalization, as well as Myogenin expression analysis. In addition, we have detected positive nuclear immunolocalization of c-Jun and c-Myc proteins indicating their sensitivity to changes in gravitational loading in a given model. In summary, long-term spaceflight in microgravity caused significant atrophy and degeneration of the femoral Quadriceps muscle group, and it may interfere with muscle regenerative processes by inducing apoptosis in newly-formed myofibrils during their differentiation phase.",Journal Article,2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (fold*[Title/Abstract] OR chaperon*[Title/Abstract] OR conformational[Title/Abstract]) AND (stability[Title/Abstract] OR protein[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract])) NOT (immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
pmid-29442331,29442331,10.1007/978-981-10-7311-3_18,Role of Zic Family Proteins in Transcriptional Regulation and Chromatin Remodeling.,"Proper functions of Zic proteins are essential for animals in health and disease. Here, we summarize our current understanding of the molecular properties and functions of the Zic family across animal species and paralog subtypes. Zics are basic proteins with some posttranslational modifications and can move to the cell nucleus via importin- and CRM1-based nucleocytoplasmic shuttling mechanisms. Degradation is mediated by the ubiquitin proteasome system. Many Zic proteins are capable of binding to two types of target DNA sequences (CTGCTG-core-type and GC-stretch-type). Recent chromatin immunoprecipitation assays showed that CTGCTG-core-type target sequences are enriched in enhancers. Nonetheless, the DNA binding is not always required for transcriptional regulation by Zic proteins. On the other hand, Zic proteins bind many proteins including transcription factors (Gli1-3, Tcf1 or Tcf4, Smad2 or Smad3, Oct4, Pax3, Cdx, and SRF), chromatin-remodeling factors (NuRD and NURF), and other nuclear enzymes (DNA-PK, PARP1, and RNA helicase A). Zic family-mediated gene expression control involves both their actions near the transcription start site and those affecting the global gene expression via binding to enhancers. Although Zic proteins perform essential functions in transcriptional regulation of Oct4 and Nanog expression via their promoters, recent genome-wide analyses of the Zic-binding sites and their downstream targets indicate that Zic proteins are associated with distant regulatory elements and are the critical enhancer-priming nuclear regulators in organismal development. Chromatin-remodeling complexes such as NuRD and NURF that interact with Zic proteins have been shown to participate in Zic-mediated enhancer regulation.",Journal Article;Review,2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
pmid-29427317,29427317,10.1111/acel.12707,Overexpression of PGC-1α in aging muscle enhances a subset of young-like molecular patterns.,"PGC-1α is a transcriptional co-activator known as the master regulator of mitochondrial biogenesis. Its control of metabolism has been suggested to exert critical influence in the aging process. We have aged mice overexpressing PGC-1α in skeletal muscle to determine whether the transcriptional changes reflected a pattern of expression observed in younger muscle. Analyses of muscle proteins showed that Pax7 and several autophagy markers were increased. In general, the steady-state levels of several muscle proteins resembled that of muscle from young mice. Age-related mtDNA deletion levels were not increased by the PGC-1α-associated increase in mitochondrial biogenesis. Accordingly, age-related changes in the neuromuscular junction were minimized by PGC-1α overexpression. RNA-Seq showed that several genes overexpressed in the aged PGC-1α transgenic are expressed at higher levels in young when compared to aged skeletal muscle. As expected, there was increased expression of genes associated with energy metabolism but also of pathways associated with muscle integrity and regeneration. We also found that PGC-1α overexpression had a mild but significant effect on longevity. Taken together, overexpression of PGC-1α in aged muscle led to molecular changes that resemble the patterns observed in skeletal muscle from younger mice.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-29358650,29358650,10.1038/s41588-017-0035-2,Pioneer factor Pax7 deploys a stable enhancer repertoire for specification of cell fate.,"Pioneer transcription factors establish new cell-fate competence by triggering chromatin remodeling. However, many features of pioneer action, such as their kinetics and stability, remain poorly defined. Here, we show that Pax7, by opening a unique repertoire of enhancers, is necessary and sufficient for specification of one pituitary lineage. Pax7 binds its targeted enhancers rapidly, but chromatin remodeling and gene activation are slower. Enhancers opened by Pax7 show a loss of DNA methylation and acquire stable epigenetic memory, as evidenced by binding of nonpioneer factors after Pax7 withdrawal. This work shows that transient Pax7 expression is sufficient for stable specification of cell identity.","Journal Article;Research Support, Non-U.S. Gov't",2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (sumoylat*[Title/Abstract] OR desumoylat*[Title/Abstract] OR phosphor*[Title/Abstract] OR acetylat*[Title/Abstract] OR methylat*[Title/Abstract] OR ""post-translational""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-29357389,29357389,10.1371/journal.ppat.1006868,Interferon regulatory factor 8 regulates caspase-1 expression to facilitate Epstein-Barr virus reactivation in response to B cell receptor stimulation and chemical induction.,"Interferon regulatory factor 8 (IRF8), also known as interferon consensus sequence-binding protein (ICSBP), is a transcription factor of the IRF family. IRF8 plays a key role in normal B cell differentiation, a cellular process that is intrinsically associated with Epstein-Barr virus (EBV) reactivation. However, whether IRF8 regulates EBV lytic replication remains unknown. In this study, we utilized a CRISPR/Cas9 genomic editing approach to deplete IRF8 and found that IRF8 depletion dramatically inhibits the reactivation of EBV upon lytic induction. We demonstrated that IRF8 depletion suppresses the expression of a group of genes involved in apoptosis and thus inhibits apoptosis induction upon lytic induction by B cell receptor (BCR) stimulation or chemical induction. The protein levels of caspase-1, caspase-3 and caspase-8 all dramatically decreased in IRF8-depleted cells, which led to reduced caspase activation and the stabilization of KAP1, PAX5 and DNMT3A upon BCR stimulation. Interestingly, caspase inhibition blocked the degradation of KAP1, PAX5 and DNMT3A, suppressed EBV lytic gene expression and viral DNA replication upon lytic induction, suggesting that the reduced caspase expression in IRF8-depleted cells contributes to the suppression of EBV lytic replication. We further demonstrated that IRF8 directly regulates CASP1 (caspase-1) gene expression through targeting its gene promoter and knockdown of caspase-1 abrogates EBV reactivation upon lytic induction, partially through the stabilization of KAP1. Together our study suggested that, by modulating the activation of caspases and the subsequent cleavage of KAP1 upon lytic induction, IRF8 plays a critical role in EBV lytic reactivation.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-29154209,29154209,10.1016/j.molimm.2017.11.011,External signals regulate germinal center fate-determining transcription factors in the A20 lymphoma cell line.,"Due to the apoptosis-prone nature of primary germinal center B (GCB) cells, it remains a huge challenge to dissect signals that guide their differentiation towards memory B cells and plasma cells in vitro. Here we show that the murine lymphoma cell line A20 resembles primary GCB cells in expression of GC-specific surface markers and the master transcription factor BCL6 and may serve as a useful system to model certain GCB cell behaviors in vitro. Using these cells, we found that both CD40 and B cell receptor (BCR) signaling are able to drive BCL6 downregulation, which is a prerequisite of post-GC B-cell differentiation. Under the steady state, BCL6 is constantly and rapidly degraded in A20 cells by the proteasome in a strictly FBXO11-dependent manner. This process can be further enhanced by signals downstream of the BCR. Both CD40 and BCR stimulation can upregulate IRF4, a transcription factor that suppresses BCL6 expression. However, only BCR signaling downregulate PAX5 and BACH2, two transcription factors that help maintain the GCB identity. Together, these results validate the A20 cell line as an experimental system suitable for studying regulation of BCL6 and potentially other transcription factors relevant to post-GC fate determination, and they support that combined signaling from BCR and CD40 receptors would drive termination of the GC program.","Journal Article;Research Support, Non-U.S. Gov't",2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-29151114,29151114,10.1007/s00429-017-1566-0,Non-canonical heterogeneous cellular distribution and co-localization of CaMKIIα and CaMKIIβ in the spinal superficial dorsal horn.,"Ca2+/calmodulin-dependent protein kinase II (CaMKII) is a key enzyme in long-term plasticity in many neurons, including in the nociceptive circuitry of the spinal dorsal horn. However, although the role of CaMKII heterooligomers in neuronal plasticity is isoform-dependent, the distribution and co-localization of CaMKII isoforms in the dorsal horn have not been comprehensively investigated. Here, quantitative immunofluorescence analysis was used to examine the distribution of the two major neuronal CaMKII isoforms, α and β, in laminae I-III of the rat dorsal horn, with reference to inhibitory interneurons and neuronal populations defined by expression of parvalbumin, calretinin, and calbindin D28k. Unexpectedly, all or nearly all inhibitory and excitatory neurons showed both CaMKIIα and CaMKIIβ immunoreactivity, although at highly variable levels. Lamina III neurons showed less CaMKIIα immunoreactivity than laminae I-II neurons. Whereas CaMKIIα immunoreactivity was found at nearly similar levels in inhibitory and excitatory neurons, CaMKIIβ generally showed considerably lower immunoreactivity in inhibitory neurons. Distinct populations of inhibitory calretinin neurons and excitatory parvalbumin neurons exhibited high CaMKIIα-to-CaMKIIβ immunoreactivity ratios. CaMKIIα and CaMKIIβ immunoreactivity showed positive correlation at GluA2+ puncta in pepsin-treated tissue. These results suggest that, unlike the forebrain, the dorsal horn is characterized by similar expression of CaMKIIα in excitatory and inhibitory neurons, whereas CaMKIIβ is less expressed in inhibitory neurons. Moreover, CaMKII isoform expression varies considerably within and between neuronal populations defined by laminar location, calcium-binding protein expression, and transmitter phenotype, suggesting differences in CaMKII function both between and within neuronal populations in the superficial dorsal horn.",Journal Article,2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-29134420,29134420,10.1007/s10571-017-0566-1,Co-Localization and Interaction of Pax5 with Iba1 in Brain of Mice.,"The Pax5, a B-cell-Specific Activator Protein (BSAP) and redox-sensitive transcription factor, is expressed in the immune-privileged brain, B-lymphocytes, lymph nodes and spleen. PAX5-mediated immune pathway has also been described in the progression of Glioblastoma multiforme. However, the status of Pax5 and its role in brain immunity are not yet elucidated. In silico analysis of Pax5 interacting proteins predicts its interaction with proteins of cell proliferation, differentiation of hematopoietic cells, neurogenesis and several cell signalling pathways. Promoter analysis shows multiple binding sites for Pax5 in promoter of ionized calcium-binding adapter molecule 1 (Iba1). Like Iba1, Pax5 is also associated with inflammatory and immune response, activation of leukocyte and remodelling of actin cytoskeleton. Therefore, localization and interaction of Pax5 with Iba1 in brain of mice were studied using Chromatin Immunoprecipitation (ChIP), Co-Immunoprecipitation (Co-IP) and Immuno-fluorescence assay. The Pax5- and Iba1-positive cells were observed in cerebral cortex, cerebellum, olfactory bulb, hippocampus, and ventricles of brain. The co-localization of Pax5 and Iba1 was evident in microglia in almost all evaluated regions of brain. In some regions, Pax5- and Iba1-positive were distinctly compartmentalized. The Pax5a/b interacts with Iba1 and binds to its regulatory sequences. Results indicate Pax5-associated activities of Iba1 in microglia in brain of mice.",Journal Article,2018,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-29284783,29284783,,CD150 and CD180 are involved in regulation of transcription factors expression in chronic lymphocytic leukemia cells.,"BACKGROUND: Sequential stages of B-cell development is stringently coordinated by transcription factors (TFs) network that include B-lineage commitment TFs (Ikaros, Runx1/Cbfb, E2A, and FOXO1), B-lineage maintenance TFs (EBF1 and PAX5) and stage specific set of TFs (IRF4, IRF8, BCL6, BLIMP1). Deregulation of TFs expression and activity is often occurs in malignant B cells. The aim of this study was to evaluate TFs expression in chronic lymphocytic leukemia cells taking into consideration CD150 cell surface expression. From other side we attempted to regulate TFs expression via CD150 and CD180 cell surface receptors. MATERIALS AND METHODS: Studies were performed on normal peripheral blood B-cell subpopulations and chronic lymphocytic leukemia (CLL) cells isolated from peripheral blood of 67 primary untreated patients with CLL. Evaluation of TFs expression was performed on mRNA level using qRT-PCR and on protein level by western blot analysis. RESULTS: Median of PAX5 and EBF1 mRNA expression was higher in cell surface CD150 positive (csCD150+) compared to csCD150- CLL cases or normal CD19+ and CD19+CD5+ B-cell subsets. Differences in mRNA expression of IRF8, IRF4 and BLIMP1 between studied groups of CLL and normal B cells were not revealed. All CLL cases were characterized by downregulated expression of PU.1 and BCL6 mRNAs in comparison to normal B cells. At the same time elevated SPIB mRNA expression level was restricted to CLL cells. Protein expression of IRF4, IRF8 and BCL6 was uniformly distributed between csCD150- and csCD150+ CLL cases. PU.1 protein and CD20 that is direct PU.1 target gene positively correlated with CD150 cell surface expression on CLL cells. Ligation of CD150 and CD180 alone or in combination upregulated IRF8 and PU.1 while downregulated the IRF4 mRNA expression. Signaling via CD150 or CD180 alone elevated the level of BCL6 mRNA. Strong downregulation of IRF4 mRNA was observed after CD150, CD180 or CD150 andCD180 coligation on CLL cells. We found that in CLL cells CD150 is a negative regulator of SPIB while CD180 is involved in upregulation of EBF1 expression level. Moreover, CD180 ligation on CLL cells caused increase of CD150 mRNA level that is a one of the EBF1 target genes. CONCLUSIONS: Analysis of TFs expression profile revealed upregulated SPIB mRNA level and downregulated PU.1 in CLL cells. CD150 and CD180 receptors may modulate transcriptional program in CLL cells by regulating the TFs expression levels.",Journal Article,2017,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-29150011,29150011,10.1016/j.ydbio.2017.08.036,Optimization of CRISPR/Cas9 genome editing for loss-of-function in the early chick embryo.,"The advent of CRISPR/Cas9 has made genome editing possible in virtually any organism, including those not previously amenable to genetic manipulations. Here, we present an optimization of CRISPR/Cas9 for application to early avian embryos with improved efficiency via a three-fold strategy. First, we employed Cas9 protein flanked with two nuclear localization signal sequences for improved nuclear localization. Second, we used a modified guide RNA (gRNA) scaffold that obviates premature termination of transcription and unstable Cas9-gRNA interactions. Third, we used a chick-specific U6 promoter that yields 4-fold higher gRNA expression than the previously utilized human U6. For rapid screening of gRNAs for in vivo applications, we also generated a chicken fibroblast cell line that constitutively expresses Cas9. As proof of principle, we performed electroporation-based loss-of-function studies in the early chick embryo to knock out Pax7 and Sox10, key transcription factors with known functions in neural crest development. The results show that CRISPR/Cas9-mediated deletion causes loss of their respective proteins and transcripts, as well as predicted downstream targets. Taken together, the results reveal the utility of this optimized CRISPR/Cas9 method for targeted gene knockout in chicken embryos in a manner that is reproducible, robust and specific.",Journal Article,2017,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (fold*[Title/Abstract] OR chaperon*[Title/Abstract] OR conformational[Title/Abstract]) AND (stability[Title/Abstract] OR protein[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract])) NOT (immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
