paper_id,pmid,pmcid,doi,title,fulltext_access_route,fulltext_xml_url,fulltext_pdf_url,pmc_access_status,pmc_parse_status,pdf_needed,pdf_import_status,normalized_path,notes
pmid-39298693,39298693,PMC11581706,10.1200/PO.24.00258,Phase II Study of Samotolisib in Children and Young Adults With Tumors Harboring Phosphoinositide 3-Kinase/Mammalian Target of Rapamycin Pathway Alterations: Pediatric MATCH APEC1621D.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11581706.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-39236276,39236276,PMC11575912,10.1200/JCO.24.00110,"Phase I/Ib Trial of Inavolisib Plus Palbociclib and Endocrine Therapy for PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced or Metastatic Breast Cancer.",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11575912.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-39128978,39128978,,10.1002/ijc.35126,Genomic alterations associated with resistance and circulating tumor DNA dynamics for early detection of progression on CDK4/6 inhibitor in advanced breast cancer.,none,,,missing,not_attempted,no,normalized,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-39128978.json,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast. Matched pre-14:18 manual PDF from ajtr0011-6055.pdf by title_text_overlap; moved into workflow PDF store as PMID 39128978.pdf. PDF parsed and normalized through GROBID TEI.
pmid-39118880,39118880,PMC11304159,10.21037/tlcr-23-769,Intracranial response to capmatinib after progression on crizotinib in a patient with MET exon 14 skipping non-small cell lung cancer-a case report.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11304159.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38975874,38975874,PMC11528210,10.1158/2159-8290.CD-24-0177,Mechanisms of Resistance to Oncogenic KRAS Inhibition in Pancreatic Cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11528210.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38927964,38927964,PMC11201395,10.3390/cancers16122259,Resistance to Targeted Inhibitors of the PI3K/AKT/mTOR Pathway in Advanced Oestrogen-Receptor-Positive Breast Cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11201395.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38920692,38920692,PMC11201409,10.3390/cells13121064,Combination Therapy Approach to Overcome the Resistance to PI3K Pathway Inhibitors in Gynecological Cancers.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11201409.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38839777,38839777,PMC11153628,10.1038/s41523-024-00648-0,Gedatolisib shows superior potency and efficacy versus single-node PI3K/AKT/mTOR inhibitors in breast cancer models.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11153628.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38833970,38833970,PMC11179085,10.1016/j.esmoop.2024.103465,Phase Ib dose-escalation trial of taselisib (GDC-0032) in combination with HER2-directed therapies in patients with advanced HER2+ breast cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11179085.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38778166,38778166,PMC11111758,10.1038/s41698-024-00607-9,Osimertinib and palbociclib in an EGFR-mutated NSCLC with primary CDK4 amplification after progression under osimertinib.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11111758.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38531793,38531793,,10.24976/Discov.Med.202436182.49,Characterizing the Efficacy and Safety of Chemotherapy Plus Everolimus in HER2-Negative Metastatic Breast Cancer Harboring Altered PI3K/AKT/mTOR.,none,,,missing,not_attempted,no,normalized,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-38531793.json,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast. Matched pre-14:18 manual PDF from ajcr0005-0001.pdf by doi_fragment_text; moved into workflow PDF store as PMID 38531793.pdf. PDF parsed and normalized through GROBID TEI.
pmid-38432445,38432445,,10.1016/j.phrs.2024.107123,PIK3CA mutation as an acquired resistance driver to EGFR-TKIs in non-small cell lung cancer: Clinical challenges and opportunities.,none,,,missing,not_attempted,no,normalized,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-38432445.json,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast. Matched pre-14:18 manual PDF from 1-s2.0-S0169500213001256-main.pdf by title_text_overlap; moved into workflow PDF store as PMID 38432445.pdf. PDF parsed and normalized through GROBID TEI.
pmid-38399423,38399423,PMC10891917,10.3390/ph17020208,"Structure-Based In Silico Approaches Reveal IRESSA as a Multitargeted Breast Cancer Regulatory, Signalling, and Receptor Protein Inhibitor.",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10891917.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38183801,38183801,PMC10818253,10.1016/j.tranon.2024.101878,Vaccine antibodies against a synthetic epidermal growth factor variant enhance the antitumor effects of inhibitors targeting the MAPK/ERK and PI3K/Akt pathways.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10818253.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10850944.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38796763,38796763,PMC11145577,10.14341/probl13337,[Toxic manifestations of alpelisib in endocrinology. Description of the clinical case].,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11145577.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-38033496,38033496,PMC10682785,10.3389/fonc.2023.1283951,"The activity of a PI3K δ-sparing inhibitor, MEN1611, in non-small cell lung cancer cells with constitutive activation of the PI3K/AKT/mTOR pathway.",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10682785.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37975961,37975961,,10.1007/s40261-023-01325-z,"Is Alpelisib Plus Fulvestrant Cost-Effective for Treating PIK3CA-Mutation, HR+/HER2- Advanced Breast Cancer in the USA?",none,,,missing,not_attempted,no,normalized,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-37975961.json,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast. Matched manual PDF from A pharmacokinetic evaluation of alpelisib for the treatment of HR   HER2-negative  PIK3CA-mutated advanced or metastatic breast cancer.pdf by title_overlap; moved into workflow PDF store as PMID 37975961.pdf. PDF parsed and normalized through GROBID TEI.
pmid-37972068,37972068,PMC10666034,10.1073/pnas.2313137120,SOS1 and KSR1 modulate MEK inhibitor responsiveness to target resistant cell populations based on PI3K and KRAS mutation status.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10666034.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37927802,37927802,PMC10619564,10.21873/cdp.10264,"An Overview of Renal Cell Carcinoma Hallmarks, Drug Resistance, and Adjuvant Therapies.",ncbi_pmc_xml,,,missing,unusable,no,normalized,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-37927802.json,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts. Matched pre-14:18 manual PDF from 20-5-1267.pdf by title_text_overlap; moved into workflow PDF store as PMID 37927802.pdf. PDF parsed and normalized through GROBID TEI.
pmid-37866161,37866161,PMC10623367,10.1016/j.redox.2023.102931,The SGK3-Catalase antioxidant signaling axis drives cervical cancer growth and therapy resistance.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10623367.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37511178,37511178,PMC10379453,10.3390/ijms241411419,Real-World Use of Highly Sensitive Liquid Biopsy Monitoring in Metastatic Breast Cancer Patients Treated with Endocrine Agents after Exposure to Aromatase Inhibitors.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10379453.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37493631,37493631,PMC10811747,10.1158/1541-7786.MCR-23-0034,CBF-Beta Mitigates PI3K-Alpha-Specific Inhibitor Killing through PIM1 in PIK3CA-Mutant Gastric Cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10811747.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37469415,37469415,PMC10353540,10.3389/fonc.2023.1108242,The effect of the alpha-specific PI3K inhibitor alpelisib combined with anti-HER2 therapy in HER2+/PIK3CA mutant breast cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10353540.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37348428,37348428,PMC10314290,10.1016/j.neo.2023.100913,P110α inhibitor alpelisib exhibits a synergistic effect with pyrotinib and reverses pyrotinib resistant in HER2+ breast cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10314290.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37339176,37339176,PMC10543974,10.1158/0008-5472.CAN-23-0282,Tipifarnib Potentiates the Antitumor Effects of PI3Kα Inhibition in PIK3CA- and HRAS-Dysregulated HNSCC via Convergent Inhibition of mTOR Activity.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10543974.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37272756,37272756,PMC10527017,10.1158/0008-5472.CAN-22-3558,Breast Cancer Mutations HER2V777L and PIK3CAH1047R Activate the p21-CDK4/6-Cyclin D1 Axis to Drive Tumorigenesis and Drug Resistance.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10527017.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37264081,37264081,PMC10328828,10.1038/s41388-023-02737-z,A bi-steric mTORC1-selective inhibitor overcomes drug resistance in breast cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10328828.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37200022,37200022,PMC10196928,10.1001/jamaoncol.2023.0655,Panitumumab Plus Trifluridine-Tipiracil as Anti-Epidermal Growth Factor Receptor Rechallenge Therapy for Refractory RAS Wild-Type Metastatic Colorectal Cancer: A Phase 2 Randomized Clinical Trial.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10196928.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-37000353,37000353,,10.1007/s12010-023-04424-x,Targeted Inhibition of Hsp90 in Combination with Metformin Modulates Programmed Cell Death Pathways in A549 Lung Cancer Cells.,none,,,missing,not_attempted,no,normalized,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-37000353.json,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast. Matched pre-14:18 manual PDF from 1-s2.0-S0302283817300374-main.pdf by title_text_overlap; moved into workflow PDF store as PMID 37000353.pdf. PDF parsed and normalized through GROBID TEI.
pmid-36915460,36915460,PMC10007946,10.21037/jgo-23-39,"Using a combination of fruquintinib, raltitrexed, and S-1 as a third-line treatment for metastatic colorectal cancer with co-existence of Hodgkin lymphoma: a case report.",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10007946.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-36914722,36914722,PMC10241926,10.1038/s41416-023-02221-1,The emerging role of PI3K inhibitors for solid tumour treatment and beyond.,ncbi_pmc_xml,,,missing,unusable,no,normalized,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-36914722.json,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts. Matched manual PDF from s41416-023-02221-1.pdf by doi; moved into workflow PDF store as PMID 36914722.pdf. PDF parsed and normalized through GROBID TEI.
pmid-36901954,36901954,PMC10003259,10.3390/ijms24054522,Drugging the PI3K/AKT/mTOR Pathway in ER+ Breast Cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10003259.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-36792625,36792625,PMC9932145,10.1038/s41598-023-29425-y,Targeting mTOR to overcome resistance to hormone and CDK4/6 inhibitors in ER-positive breast cancer models.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9932145.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-36605843,36605843,PMC9807735,10.1007/s13691-022-00573-8,Lenvatinib-refractory thymic mucinous carcinoma with PIK3CA mutation.,ncbi_pmc_xml,,,missing,unusable,yes,missing,,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-36595552,36595552,PMC9839248,10.1371/journal.pgen.1010563,"ESR1 gene amplification and MAP3K mutations are selected during adjuvant endocrine therapies in relapsing Hormone Receptor-positive, HER2-negative breast cancer (HR+ HER2- BC).",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9839248.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-36472769,36472769,PMC10356876,10.1007/s00432-022-04503-2,Interactive webtool for analyzing drug sensitivity and resistance associated with genetic signatures of cancer cell lines.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10356876.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-36195678,36195678,,10.1007/s00268-022-06738-z,Ferroptosis Inducers in Thyroid Cancer.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-36969746,36969746,PMC10035393,10.1158/2767-9764.CRC-22-0169,A Phase II Study Investigating Cabozantinib in Patients with Refractory Metastatic Colorectal Cancer (AGICC 17CRC01).,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10035393.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-36923283,36923283,PMC10010328,10.1158/2767-9764.CRC-22-0028,A Phase IB Trial of the PI3K Inhibitor Alpelisib and Weekly Cisplatin in Patients with Solid Tumor Malignancies.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10010328.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-36071033,36071033,PMC9452562,10.1038/s41467-022-32828-6,High p16 expression and heterozygous RB1 loss are biomarkers for CDK4/6 inhibitor resistance in ER(+) breast cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9452562.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-36069292,36069292,,10.1002/cncr.34451,Efficacy and potential resistance mechanisms of afatinib in advanced non-small cell lung cancer patients with EGFR G719X/L861Q/S768I.,none,,,missing,not_attempted,no,normalized,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-36069292.json,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast. Matched pre-14:18 manual PDF from 1-s2.0-S0169500215300040-main.pdf by title_text_overlap; moved into workflow PDF store as PMID 36069292.pdf. PDF parsed and normalized through GROBID TEI.
pmid-36010990,36010990,PMC9406173,10.3390/cancers14163996,Overcoming Resistance to HER2-Directed Therapies in Breast Cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9406173.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-35789792,35789792,PMC9250018,10.1016/j.jtocrr.2022.100348,Characteristics of and Treatment Strategies for Advanced EGFR-Mutant NSCLC With Concomitant BRAF Variations.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9250018.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-35676324,35676324,PMC10680093,10.1038/s41388-022-02362-2,RB loss determines selective resistance and novel vulnerabilities in ER-positive breast cancer models.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10680093.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-35671774,35671774,PMC9630162,10.1016/S1470-2045(22)00284-4,"Fulvestrant plus capivasertib versus placebo after relapse or progression on an aromatase inhibitor in metastatic, oestrogen receptor-positive, HER2-negative breast cancer (FAKTION): overall survival, updated progression-free survival, and expanded biomarker analysis from a randomised, phase 2 trial.",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9630162.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-35650607,35650607,PMC9161494,10.1186/s13046-022-02389-z,Depleting receptor tyrosine kinases EGFR and HER2 overcomes resistance to EGFR inhibitors in colorectal cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9161494.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
