"paper_id","pmid","doi","title","abstract","publication_types","year","source_query","abstract_reviewer_decision","abstract_reviewer_rationale","abstract_reviewer2_decision","abstract_reviewer2_rationale","abstract_reviewer2_confidence","promotion_decision","review_frame_role"
"pmid-32385709","32385709","10.1007/s00432-020-03239-1","Acquired resistance to osimertinib in patients with non-small-cell lung cancer: mechanisms and clinical outcomes.","PURPOSE: Osimertinib, a third-generation epidermal growth factor receptor tyrosine-kinase inhibitor (EGFR-TKI), has demonstrated substantial clinical benefit in patients with non-small-cell lung cancer (NSCLC) who were resistant to early-generation EGFR-TKIs and had acquired a T790M mutation. The aim of our study was to identify the mechanisms underlying resistance to osimertinib and to correlate them with clinical outcomes. METHODS: We retrospectively analyzed patients with advanced NSCLC who received osimertinib for T790M-mutated acquired resistance to prior EGFR-TKIs between March 1, 2017 and December 31, 2018. Patients with paired molecular data of pre-osimertinib and after resistance development, which were not confirmed with small-cell lung cancer (SCLC) transformation, were included in the molecular analysis set. RESULTS: Of 49 patients evaluated in the molecular analysis set, 24 patients maintained T790M mutation, while 25 patients exhibited T790M-loss. Molecular modifications were identified in 27 of 49 patients including EGFR acquired mutations (C797S, C796S, G796S, V802I, V834L, E758D and G724S), non-EGFR-dependent mutations (PIK3CA, ALK, BRAF, KRAS and TP53), EGFR amplification and MET amplification. At data cutoff, median progression-free survival (PFS) was 9.3 months in the T790M-retain group compared with 7.8 months in T790M-loss patients (P = 0.053). Median PFS was significantly longer in patients with EGFR-dependent resistance mechanism (13.5 months) than in those with alternative pathway activation (8.2 months; P = 0.012). CONCLUSIONS: The study revealed heterogeneous mechanisms of resistance to osimertinib in advanced NSCLC patients and their association with clinical outcomes. Patients who maintained T790M mutation or with EGFR-dependent resistance mechanism had longer clinical outcome benefits.","Journal Article","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-32371592","32371592","10.1158/1535-7163.MCT-19-1069","Preclinical Activity of PI3K Inhibitor Copanlisib in Gastrointestinal Stromal Tumor.","KIT or PDGFRA gain-of-function mutations are the primary drivers of gastrointestinal stromal tumor (GIST) growth and progression throughout the disease course. The PI3K/mTOR pathway is critically involved in the transduction of KIT/PDGFRA oncogenic signaling regardless of the type of primary and secondary mutations, and therefore emerges as a relevant targetable node in GIST biology. We evaluated in GIST preclinical models the antitumor activity of copanlisib, a novel pan-class-I PI3K inhibitor with predominant activity against p110α and p110δ isoforms, as single-agent and in combination with first-line KIT inhibitor imatinib. In vitro studies undertaken in one imatinib-sensitive (GIST-T1) and two imatinib-resistant (GIST-T1/670 and GIST430/654) GIST cell models showed that single-agent copanlisib effectively suppressed PI3K pathway activation leading to decreased cell viability and proliferation in both imatinib-sensitive and -resistant cells irrespective of the type of primary or secondary KIT mutations. Simultaneous PI3K and KIT inhibition with copanlisib and imatinib resulted in enhanced impairment of cell viability in both imatinib-sensitive and -resistant GIST cell models, although apoptosis was mostly triggered in GIST-T1. Single-agent copanlisib inhibited GIST growth in vivo, and conjoined inhibition of PI3K and KIT was the most active therapeutic intervention in imatinib-sensitive GIST-T1 xenografts. IHC stain for cleaved-caspase 3 and phospho-S6 support a predominant antiproliferative effect of copanlisib in GIST. In conclusion, copanlisib has single-agent antitumor activity in GIST regardless KIT mutational status or sensitivity to imatinib. Effective KIT inhibition is necessary to achieve synergistic or additive effects with the combination of imatinib and any given PI3K/mTOR pathway inhibition.","Journal Article;Research Support, Non-U.S. Gov't","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-32365913","32365913","10.3390/cells9051116","Mutation-Associated Phenotypic Heterogeneity in Novel and Canonical PIK3CA Helical and Kinase Domain Mutants.","Phosphatidylinositol 3-kinase, catalytic subunit alpha (PIK3CA) is an oncogene often mutated in colorectal cancer (CRC). The contribution of PIK3CA mutations in acquired resistance to anti-epidermal growth factor receptor (EGFR) therapy is well documented, but their prognostic and predictive value remain unclear. Domain- and exon-specific mutations are implicated in either favorable or poor prognoses, but there is paucity in the number of mutations characterized outside of the mutational hotspots. Here, two novel non-hotspot mutants-Q661K in exon 13 and C901R in exon 19-were characterized alongside the canonical exon 9 E545K and exon 20 H1047R mutants in NIH3T3 and HCT116 cells. Q661K and E545K both map to the helical domain, whereas C901R and H1047R map to the kinase domain. Results showed variable effects of Q661K and C901R on morphology, cellular proliferation, apoptosis resistance, and cytoskeletal reorganization, with both not having any effect on cellular migration. In comparison, E545K markedly promoted proliferation, survival, cytoskeletal reorganization, migration, and spheroid formation, whereas H1047R only enhanced the first three. In silico docking suggested these mutations negatively affect binding of the p85 alpha regulatory subunit to PIK3CA, thereby relieving PIK3CA inhibition. Altogether, these findings support intra-domain and mutation-specific variability in oncogenic readouts, with implications in degree of aggressiveness.","Journal Article;Research Support, Non-U.S. Gov't","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-32360668","32360668","10.1016/j.bbamcr.2020.118731","Deregulated PTEN/PI3K/AKT/mTOR signaling in prostate cancer: Still a potential druggable target?","Although the prognosis of patients with localized prostate cancer is good after surgery, with a favorable response to androgen deprivation therapy, about one third of them invariably relapse, and progress to castration-resistant prostate cancer. Overall, prostate cancer therapies remain scarcely effective, thus it is mandatory to devise alternative treatments enhancing the efficacy of surgical castration and hormone administration. Dysregulation of the phosphoinositide 3-kinase pathway has attracted growing attention in prostate cancer due to the highly frequent association of epigenetic and post-translational modifications as well as to genetic alterations of both phosphoinositide 3-kinase and PTEN to onset and/or progression of this malignancy, and to resistance to canonical androgen-deprivation therapy. Here we provide a summary of the biological functions of the major players of this cascade and their deregulation in prostate cancer, summarizing the results of preclinical and clinical studies with PI3K signaling inhibitors and the reasons of failure independent from genomic changes.","Journal Article;Review","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-32278641","32278641","10.1016/j.clbc.2020.02.002","Targeting PIK3CA Alterations in Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor-2-Negative Advanced Breast Cancer: New Therapeutic Approaches and Practical Considerations.","The phosphatidylinositol-3-kinase (PI3K) pathway is frequently dysregulated in human breast cancer. Approximately 30% of all patients with breast cancer will carry mutations of the PIK3CA gene, which encodes the PI3K catalytic subunit isoform p110α. Mutations in PIK3CA have been associated with resistance to endocrine therapy, HER2-directed therapy, and cytotoxic therapy. Early trials of pan-PI3K inhibitors showed little treatment benefit as monotherapy owing to disease resistance arising through enhanced estrogen receptor pathway signaling. Combining PI3K inhibition with endocrine therapy can help overcome resistance. Clinical trials of pan-PI3K inhibitors combined with endocrine therapy demonstrated modest clinical benefits but challenging toxicity profiles, facilitating the development of more selective PI3K-targeting agents. More recent trials of isoform-specific PI3K inhibitors in patients with PIK3CA mutations have shown promising clinical efficacy with a predictable, manageable safety profile. In the present review, we discuss the clinical relevance of mutations of PIK3CA and their potential use as a biomarker to guide treatment choices in patients with HR+ HER2- advanced breast cancer.","Journal Article;Research Support, Non-U.S. Gov't;Review","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract]) AND (""adaptive resistance""[Title/Abstract] OR ""bypass signaling""[Title/Abstract] OR ""feedback activation""[Title/Abstract] OR ""compensatory signaling""[Title/Abstract] OR ""pathway reactivation""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR ""overcome resistance""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-32252811","32252811","10.1186/s13058-020-01271-0","Everolimus versus alpelisib in advanced hormone receptor-positive HER2-negative breast cancer: targeting different nodes of the PI3K/AKT/mTORC1 pathway with different clinical implications.","BACKGROUND: The PI3K/AKT/mTORC1 axis is implicated in hormone receptor-positive HER2-negative metastatic breast cancer (HR+ HER2- mBC) resistance to anti-estrogen treatments. Based on results of the BOLERO-2 trial, the mTORC1 inhibitor everolimus in combination with the steroidal aromatase inhibitor (AI) exemestane has become a standard treatment for patients with HR+ HER2- mBC resistant to prior non-steroidal AI therapy. In the recent SOLAR-1 trial, the inhibitor of the PI3K alpha subunit (p110α) alpelisib in combination with fulvestrant prolonged progression-free survival (PFS) when compared to fulvestrant alone in patients with PIK3CA-mutated HR+ HER2- mBC that progressed after/on previous AI treatment. Therefore, two different molecules targeting the PI3K/AKT/mTORC1 axis, namely everolimus and alpelisib, are available for patients progressing on/after previous AI treatment, but it is unclear how to optimize their use in the clinical practice. Here, we reviewed the available clinical evidence deriving from the BOLERO-2 and SOLAR-1 trials to compare efficacy and safety profiles of everolimus and alpelisib in advanced HR+ HER2- BC treatment. Adding either compound to standard endocrine therapy provided similar absolute and relative PFS advantage. In the SOLAR-1 trial, a 76% incidence of grade (G) 3 or 4 (G3/G4) adverse events was reported, while G3/G4 toxicities occurred in 42% of patients in the BOLERO-2 trial. While alpelisib was only effective in patients with PIK3CA-mutated neoplasms, retrospective analyses indicate that everolimus improves exemestane efficacy independently of PIK3CA mutational status. CONCLUSIONS: Based on the available efficacy and safety data, the ""new"" alpelisib may be burdened by higher incidence of severe adverse events, higher costs, and anticancer efficacy that is limited to PIK3CA-mutated tumors when compared to the ""old"" everolimus. Therefore, the everolimus-exemestane combination remains an effective and reasonably well-tolerated therapeutic option for HR+ HER2- mBC patients progressing after/on previous AI treatment, independently of PIK3CA mutational status.","Comparative Study;Journal Article;Research Support, Non-U.S. Gov't;Review","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract])); ((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract]) AND (trial[Title/Abstract] OR ""clinical trial""[Publication Type] OR phase[Title/Abstract] OR randomized[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR biomarker*[Title/Abstract] OR ctDNA[Title/Abstract] OR failure[Title/Abstract] OR resistance[Title/Abstract] OR combination[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-32220884","32220884","10.1158/1078-0432.CCR-19-3324","Genetic Alterations in the PI3K/AKT Pathway and Baseline AKT Activity Define AKT Inhibitor Sensitivity in Breast Cancer Patient-derived Xenografts.","PURPOSE: AZD5363/capivasertib is a pan-AKT catalytic inhibitor with promising activity in combination with paclitaxel in triple-negative metastatic breast cancer harboring PI3K/AKT-pathway alterations and in estrogen receptor-positive breast cancer in combination with fulvestrant. Here, we aimed to identify response biomarkers and uncover mechanisms of resistance to AZD5363 and its combination with paclitaxel. EXPERIMENTAL DESIGN: Genetic and proteomic markers were analyzed in 28 HER2-negative patient-derived xenografts (PDXs) and in patient samples, and correlated to AZD5363 sensitivity as single agent and in combination with paclitaxel. RESULTS: Four PDX were derived from patients receiving AZD5363 in the clinic which exhibited concordant treatment response. Mutations in PIK3CA/AKT1 and absence of mTOR complex 1 (mTORC1)-activating alterations, for example, in MTOR or TSC1, were associated with sensitivity to AZD5363 monotherapy. Interestingly, excluding PTEN from the composite biomarker increased its accuracy from 64% to 89%. Moreover, resistant PDXs exhibited low baseline pAKT S473 and residual pS6 S235 upon treatment, suggesting that parallel pathways bypass AKT/S6K1 signaling in these models. We identified two mechanisms of acquired resistance to AZD5363: cyclin D1 overexpression and loss of AKT1 p.E17K. CONCLUSIONS: This study provides insight into putative predictive biomarkers of response and acquired resistance to AZD5363 in HER2-negative metastatic breast cancer.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-32215186","32215186","10.18632/oncotarget.27517","Early prediction of resistance to tyrosine kinase inhibitors by plasma monitoring of EGFR mutations in NSCLC: a new algorithm for patient selection and personalized treatment.","In Non-Small-Cell Lung Cancer (NSCLC) patients treated with Tyrosine Kinase-Inhibitors (TKIs) therapy, the emergence of acquired resistance can be investigated by plasma monitoring of circulating tumor DNA (ctDNA). A series of 116 patients with EGFR-positive lung adenocarcinomas were treated with first/second generation EGFR TKIs. At clinical progression, 64 (55%) EGFR T790M plasma positive patients were subjected to second line-treatment with osimertinib and strictly monitored during the first month of therapy. Plasma analysis by the EGFR Cobas test showed in 57 (89%) cases a substantial decrease in the levels of the sensitizing EGFR mutant allele (sEGFRma), down to a not detectable value. These patients were defined as plasmatic good responders (PGR). In 7 (11%) patients, the sEGFRma did not drop to zero (plasmatic poor responders, PPR). In these latter cases, Massive Parallel Sequencing (MPS) analysis at the end of the first month and at clinical progression showed the presence of resistant-inducing mutations, including MET and HER2 gene amplification, KRAS and PIK3CA gene mutations. PPR showed disease progression in 5 (71%) cases, stable disease in 2 (29%) cases, and a shorter median Progression-free survival (PFS) (4.3 ± 1.1 months) than that observed in PGR (13.3 ± 1.2 months) (P < 0.0001). Our data indicate that plasma monitoring by a simple RT-PCR-based EGFR mutation test in the first month of treatment may be useful for a rapid identification of patients to be subjected to further characterization by MPS. A diagnostic algorithm for an early detection of resistance-inducing mutations and patient management is reported.","Journal Article","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-32135122","32135122","10.1016/j.ejphar.2020.173057","Vorinostat upregulates MICA via the PI3K/Akt pathway to enhance the ability of natural killer cells to kill tumor cells.","Vorinostat has good therapeutic efficacy against primary cutaneous T-cell lymphoma in the refractory stage. However, the molecular mechanism by which it inhibits solid tumors has not been clarified. To investigate the tumor inhibitory mechanism of vorinostat in cervical cancer, this study used Cell Counting Kit-8, flow cytometry, cell invasion and migration assays and the wound healing assay to evaluate the effects of vorinostat on cervical cancer cell proliferation, apoptosis, cell cycle, migration, and invasion. Real-time quantitative PCR and immunoblotting were used to detect gene and protein expression, respectively, of major histocompatibility class I-related chain A, phosphoinositide 3-kinase, phosphorylated PI3K p55 (Tyr199), and p-Akt (Ser473). The lactate dehydrogenase cytotoxicity assay was used to evaluate the ability of natural killer-92 cells to lyse cervical cancer cells. A xenograft nude mouse model was established to analyze the anti-tumor effect of vorinostat in vivo. Our results showed that vorinostat inhibited the proliferation, migration, and invasion of cervical cancer cells. Vorinostat also induced apoptosis and cell-cycle arrest in the S phase, inhibited PI3K (p110α), p-PI3K p55 (Tyr199), and p-Akt (Ser473) protein expression and upregulated MICA expression in vitro and in vivo, and promoted NK-92 cell-mediated cervical cancer cell lysis. The ability of vorinostat to upregulate MICA expression in cervical cancer cells was related to PI3K/Akt signaling. In brief, vorinostat upregulated MICA through the PI3K/Akt pathway and enhanced the sensitivity of cervical cancer cells to the NK cell-mediated cytolytic reaction. The results of this study demonstrate that vorinostat has anti-solid tumor effects on cervical cancer.","Journal Article","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-32126142","32126142","10.1182/bloodadvances.2019000844","Copanlisib synergizes with conventional and targeted agents including venetoclax in B- and T-cell lymphoma models.","Copanlisib is a pan-class I phosphoinositide 3-kinase (PI3K) inhibitor with preferred activity toward PI3Kα and PI3Kδ. Despite the clear overall clinical benefit, the number of patients achieving complete remissions with the single agent is relatively low, a problem shared by the vast majority of targeted agents. Here, we searched for novel copanlisib-based combinations. Copanlisib was tested as a single agent, in combination with an additional 17 drugs in 26 cell lines derived from mantle cell lymphoma (MCL), marginal zone lymphoma (MZL), and T-cell lymphomas. In vivo experiments, transcriptome analyses, and immunoblotting experiments were also performed. Copanlisib as a single agent showed in vitro dose-dependent antitumor activity in the vast majority of the models. Combination screening identified several compounds that synergized with copanlisib. The strongest combination was with the B-cell lymphoma 2 (BCL2) inhibitor venetoclax. The benefit of the combination over single agents was also validated in an MZL xenograft model and in MCL primary cells, and was due to increased induction of apoptosis, an effect likely sustained by the reduction of the antiapoptotic proteins myeloid cell leukemia 1 (MCL1) and BCL-XL, observed in MCL and MZL cell lines, respectively. These data supported the rationale for the design of the Swiss Group for Clinical Cancer Research (SAKK) 66/18 phase 1 study currently exploring the combination of copanlisib and venetoclax in relapsed/refractory lymphomas.","Journal Article;Research Support, Non-U.S. Gov't","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-32107691","32107691","10.1007/s10120-020-01045-9","Identification of targeted therapy options for gastric adenocarcinoma by comprehensive analysis of genomic data.","BACKGROUND: So far only trastuzumab, pembrolizumab and ramucirumab have been approved by the FDA for targeted therapy in gastric cancer (GC). Here we report on potential targeted therapy options for gastric adenocarcinoma based on a novel analysis of ""The Cancer Genome Atlas (TCGA)"" database. METHODS: One hundred two FDA-approved targeted cancer drugs were compiled and molecular targets defined. Drugs were considered as potentially effective if targeted genes showed (1) an increase in copy number, (2) gain of function with oncogene activation, (3) specific alterations responsive to approved drugs. Additionally, genetic changes that confer drug resistance and/or sensitivity were evaluated. RESULTS: Fifty percentage of patients with GC may be treatable with non-GC but FDA-approved targeted cancer therapies. The major drug identified in our in silico study for GC is copanlisib, a PI3K inhibitor. In the TCGA patient database, our genetically based drug response prediction identified more patients with alterations sensitive to copanlisib compared to the already-GC-approved drug trastuzumab (20%, 78 out of 393 patients, vs. trastuzumab: 13%, 52 of 393 patients), which is mainly due to the high incidence of PIK3CA gain of function mutations within mutation hot spots. CONCLUSION: Our results demonstrate that various currently FDA-approved drugs might be candidates for targeted therapy of GC. For clinical trials, cancer patients should be selected based on the genomic profile of their tumor.","Journal Article","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-32042320","32042320","10.7150/thno.36182","Response to mTOR and PI3K inhibitors in enzalutamide-resistant luminal androgen receptor triple-negative breast cancer patient-derived xenografts.","Luminal androgen receptor (LAR) breast cancer accounts for 10% of all triple-negative breast cancers (TNBC). Anti-androgen therapy for this subtype is in development, but yields only partial clinical benefits. In this study, we aimed to characterize the genomic alterations of LAR TNBC, to analyze activation of the PI3K signaling pathway and to compare the response to PI3K pathway inhibitors with that to anti-androgen therapy in patient-derived xenografts (PDX) of LAR TNBC. Methods: Four LAR PDX models were identified, on the basis of their transcriptomic profiles, in a cohort of 57 PDX models of TNBC. The expression of AR-related genes, basal and luminal cytokeratins and EMT genes was analyzed by RT-PCR and IHC. AKT1 and PIK3CA mutations were identified by targeted NGS, and activation of the PI3K pathway was analyzed with a reverse-phase protein array. Three LAR PDXs with a PIK3CA or AKT1 mutation were treated with the AR inhibitor enzalutamide, a PI3K inhibitor, a dual PI3K-mTOR inhibitor and a mTORC1-mTORC2 inhibitor. Finally, we screened a clinical cohort of 329 TNBC for PIK3CA and AKT1 hotspot mutations. Results: LAR TNBC PDXs were significantly enriched in PIK3CA and AKT1 mutations, and had higher levels of luminal-androgen-like gene expression and a higher PI3K pathway protein activation score than other TNBC subtypes. Immunohistochemistry analysis revealed strong expression of the luminal cytokeratin CK18 and AR in three LAR PDX models. We found that mTOR and PI3K inhibitors had marked antitumor activity in vivo in PDX harboring genomic alterations of PIK3CA and AKT1 genes that did not respond to the AR antagonist enzalutamide. PIK3CA mutations were detected in more than one third of AR+ TNBC from patients (38%), and only 10% of AR-negative TNBC. Conclusion: Our results for PDX models of LAR TNBC resistant to enzalutamide indicate that PIK3CA and AKT1 are potential therapeutic targets.","Comparative Study;Journal Article;Research Support, Non-U.S. Gov't","2020","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
