paper_id,pmid,doi,title,abstract,year,source_query,abstract_reviewer_decision,abstract_reviewer_rationale,abstract_reviewer2_decision,abstract_reviewer2_rationale,abstract_reviewer2_confidence,promotion_decision
pmid-25428274,25428274,10.1186/s12867-014-0026-0,Efficient isolation of specific genomic regions retaining molecular interactions by the iChIP system using recombinant exogenous DNA-binding proteins.,"BACKGROUND: Comprehensive understanding of mechanisms of genome functions requires identification of molecules interacting with genomic regions of interest in vivo. We previously developed the insertional chromatin immunoprecipitation (iChIP) technology to isolate specific genomic regions retaining molecular interactions and identify their associated molecules. iChIP consists of locus-tagging and affinity purification. The recognition sequences of an exogenous DNA-binding protein such as LexA are inserted into a genomic region of interest in the cell to be analyzed. The exogenous DNA-binding protein fused with a tag(s) is expressed in the cell and the target genomic region is purified with antibody against the tag(s). In this study, we developed the iChIP system using recombinant DNA-binding proteins to make iChIP more straightforward than the conventional iChIP system using expression of the exogenous DNA-binding proteins in the cells to be analyzed.

RESULTS: In this system, recombinant 3xFNLDD-D (r3xFNLDD-D) consisting of the 3xFLAG-tag, a nuclear localization signal (NLS), the DNA-binding domain plus the dimerization domain of the LexA protein, and the Dock-tag is used for isolation of specific genomic regions. r3xFNLDD-D was expressed using a silkworm-baculovirus expression system and purified by affinity purification. iChIP using r3xFNLDD-D could efficiently isolate the single-copy chicken Pax5 (cPax5) locus, in which LexA binding elements were inserted, with negligible contamination of other genomic regions. In addition, we could detect RNA associated with the cPax5 locus using this form of the iChIP system combined with RT-PCR.

CONCLUSIONS: The iChIP system using r3xFNLDD-D can isolate specific genomic regions retaining molecular interactions without expression of the exogenous DNA-binding protein in the cell to be analyzed. iChIP using r3xFNLDD-D would be more straightforward and useful for analysis of specific genomic regions to elucidate their functions as compared to the previously published iChIP protocol.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-25399671,25399671,10.1002/dvg.22841,Xhe2 is a member of the astacin family of metalloproteases that promotes Xenopus hatching.,"Transcription factors Pax3 and Zic1 are among the earliest genes activated at the neural plate border. In Xenopus, they are necessary and sufficient to promote the formation of multiple neural plate border cell types, including the neural crest, cranial placodes, and hatching gland. Pax3 is especially critical for the formation of the hatching gland, a group of cells that produce proteolytic enzymes essential to digest the egg vitelline envelope and jelly coat in order to release the tadpole into the environment. In a screen designed to identify downstream targets of Pax3, we isolated a member of the astacin family of metalloproteases, related to Xenopus hatching enzyme (Xhe), that we named Xhe2. Xhe2 is exclusively expressed in hatching gland cells as they first emerge at the lateral edge of the anterior neural plate, and persists in this tissue up to the tadpole stage. Knockdown experiments show that Xhe2 expression depends entirely on Pax3 function. Gain-of-function studies demonstrate that Pax3 can induce premature hatching through the upregulation of several proteolytic enzymes including Xhe2. Interestingly, Xhe2 overexpression is sufficient to induce early hatching, indicating that Xhe2 is one of the key components of the degradation mechanism responsible for breaking down the vitelline membrane.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-25356868,25356868,10.1038/cddis.2014.462,microRNA-320/RUNX2 axis regulates adipocytic differentiation of human mesenchymal (skeletal) stem cells.,"The molecular mechanisms promoting lineage-specific commitment of human mesenchymal (skeletal or stromal) stem cells (hMSCs) into adipocytes (ADs) are not fully understood. Thus, we performed global microRNA (miRNA) and gene expression profiling during adipocytic differentiation of hMSC, and utilized bioinformatics as well as functional and biochemical assays, and identified several novel miRNAs differentially expressed during adipogenesis. Among these, miR-320 family (miR-320a, 320b, 320c, 320d and 320e) were ~2.2-3.0-fold upregulated. Overexpression of miR-320c in hMSC enhanced adipocytic differentiation and accelerated formation of mature ADs in ex vivo cultures. Integrated analysis of bioinformatics and global gene expression profiling in miR-320c overexpressing cells and during adipocytic differentiation of hMSC identified several biologically relevant gene targets for miR-320c including RUNX2, MIB1 (mindbomb E3 ubiquitin protein ligase 1), PAX6 (paired box 6), YWHAH and ZWILCH. siRNA-mediated silencing of those genes enhanced adipocytic differentiation of hMSC, thus corroborating an important role for those genes in miR-320c-mediated adipogenesis. Concordant with that, lentiviral-mediated stable expression of miR-320c at physiological levels (~1.5-fold) promoted adipocytic and suppressed osteogenic differentiation of hMSC. Luciferase assay validated RUNX2 (Runt-related transcription factor 2) as a bona fide target for miR-320 family. Therefore, our data suggest miR-320 family as possible molecular switch promoting adipocytic differentiation of hMSC. Targeting miR-320 may have therapeutic potential in vivo through regulation of bone marrow adipogenesis.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-25306455,25306455,10.3382/ps.2014-04145,"Gene expression patterns, and protein metabolic and histological analyses for muscle development in Peking duck.","In this study, we aimed to use duck breast muscle and leg muscle, the 2 main productive muscle organs, as a model to elucidate the molecular mechanism controlling how the 2 muscles have different deposition capabilities, and to analyze the mechanisms facilitating duck muscle development posthatching. Peking duck breast muscle and leg muscle were collected 3, 7, and 16 wk posthatching. The morphology of the myofibers was observed by paraffin sectioning the muscles. The expression of genes involved in protein metabolism [mammalian target of rapamycin (mTOR), RPS6-p70-protein kinase (S6K), forkhead box O1 (FoxO1), muscle RING finger 1 (MuRF1), and atrogin-1 (MAFbx)] was detected using real-time quantitative PCR and Western blot assays, and the results indicated that breast muscle had a stronger capacity for both protein synthesis and protein degradation compared with leg muscle. Satellite cell frequency declined during muscle development in both tissues, and the expression of Pax3/7, satellite cell marker genes, was not significantly different between breast muscle and leg muscle. No notable apoptosis was observed in either tissue. The results of this study suggest that protein metabolism signaling is the main reason promoting duck skeletal muscle mass gain.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-25127661,25127661,10.1016/j.biochi.2014.07.025,Critical roles of DNase1l3l in lens nuclear degeneration in zebrafish.,"The vertebrate lens undergoes organelle and nuclear degradation during lens development, allowing the lens to become transparent. DNase2b is an enzyme responsible for nuclear degradation in the mouse lens; however, dnase2b expression in zebrafish showed a distribution pattern that differed from that in mice. No zebrafish dnase2b was detected by reverse-transcription polymerase chain reaction until around 120 h postfertilization (hpf), suggesting that dnase2b is not expressed in the critical period for lens nuclear degradation, which corresponds to 56-74 hpf. However, public database searches have indicated that dnase1l3l is strongly and specifically expressed in embryonic zebrafish lens. Whole mount in situ hybridization showed that dnase1l3l expression began around 36 hpf and was found exclusively in the lens until the adult stage. Morpholino (MO)-dependent downregulation of dnase1l3l expression during early development in zebrafish led to the failure of nuclear degradation in the lens. Immunostaining of lens sections showed that expression of Pax6, Prox1 and β-catenin was comparable to the control in the early stage of development in dnase1l3l-MO injected embryos. However, downregulation of expression of these genes in lens was not observed in dnase1l3l-MO-treated zebrafish at 72 hpf, suggesting that the lens development was halted. Taken together, we showed that dnase1l3l plays major roles in nuclear degradation in zebrafish lens development. No homologous gene was found in other species in public databases, suggesting that dnase1l3l developed and acquired its function specifically in zebrafish.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-25101640,25101640,10.1371/journal.pone.0102944,Characterization of novel MSX1 mutations identified in Japanese patients with nonsyndromic tooth agenesis.,"Since MSX1 and PAX9 are linked to the pathogenesis of nonsyndromic tooth agenesis, we performed detailed mutational analysis of these two genes sampled from Japanese patients. We identified two novel MSX1 variants with an amino acid substitution within the homeodomain; Thr174Ile (T174I) from a sporadic hypodontia case and Leu205Arg (L205R) from a familial oligodontia case. Both the Thr174 and Leu205 residues in the MSX1 homeodomain are highly conserved among different species. To define possible roles of mutations at these amino acids in the pathogenesis of nonsyndromic tooth agenesis, we performed several functional analyses. It has been demonstrated that MSX1 plays a pivotal role in hard tissue development as a suppressor for mesenchymal cell differentiation. To evaluate the suppression activity of the variants in mesenchymal cells, we used the myoD-promoter, which is one of convenient reporter assay system for MSX1. Although the gene products of these MSX1 variants are stable and capable of normal nuclear localization, they do not suppress myoD-promoter activity in differentiated C2C12 cells. To clarify the molecular mechanisms underlying our results, we performed further analyses including electrophoretic mobility shift assays, and co-immunoprecipitation assays to survey the molecular interactions between the mutant MSX1 proteins and the oligonucleotide DNA with MSX1 consensus binding motif or EZH2 methyltransferase. Since EZH2 is reported to interact with MSX1 and regulate MSX1 mediated gene suppression, we hypothesized that the T174I and L205R substitutions would impair this interaction. We conclude from the results of our experiments that the DNA binding ability of MSX1 is abolished by these two amino acid substitutions. This illustrates a causative role of the T174I and L205R MSX1 homeodomain mutations in tooth agenesis, and suggests that they may influence cell proliferation and differentiation resulting in lesser tooth germ formation in vivo.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-25033834,25033834,10.1038/emm.2014.42,APE1/Ref-1 as an emerging therapeutic target for various human diseases: phytochemical modulation of its functions.,"Apurinic/apyrimidinic endonuclease 1 (APE1) is a multifunctional enzyme involved in the base excision repair (BER) pathway, which repairs oxidative base damage caused by endogenous and exogenous agents. APE1 acts as a reductive activator of many transcription factors (TFs) and has also been named redox effector factor 1, Ref-1. For example, APE1 activates activator protein-1, nuclear factor kappa B, hypoxia-inducible factor 1α, paired box gene 8, signal transducer activator of transcription 3 and p53, which are involved in apoptosis, inflammation, angiogenesis and survival pathways. APE1/Ref-1 maintains cellular homeostasis (redox) via the activation of TFs that regulate various physiological processes and that crosstalk with redox balancing agents (for example, thioredoxin, catalase and superoxide dismutase) by controlling levels of reactive oxygen and nitrogen species. The efficiency of APE1/Ref-1's function(s) depends on pairwise interaction with participant protein(s), the functions regulated by APE1/Ref-1 include the BER pathway, TFs, energy metabolism, cytoskeletal elements and stress-dependent responses. Thus, APE1/Ref-1 acts as a 'hub-protein' that controls pathways that are important for cell survival. In this review, we will discuss APE1/Ref-1's versatile nature in various human etiologies, including neurodegeneration, cancer, cardiovascular and other diseases that have been linked with alterations in the expression, subcellular localization and activities of APE/Ref-1. APE1/Ref-1 can be targeted for therapeutic intervention using natural plant products that modulate the expression and functions of APE1/Ref-1. In addition, studies focusing on translational applications based on APE1/Ref-1-mediated therapeutic interventions are discussed.",2014,"(""PAX8""[Title/Abstract] OR ""PAX-8""[Title/Abstract] OR ""paired box 8""[Title/Abstract] OR ""paired-box gene 8""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear localisation""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""subcellular localization""[Title/Abstract] OR ""subcellular localisation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-25025573,25025573,10.1016/j.cellsig.2014.07.006,Ret finger protein mediates Pax7-induced ubiquitination of MyoD in skeletal muscle atrophy.,"Skeletal muscle atrophy results from the net loss of muscular proteins and organelles and is caused by pathologic conditions such as nerve injury, immobilization, cancer, and other metabolic diseases. Recently, ubiquitination-mediated degradation of skeletal-muscle-specific transcription factors was shown to be involved in muscle atrophy, although the mechanisms have yet to be defined. Here we report that ret finger protein (RFP), also known as TRIM27, works as an E3 ligase in Pax7-induced degradation of MyoD. Muscle injury induced by sciatic nerve transection up-regulated RFP and RFP physically interacted with both Pax7 and MyoD. RFP and Pax7 synergistically reduced the protein amounts of MyoD but not the mRNA. RFP-induced reduction of MyoD protein was blocked by proteasome inhibitors. The Pax7-induced reduction MyoD was attenuated by RFP siRNA and by MG132, a proteasome inhibitor. RFPΔR, an RFP construct that lacks the RING domain, failed to reduce MyoD amounts. RFP ubiquitinated MyoD, but RFPΔR failed to do so. Forced expression of RFP, but not RFPΔR, enhanced Pax7-induced ubiquitination of MyoD, whereas RFP siRNA blocked the ubiquitination. Sciatic nerve injury-induced muscle atrophy as well the reduction in MyoD was attenuated in RFP knockout mice. Taken together, our results show that RFP works as a novel E3 ligase in the Pax7-mediated degradation of MyoD in response to skeletal muscle atrophy.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",include,Abstract locally connects a PAX-family comparator to protein-level regulation within the requested mechanism classes.,confirm_include,Confirmed: title/abstract provides plausible direct or comparator PAX-family protein-level regulation evidence within scope.,medium,advance_to_import
pmid-24703880,24703880,10.1016/j.bbamcr.2014.03.025,Halofuginone improves muscle-cell survival in muscular dystrophies.,"Halofuginone has been shown to prevent fibrosis via the transforming growth factor-β/Smad3 pathway in muscular dystrophies. We hypothesized that halofuginone would reduce apoptosis--the presumed cause of satellite-cell depletion during muscle degradation-in the mdx mouse model of Duchenne muscular dystrophy. Six-week-old mdx mouse diaphragm exhibited fourfold higher numbers of apoptotic nuclei compared with wild-type mice as determined by a TUNEL assay. Apoptotic nuclei were found in macrophages and in Pax7-expressing cells; some were located in centrally-nucleated regenerating myofibers. Halofuginone treatment of mdx mice reduced the apoptotic nuclei number in the diaphragm, together with reduction in Bax and induction in Bcl2 levels in myofibers isolated from these mice. A similar effect was observed when halofuginone was added to cultured myofibers. No apparent effect of halofuginone was observed in wild-type mice. Inhibition of apoptosis or staurosporine-induced apoptosis by halofuginone in mdx primary myoblasts and C2 myogenic cell line, respectively, was reflected by less pyknotic/apoptotic cells and reduced Bax expression. This reduction was reversed by a phosphinositide-3-kinase and mitogen-activated protein kinase/extracellular signal-regulated protein kinase inhibitors, suggesting involvement of these pathways in mediating halofuginone's effects on apoptosis. Halofuginone increased apoptosis in α smooth muscle actin- and prolyl 4-hydroxylase β-expressing cells in mdx diaphragm and in myofibroblasts, the major source of extracellular matrix. The data suggest an additional mechanism by which halofuginone improves muscle pathology and function in muscular dystrophies.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-24671243,24671243,10.1152/ajpregu.00502.2013,Chronic binge alcohol consumption alters myogenic gene expression and reduces in vitro myogenic differentiation potential of myoblasts from rhesus macaques.,"Chronic alcohol abuse is associated with skeletal muscle myopathy. Previously, we demonstrated that chronic binge alcohol (CBA) consumption by rhesus macaques accentuates skeletal muscle wasting at end-stage of simian immunodeficiency virus (SIV) infection. A proinflammatory, prooxidative milieu and enhanced ubiquitin proteasome activity were identified as possible mechanisms leading to loss of skeletal muscle. The possibility that impaired regenerative capacity, as reflected by the ability of myoblasts derived from satellite cell (SCs) to differentiate into myotubes has not been examined. We hypothesized that the inflammation and oxidative stress in skeletal muscle from CBA animals impair the differentiation capacity of myoblasts to form new myofibers in in vitro assays. We isolated primary myoblasts from the quadriceps femoris of rhesus macaques that were administered CBA or isocaloric sucrose (SUC) for 19 mo. Proliferation and differentiation potential of cultured myoblasts were examined in vitro. Myoblasts from the CBA group had significantly reduced PAX7, MYOD1, MYOG, MYF5, and MEF2C expression. This was associated with decreased myotube formation as evidenced by Jenner-Giemsa staining and myonuclei fusion index. No significant difference in the proliferative ability, cell cycle distribution, or autophagy was detected between myoblasts isolated from CBA and SUC groups. Together, these results reflect marked dysregulation of myoblast myogenic gene expression and myotube formation, which we interpret as evidence of impaired skeletal muscle regenerative capacity in CBA-administered macaques. The contribution of this mechanism to alcoholic myopathy warrants further investigation.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-24668658,24668658,10.1007/s13539-014-0141-2,Modeling human cancer cachexia in colon 26 tumor-bearing adult mice.,"BACKGROUND: Muscle wasting is a profound side effect of advanced cancer. Cancer-induced cachexia decreases patient quality of life and is associated with poor patient survival. Currently, no clinical therapies exist to treat cancer-induced muscle wasting. Although cancers commonly associated with cachexia occur in older individuals, the standard animal models used to elucidate the causes of cachexia rely on juvenile mice.

METHODS: In an effort to better model human cancer cachexia, we determined whether cachectic features seen in young mice could be achieved in adult, pre-sarcopenic mice following colon 26 (C-26) tumor cell inoculation.

RESULTS: Both young and adult mice developed similar-sized tumors and progressed to cachexia with similar kinetics, as evidenced by losses in body mass, and adipose and skeletal muscle tissues. Proteolytic signaling, including proteasome and autophagy genes, was also increased in muscles from both young and adult tumor-bearing animals. Furthermore, tumor-associated muscle damage and activation of Pax7 progenitor cells was induced in both young and adult mice.

CONCLUSIONS: Although cancer cachexia generally occurs in older individuals, these data suggest that the phenotype and underlying mechanisms can be effectively modeled using the currently accepted protocol in juvenile mice.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-24655377,24655377,10.1016/j.ajpath.2013.12.029,Inhibition of activin A ameliorates skeletal muscle injury and rescues contractile properties by inducing efficient remodeling in female mice.,"Activin A, a member of the transforming growth factor-β superfamily, provides pleiotropic regulation of fibrosis and inflammation. We aimed at determining whether selective inhibition of activin A would provide a regenerative benefit. The introduction of activin A into normal muscle increased the expression of inflammatory and muscle atrophy genes Tnf, Tnfrsf12a, Trim63, and Fbxo32 by 3.5-, 10-, 2-, and 4-fold, respectively. The data indicate a sensitive response of muscle to activin A. Two hours after cardiotoxin-induced muscle damage, local activin A protein expression increased by threefold to ninefold. Neutralization of activin A with a specific monoclonal antibody in this muscle injury model decreased the muscle protein levels of lymphotoxin α and Il17a by 32% and 42%, respectively. Muscle histopathological features showed that activin A antibody-treated mice displayed an increase in muscle degradation, with the concomitant 9.2-fold elevation in F4/80-positive cells 3 days after injury. At the same time, the number of Pax7/Myod1-positive cells also increased, indicative of potentiated muscle precursor activation. Ultimately, activin A inhibition resulted in rapid recovery of muscle contractile properties indicated by a restoration of maximum and specific force. In summary, selective inhibition of activin A with a monoclonal antibody in muscle injury leads to the early onset of tissue degradation and subsequent enhanced myogenesis, thereby accelerating muscle repair and functional recovery.",2014,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
