paper_id,pmid,doi,title,abstract,year,source_query,review_decision,review_rationale,review_confidence,topic_match_type,reviewer_type,prescreen_hint,prescreen_rationale,prescreen_overlap_terms
pmid-27928907,27928907,10.1002/jssc.201600765,Separation of HIV-1 gag virus-like particles from vesicular particles impurities by hydroxyl-functionalized monoliths.,"The downstream processing of enveloped virus-like particles is very challenging because of the biophysical and structural similarity between correctly assembled particles and contaminating vesicular particles present in the feedstock. We used hydroxyl-functionalized polymethacrylate monoliths, providing hydrophobic and electrostatic binding contributions, for the purification of HIV-1 gag virus-like particles. The clarified culture supernatant was conditioned with ammonium sulfate and after membrane filtration loaded onto a 1 mL monolith. The binding capacity was 2 × 1012 /mL monolith and was only limited by the pressure drop. By applying either a linear or a step gradient elution, to decrease the ammonium sulfate concentration, the majority of double-stranded DNA (88-90%) and host cell protein impurities (39-61%) could be removed while the particles could be separated into two fractions. Proteomic analysis and evaluation of the p24 concentration showed that one fraction contained majority of the HIV-1 gag and the other fraction was less contaminated with proteins originated from intracellular compartments. We were able to process up to 92 bed volumes of conditioned loading material within 3 h and eluted in average 7.3 × 1011 particles per particle fraction, which is equivalent to 730 vaccination doses of 1 × 109 particles.",2017,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (proteomic*[tiab] OR ""mass spectrometry""[tiab]) AND (host[tiab] OR cellular[tiab]) AND (factor*[tiab] OR pathway*[tiab] OR interact*[tiab]))",exclude,"Primary virus is mentioned, but the abstract appears mainly clinical, diagnostic, vaccine, or biomarker-focused without central host-mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,evaluation;host;one;protein;proteins
pmid-27928007,27928007,10.1128/JVI.01799-16,Mice Expressing Minimally Humanized CD81 and Occludin Genes Support Hepatitis C Virus Uptake In Vivo.,"Hepatitis C virus (HCV) causes chronic infections in at least 150 million individuals worldwide. HCV has a narrow host range and robustly infects only humans and chimpanzees. The underlying mechanisms for this narrow host range are incompletely understood. At the level of entry, differences in the amino acid sequences between the human and mouse orthologues of two essential host factors, the tetraspanin CD81 and the tight junction protein occludin (OCLN), explain, at least in part, HCV's limited ability to enter mouse hepatocytes. We have previously shown that adenoviral or transgenic overexpression of human CD81 and OCLN facilitates HCV uptake into mouse hepatocytes in vitro and in vivo In efforts to refine these models, we constructed knock-in mice in which the second extracellular loops of CD81 and OCLN were replaced with the respective human sequences, which contain the determinants that are critical for HCV uptake. We demonstrate that the humanized CD81 and OCLN were expressed at physiological levels in a tissue-appropriate fashion. Mice bearing the humanized alleles formed normal tight junctions and did not exhibit any immunologic abnormalities, indicating that interactions with their physiological ligands were intact. HCV entry factor knock-in mice take up HCV with an efficiency similar to that in mice expressing HCV entry factors transgenically or adenovirally, demonstrating the utility of this model for studying HCV infection in vivo IMPORTANCE: At least 150 million individuals are chronically infected with hepatitis C virus (HCV). Chronic hepatitis C can result in progressive liver disease and liver cancer. New antiviral treatments can cure HCV in the majority of patients, but a vaccine remains elusive. To gain a better understanding of the processes culminating in liver failure and cancer and to prioritize vaccine candidates more efficiently, small-animal models are needed. Here, we describe the characterization of a new mouse model in which the parts of two host factors that are essential for HCV uptake, CD81 and occludin (OCLN), which differ between mice and humans, were humanized. We demonstrate that such minimally humanized mice develop normally, express the modified genes at physiological levels, and support HCV uptake. This model is of considerable utility for studying viral entry in the three-dimensional context of the liver and to test approaches aimed at preventing HCV entry.",2017,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",exclude,"Primary virus is mentioned, but the abstract appears mainly clinical, diagnostic, vaccine, or biomarker-focused without central host-mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,antiviral;context;factor;hepatitis;host;human;infection;mechanisms;protein;vaccine;viral;virus
pmid-27876500,27876500,10.1016/j.dld.2016.10.017,Strong correlation between ASPM gene expression and HCV cirrhosis progression identified by co-expression analysis.,"Hepatitis C virus (HCV) cirrhosis is at a high risk of hepatocellular carcinoma (HCC), and its progression is influenced by a complex network of gene interactions. A weighted gene co-expression network was constructed to identify gene modules associated with the seven-stage disease progression from HCV cirrhosis to HCV-related HCC (n=65). In the significant module (R2=0.86), a total of 25 network hub genes were identified, half of which were also hub nodes in the protein-protein interaction network of the module genes. In validation, most hub genes showed a moderate correlation with the disease progression, and only ASPM was highly correlated (R2=0.801). In the test set (n=63), ASPM was also more highly expressed in HCV cirrhosis with concomitant HCC than in those without HCC (P=0.0054). Gene set enrichment analysis (GSEA) demonstrated that the gene set of ""regulation of protein amino acid phosphorylation"" (n=20) was enriched in HCV cirrhosis samples with ASPM highly expressed (false discovery rate (FDR)=0.049). In gene ontology (GO) analysis, genes in the enriched set were associated with liver neoplasms and other neoplastic diseases. In conclusion, through co-expression analysis, ASPM was identified and validated in association with the progression of HCV cirrhosis probably by regulating tumor-related phosphorylation.",2017,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",exclude,"Primary virus is mentioned, but the abstract appears mainly clinical, diagnostic, vaccine, or biomarker-focused without central host-mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,hepatitis;interaction;protein;virus;without
pmid-27870689,27870689,10.1097/MOP.0000000000000446,Zika virus and diagnostics.,"PURPOSE OF REVIEW: The purpose of this review is to present what is known about the Zika virus (ZIKV) at the time of writing this review. The viral structure and its phylogeny, as well as the limitations of current available techniques used for diagnosis, are discussed.

RECENT FINDINGS: Crystallography and cryo-electron microscopy of the whole ZIKV, or a few of its proteins, are confirming its overall antigenic relatedness to other flaviviruses. Sequencing has revealed its dynamic genetic variation and has placed the Western cluster of Zika isolates within the Asian phylogenic tree. Genetic codon mutations, although highly prevalent, do not usually translate into modifications at amino acid or proteomic levels, revealing conserved enzymatic functions that could potentially be addressed therapeutically. Clinical characterization of ZIKV infection is complicated because of symptoms similar to dengue and chikungunya. Diagnosis requires specialized laboratories with costly reagents and highly trained personnel. Although commercial labs are now offering ZIKV diagnostic tests, most of them are not fully tested in comparison with standard molecular techniques standardized at CDC and local health departments. We are still in desperate need of simpler diagnostic tests that better discriminate ZIKV from coendemic arboviruses.

SUMMARY: The area of better Zika diagnostic assays is a rapidly developing field with the public attention directed to this epidemic. Academic interest in this topic is driving fast disclosure of information in peer-reviewed journals and grey papers via web-based forums. We expect in the near future that new promising strategies for improved Zika diagnostics will translate into preventive and therapeutic tools.",2017,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",exclude,The abstract is mainly drug-screening or computational prioritization and does not clearly center host-pathogen mechanism evidence.,medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,clinical;dengue;infection;proteins;review;viral;virus
pmid-27860197,27860197,10.1111/cmi.12693,CRISPR/Cas9-The ultimate weapon to battle infectious diseases?,"Infectious diseases are a leading cause of death worldwide. Novel therapeutics are urgently required to treat multidrug-resistant organisms such as Mycobacterium tuberculosis and to mitigate morbidity and mortality caused by acute infections such as malaria and dengue fever virus as well as chronic infections such as human immunodeficiency virus-1 and hepatitis B virus. The clustered regularly interspaced short palindromic repeats (CRISPR)/CRISPR-associated protein 9 (Cas9) system, which has revolutionized biomedical research, holds great promise for the identification and validation of novel drug targets. Since its discovery as an adaptive immune system in prokaryotes, the CRISPR/Cas9 system has been developed into a multi-faceted genetic modification tool, which can now be used to induce gene deletions or specific gene insertions, such as conditional alleles or endogenous reporters in virtually any organism. The generation of CRISPR/Cas9 libraries that can be used to perform phenotypic whole genome screens provides an important new tool that will aid in the identification of critical host factors involved in the pathogenesis of infectious diseases. In this review, we will discuss the development and recent applications of the CRISPR/Cas9 system used to identify novel regulators, which might become important in the fight against infectious diseases.",2017,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,dengue;hepatitis;host;human;immune;protein;review;virus
pmid-27855354,27855354,10.1016/j.virol.2016.10.028,Genetic and phenotypic analyses of sequential vpu alleles from HIV-infected IFN-treated patients.,"Treatment of HIV-infected patients with IFN-α results in significant, but clinically insufficient, reductions of viremia. IFN induces the expression of several antiviral proteins including BST-2, which inhibits HIV by multiple mechanisms. The viral protein Vpu counteracts different effects of BST-2. We thus asked if Vpu proteins from IFN-treated patients displayed improved anti-BST-2 activities as compared to Vpu from baseline. Deep-sequencing analyses revealed that in five of seven patients treated by IFN-α for a concomitant HCV infection in the absence of antiretroviral drugs, the dominant Vpu sequences differed before and during treatment. In three patients, vpu alleles that emerged during treatment improved virus replication in the presence of IFN-α, and two of them conferred improved virus budding from cells expressing BST-2. Differences were observed for the ability to down-regulate CD4, while all Vpu variants potently down-modulated BST-2 from the cell surface. This report discloses relevant consequences of IFN-treatment on HIV properties.",2017,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",exclude,"Primary virus is present, but title/abstract lacks clear host interaction, host factor, pathway, proteomic, or mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,antiviral;hiv;infection;mechanisms;protein;proteins;relevant;viral;virus
pmid-27852857,27852857,10.1128/JVI.01662-16,Hepatitis C Virus-Induced Rab32 Aggregation and Its Implications for Virion Assembly.,"UNLABELLED: Hepatitis C virus (HCV) is highly dependent on cellular factors for viral propagation. Using high-throughput next-generation sequencing, we analyzed the host transcriptomic changes and identified 30 candidate genes which were upregulated in cell culture-grown HCV (HCVcc)-infected cells. Of these candidates, we selected Rab32 for further investigation. Rab32 is a small GTPase that regulates a variety of intracellular membrane-trafficking events in various cell types. In this study, we demonstrated that both mRNA and protein levels of Rab32 were increased in HCV-infected cells. Furthermore, we showed that HCV infection converted the predominantly expressed GTP-bound Rab32 to GDP-bound Rab32, contributing to the aggregation of Rab32 and thus making it less sensitive to cellular degradation machinery. In addition, GDP-bound Rab32 selectively interacted with HCV core protein and deposited core protein into the endoplasmic reticulum (ER)-associated Rab32-derived aggregated structures in the perinuclear region, which were likely to be viral assembly sites. Using RNA interference technology, we demonstrated that Rab32 was required for the assembly step but not for other stages of the HCV life cycle. Taken together, these data suggest that HCV may modulate Rab32 activity to facilitate virion assembly.

IMPORTANCE: Rab32, a member of the Ras superfamily of small GTPases, regulates various intracellular membrane-trafficking events in many cell types. In this study, we showed that HCV infection concomitantly increased Rab32 expression at the transcriptional level and altered the balance between GDP- and GTP-bound Rab32 toward production of Rab32-GDP. GDP-bound Rab32 selectively interacted with HCV core protein and enriched core in the ER-associated Rab32-derived aggregated structures that were probably necessary for viral assembly. Indeed, we showed that Rab32 was specifically required for the assembly of HCV. Collectively, our study identifies that Rab32 is a novel host factor essential for HCV particle assembly.",2017,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,data;factor;hepatitis;host;infection;protein;viral;virus
pmid-27830380,27830380,10.1007/s00726-016-2360-7,Recovery of pan-genotypic and genotype-specific amino acid alterations in chronic hepatitis C after viral clearance: transition at the crossroad of metabolism and immunity.,"Recovery of amino acid (AA) metabolism and the associated clinical implications in chronic hepatitis C (CHC) patients with sustained virological response (SVR) following anti-hepatitis C virus (HCV) therapy remains elusive. A prospective cohort study was conducted on 222 CHC patients with SVR. Eighty-two age-matched male genotype 1 (G1) and G2 patients underwent paired serum metabolomics analyses with liquid chromatography-tandem mass spectrometry to examine AAs before and 24 weeks after anti-HCV therapy. Before anti-HCV therapy, G1 patients had a higher HCV RNA level than G2 patients. Twenty-four weeks post-therapy versus pre-therapy, repeated-measures ANOVA showed that the levels of alanine aminotransferase and most AAs decreased while those of lipids, glutamine and putrescine increased in CHC patients. The methionine sulfoxide/methionine ratio decreased, while the asymmetric dimethylarginine/arginine, glutamine/glutamate, citrulline/arginine, ornithine/arginine, kynurenine/tryptophan, tyrosine/phenylalanine and Fisher's ratios increased. Genotype-specific subgroup analyses showed that valine and serotonin/tyrosine increased in G1 and that kynurenine and tyrosine/phenylalanine increased and sarcosine decreased in G2 patients. Viral clearance in CHC patients pan-genotypically restored fuel utilization by decelerating the tricarboxylic acid cycle. Following improvement in liver function, the urea, nitric oxide, methionine, and polyamine cycles were accelerated. The cardiometabolic risk attenuated, but the augmented kynurenine pathway activity could increase the oncogenesis risk. The trends in neurotransmitter formation differed between G1 and G2 patients after SVR. Moreover, the HCV-suppressing effect of valine was evident in G1 patients; with the exception of prostate cancer, the oncogenesis risk increased, particularly in G2 patients, at least within 24 weeks post-anti-HCV therapy.",2017,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",exclude,"Primary virus is mentioned, but the abstract appears mainly clinical, diagnostic, vaccine, or biomarker-focused without central host-mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,clinical;hepatitis;mass;paired;pathway;spectrometry;viral;virus
pmid-27826075,27826075,10.1016/j.jprot.2016.11.001,The effect of the dengue non-structural 1 protein expression over the HepG2 cell proteins in a proteomic approach.,"UNLABELLED: Dengue is an important mosquito borne viral disease in the world. Dengue virus (DENV) encodes a polyprotein, which is cleaved in ten proteins, including the non-structural protein 1 (NS1). In this work, we analyzed the effect of NS1 expression in one hepatic cell line, HepG2, through a shotgun proteomic approach. Cells were transfected with pcENS1 plasmid, which encodes the DENV2 NS1 protein, or the controls pcDNA3 (negative control) and pMAXGFP (GFP, a protein unrelated to dengue). Expression of NS1 was detected by immunofluorescence, western blot and flow cytometry. We identified 14,138 peptides that mapped to 4,756 proteins in all analyzed conditions. We found 41 and 81 differentially abundant proteins when compared to cells transfected with plasmids pcDNA3 and pMAXGFP, respectively. Besides, 107 proteins were detected only in the presence of NS1. We identified clusters of proteins involved mainly in mRNA process and viral RNA replication. Down regulation expression of one protein (MARCKS), identified by the proteomic analysis, was also confirmed by real time PCR in HepG2 cells infected with DENV2. Identification of proteins modulated by the presence of NS1 may improve our understanding of its role in virus infection and pathogenesis, contributing to development of new therapies and vaccines.

BIOLOGICAL SIGNIFICANCE: Dengue is an important viral disease, with epidemics in tropical and subtropical regions of the world. The disease is complex, with different manifestations, in which the liver is normally affected. The NS1 is found in infected cells associated with plasma membrane and secreted into the circulation as a soluble multimer. This protein is essential for virus viability, although its function is not elucidated. Some reports indicate that the NS1 can be used as a protective antigen for the development of a dengue vaccine, while others suggest its involvement in viral pathogenesis. In this work, we report an in-depth comprehensive proteomic profiling resulting from the presence of NS1 in HepG2 cells. These results can contribute to a better understanding of the NS1 role during infection.",2017,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Title and abstract directly connect a primary virus to host interaction, host factor, proteomic, or pathway mechanism evidence.",high,direct,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,dengue;infection;one;protein;proteins;vaccine;viral;virus
pmid-27825248,27825248,10.1080/14786419.2016.1239089,Two new sesquiterpene glycosides isolated from the fresh needles of Pinus massoniana Lamb.,"Two new sesquiterpene glycosides, namely massonside A (1) and massonside B (2), were isolated from the n-Bu extract of the fresh needles of Pinus massoniana Lamb. Their structures were established by 1D, 2D nuclear magnetic resonance and high-resolution mass spectrometry. Their biological activities were profiled by the anti-HBV and anti-HCV assays.",2017,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,,,
pmid-27821283,27821283,10.1016/j.virol.2016.10.003,Dynamic conformational changes in the rhesus TRIM5α dimer dictate the potency of HIV-1 restriction.,"The TRIM5α protein from rhesus macaques (rhTRIM5α) mediates a potent inhibition of HIV-1 infection via a mechanism that involves the abortive disassembly of the viral core. We have demonstrated that alpha-helical elements within the Linker 2 (L2) region, which lies between the SPRY domain and the Coiled-Coil domain, influence the potency of restriction. Here, we utilize single-molecule FRET analysis to reveal that the L2 region of the TRIM5α dimer undergoes dynamic conformational changes, which results in the displacement of L2 regions by 25 angstroms relative to each other. Analysis of restriction enhancing or abrogating mutations in the L2 region reveal that restriction defective mutants are unable to undergo dynamic conformational changes and do not assume compact, alpha-helical conformations in the L2 region. These data suggest a model in which conformational changes in the L2 region mediate displacement of CA bound SPRY domains to induce the destabilization of assembled capsid during restriction.",2017,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",exclude,"Primary virus is present, but title/abstract lacks clear host interaction, host factor, pathway, proteomic, or mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,data;infection;mechanism;protein;viral
pmid-27807232,27807232,10.1128/JVI.01947-16,Structure of the Open Reading Frame 49 Protein Encoded by Kaposi's Sarcoma-Associated Herpesvirus.,"UNLABELLED: Herpesviruses alternate between the latent and the lytic life cycle. Switching into the lytic life cycle is important for herpesviral replication and disease pathogenesis. Activation of a transcription factor replication and transcription activator (RTA) has been demonstrated to govern this switch in Kaposi's sarcoma-associated herpesvirus (KSHV). The protein encoded by open reading frame 49 from KSHV (ORF49KSHV) has been shown to upregulate lytic replication in KSHV by enhancing the activities of the RTA. We have solved the crystal structure of the ORF49KSHV protein to a resolution of 2.4 Å. The ORF49KSHV protein has a novel fold consisting of 12 alpha-helices bundled into two pseudodomains. Most notably are distinct charged patches on the protein surface, which are possible protein-protein interaction sites. Homologs of the ORF49KSHV protein in the gammaherpesvirus subfamily have low sequence similarities. Conserved residues are mainly located in the hydrophobic regions, suggesting that they are more likely to play important structural roles than functional ones. Based on the identification and position of three sulfates binding to the positive areas, we performed some initial protein-DNA binding studies by analyzing the thermal stabilization of the protein in the presence of DNA. The ORF49KSHV protein is stabilized in a dose-responsive manner by double-stranded oligonucleotides, suggesting actual DNA interaction and binding. Biolayer interferometry studies also demonstrated that the ORF49KSHV protein binds these oligonucleotides.

IMPORTANCE: Kaposi's sarcoma-associated herpesvirus (KSHV) is a tumorigenic gammaherpesvirus that causes multiple cancers and lymphoproliferative diseases. The virus exists mainly in the quiescent latent life cycle, but when it is reactivated into the lytic life cycle, new viruses are produced and disease symptoms usually manifest. Several KSHV proteins play important roles in this reactivation, but their exact roles are still largely unknown. In this study, we report the crystal structure of the open reading frame 49 protein encoded by KSHV (ORF49KSHV). Possible regions for protein interaction that could harbor functional importance were found on the surface of the ORF49KSHV protein. This led to the discovery of novel DNA binding properties of the ORF49KSHV protein. Evolutionary conserved structural elements with the functional homologs of ORF49KSHV were also established with the structure.",2017,"((KSHV[tiab] OR ""Kaposi sarcoma-associated herpesvirus""[tiab] OR ""human herpesvirus 8""[tiab] OR HHV-8[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,factor;herpesvirus;interaction;kshv;protein;proteins;studies;they;virus;viruses
pmid-27803127,27803127,10.1189/jlb.3RU0316-148RR,Phospholipases: at the crossroads of the immune system and the pathogenesis of HIV-1 infection.,"Multiple host factors and their interactions with viral proteins contribute to the complexity of HIV-1 pathogenesis and disease progression. The virus exploits the cell-signaling networks to prepare the ground for viral replication, to affect functions of either infected or uninfected bystander cells, and to evade the immune response. These events are hallmarks of HIV-1 pathogenesis that lead toward AIDS. Phospholipases are essential mediators of intracellular and intercellular signaling. They function as phospholipid-hydrolyzing enzymes, generating many bioactive lipid mediators or second messengers, which control multiple cellular functions, thus regulating a variety of physiologic and pathophysiologic processes. These enzymes also represent important components of the cell-signaling networks exploited by HIV-1 and its proteins to favor viral replication and persistence, as well as immune response dysfunction. Although some individual phospholipases were studied in the context of HIV-1 infection, the mechanisms whereby they regulate diverse infection-associated processes, as well as the interaction among different phospholipases have yet to be fully elucidated. In this review, we discuss the principal aspects of the complex interaction between phospholipases, HIV-1, and the immune system. A thorough understanding of the signaling networks that involve phospholipases in both HIV-1-infected cells and individuals is essential to determine whether therapeutic targeting of these enzymes may represent a novel approach to control viral replication, as well as the associated inflammation and comorbidities.",2017,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,context;host;immune;infection;interaction;mechanisms;proteins;review;they;viral;virus
pmid-27795422,27795422,10.1128/JVI.01552-16,Native Folding of a Recombinant gpE1/gpE2 Heterodimer Vaccine Antigen from a Precursor Protein Fused with Fc IgG.,"UNLABELLED: A recombinant strain HCV1 (hepatitis C virus [HCV] genotype 1a) gpE1/gpE2 (E1E2) vaccine candidate was previously shown by our group to protect chimpanzees and generate broad cross-neutralizing antibodies in animals and humans. In addition, recent independent studies have highlighted the importance of conserved neutralizing epitopes in HCV vaccine development that map to antigenic clusters in E2 or the E1E2 heterodimer. E1E2 can be purified using Galanthis nivalis lectin agarose (GNA), but this technique is suboptimal for global production. Our goal was to investigate a high-affinity and scalable method for isolating E1E2. We generated an Fc tag-derived (Fc-d) E1E2 that was selectively captured by protein G Sepharose, with the tag being removed subsequently using PreScission protease. Surprisingly, despite the presence of the large Fc tag, Fc-d E1E2 formed heterodimers similar to those formed by GNA-purified wild-type (WT) E1E2 and exhibited nearly identical binding profiles to HCV monoclonal antibodies that target conserved neutralizing epitopes in E2 (HC33.4, HC84.26, and AR3B) and the E1E2 heterodimer (AR4A and AR5A). Antisera from immunized mice showed that Fc-d E1E2 elicited anti-E2 antibody titers and neutralization of HCV pseudotype viruses similar to those with WT E1E2. Competition enzyme-linked immunosorbent assays (ELISAs) showed that antisera from immunized mice inhibited monoclonal antibody binding to neutralizing epitopes. Antisera from Fc-d E1E2-immunized mice exhibited stronger competition for AR3B and AR5A than the WT, whereas the levels of competition for HC84.26 and AR4A were similar. We anticipate that Fc-d E1E2 will provide a scalable purification and manufacturing process using protein A/G-based chromatography.

IMPORTANCE: A prophylactic HCV vaccine is still needed to control this global disease despite the availability of direct-acting antivirals. Previously, we demonstrated that a recombinant envelope glycoprotein (E1E2) vaccine (genotype 1a) elicited cross-neutralizing antibodies from human volunteers. A challenge for isolating the E1E2 antigen is the reliance on GNA, which is unsuitable for large scale-up and global vaccine delivery. We have generated a novel Fc domain-tagged E1E2 antigen that forms functional heterodimers similar to those with native E1E2. Affinity purification and removal of the Fc tag from E1E2 resulted in an antigen with a nearly identical profile of cross-neutralizing epitopes. This antigen elicited anti-HCV antibodies that targeted conserved neutralizing epitopes of E1E2. Owing to the high selectivity and cost-effective binding capacity of affinity resins for capture of the Fc-tagged rE1E2, we anticipate that our method will provide a means for large-scale production of this HCV vaccine candidate.",2017,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,hepatitis;human;protein;studies;vaccine;virus;viruses
