paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-38839777,38839777,Gedatolisib shows superior potency and efficacy versus single-node PI3K/AKT/mTOR inhibitors in breast cancer models.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: adaptive resistance;drug resistance;progression;epigenetic;resistance;alpelisib,tighten_query,medium,exclude
pmid-38833970,38833970,Phase Ib dose-escalation trial of taselisib (GDC-0032) in combination with HER2-directed therapies in patients with advanced HER2+ breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;clinical benefit;mutant-selective;progression-free;discontinuation,tighten_query,medium,exclude
pmid-38778166,38778166,Osimertinib and palbociclib in an EGFR-mutated NSCLC with primary CDK4 amplification after progression under osimertinib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;progression;resistance;biomarker;response;pik3ca,tighten_query,medium,exclude
pmid-38531793,38531793,Characterizing the Efficacy and Safety of Chemotherapy Plus Everolimus in HER2-Negative Metastatic Breast Cancer Harboring Altered PI3K/AKT/mTOR.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;bypass signaling;clinical benefit;progression-free;drug resistance;combinations,tighten_query,medium,exclude
pmid-38432445,38432445,PIK3CA mutation as an acquired resistance driver to EGFR-TKIs in non-small cell lung cancer: Clinical challenges and opportunities.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,title: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38399423,38399423,"Structure-Based In Silico Approaches Reveal IRESSA as a Multitargeted Breast Cancer Regulatory, Signalling, and Receptor Protein Inhibitor.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;patient-derived;progression;resistance;models;her2,tighten_query,medium,exclude
pmid-38183801,38183801,Vaccine antibodies against a synthetic epidermal growth factor variant enhance the antitumor effects of inhibitors targeting the MAPK/ERK and PI3K/Akt pathways.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;combination trials;progression-free;discontinuation;or combination,tighten_query,medium,exclude
pmid-37916958,37916958,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched inavolisib;alpelisib;pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38796763,38796763,[Toxic manifestations of alpelisib in endocrinology. Description of the clinical case].,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: alpelisib;immune;pik3ca;pi3k;pten;akt,tighten_query,medium,exclude
pmid-38033496,38033496,"The activity of a PI3K δ-sparing inhibitor, MEN1611, in non-small cell lung cancer cells with constitutive activation of the PI3K/AKT/mTOR pathway.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;relapse;models;pik3ca,tighten_query,medium,exclude
pmid-37975961,37975961,"Is Alpelisib Plus Fulvestrant Cost-Effective for Treating PIK3CA-Mutation, HR+/HER2- Advanced Breast Cancer in the USA?",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;progression-free survival;clinical benefit;progression-free,none,high,direct_mechanistic
pmid-37972068,37972068,SOS1 and KSR1 modulate MEK inhibitor responsiveness to target resistant cell populations based on PI3K and KRAS mutation status.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;adaptive resistance;resistance,none,high,direct_mechanistic
pmid-37927802,37927802,"An Overview of Renal Cell Carcinoma Hallmarks, Drug Resistance, and Adjuvant Therapies.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;epigenetic;resistance;response;pik3ca;mtor,tighten_query,medium,exclude
pmid-37866161,37866161,The SGK3-Catalase antioxidant signaling axis drives cervical cancer growth and therapy resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance;response,none,high,direct_mechanistic
pmid-37511178,37511178,Real-World Use of Highly Sensitive Liquid Biopsy Monitoring in Metastatic Breast Cancer Patients Treated with Endocrine Agents after Exposure to Aromatase Inhibitors.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;progression;resistance,none,high,direct_mechanistic
pmid-37493631,37493631,CBF-Beta Mitigates PI3K-Alpha-Specific Inhibitor Killing through PIM1 in PIK3CA-Mutant Gastric Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-37469415,37469415,The effect of the alpha-specific PI3K inhibitor alpelisib combined with anti-HER2 therapy in HER2+/PIK3CA mutant breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-37348428,37348428,P110α inhibitor alpelisib exhibits a synergistic effect with pyrotinib and reverses pyrotinib resistant in HER2+ breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;drug resistance;resistance,none,high,direct_mechanistic
pmid-37339176,37339176,Tipifarnib Potentiates the Antitumor Effects of PI3Kα Inhibition in PIK3CA- and HRAS-Dysregulated HNSCC via Convergent Inhibition of mTOR Activity.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: adaptive resistance;patient-derived;pik3ca-mutant;progression;cell-cycle;resistance,tighten_query,medium,exclude
pmid-37272756,37272756,Breast Cancer Mutations HER2V777L and PIK3CAH1047R Activate the p21-CDK4/6-Cyclin D1 Axis to Drive Tumorigenesis and Drug Resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-37264081,37264081,A bi-steric mTORC1-selective inhibitor overcomes drug resistance in breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;drug resistance;patient-derived;progression;cell-cycle;epigenetic,tighten_query,medium,exclude
pmid-37200022,37200022,Panitumumab Plus Trifluridine-Tipiracil as Anti-Epidermal Growth Factor Receptor Rechallenge Therapy for Refractory RAS Wild-Type Metastatic Colorectal Cancer: A Phase 2 Randomized Clinical Trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;treatment failure;clinical benefit;progression-free;discontinuation,tighten_query,medium,exclude
pmid-37000353,37000353,Targeted Inhibition of Hsp90 in Combination with Metformin Modulates Programmed Cell Death Pathways in A549 Lung Cancer Cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: feedback activation;drug resistance;combinations;resistance;response;models,tighten_query,medium,exclude
pmid-36915460,36915460,"Using a combination of fruquintinib, raltitrexed, and S-1 as a third-line treatment for metastatic colorectal cancer with co-existence of Hodgkin lymphoma: a case report.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;combinations;progression;resistance,tighten_query,medium,exclude
pmid-36914722,36914722,The emerging role of PI3K inhibitors for solid tumour treatment and beyond.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;clinical benefit;progression-free;discontinuation;drug resistance,tighten_query,medium,exclude
pmid-36901954,36901954,Drugging the PI3K/AKT/mTOR Pathway in ER+ Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;overcome resistance;resistance,none,high,direct_mechanistic
pmid-36792625,36792625,Targeting mTOR to overcome resistance to hormone and CDK4/6 inhibitors in ER-positive breast cancer models.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;resistant models;drug resistance;patient-derived;combinations;progression,tighten_query,medium,exclude
pmid-36595552,36595552,"ESR1 gene amplification and MAP3K mutations are selected during adjuvant endocrine therapies in relapsing Hormone Receptor-positive, HER2-negative breast cancer (HR+ HER2- BC).",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: endocrine resistance;pathway reactivation;acquired resistance;combinations;epigenetic;resistance,tighten_query,medium,exclude
pmid-36472769,36472769,Interactive webtool for analyzing drug sensitivity and resistance associated with genetic signatures of cancer cell lines.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;combinations;progression;resistance;response;pik3ca,tighten_query,medium,exclude
pmid-36969746,36969746,A Phase II Study Investigating Cabozantinib in Patients with Refractory Metastatic Colorectal Cancer (AGICC 17CRC01).,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;patient-derived;progression;resistance,tighten_query,medium,exclude
pmid-36923283,36923283,A Phase IB Trial of the PI3K Inhibitor Alpelisib and Weekly Cisplatin in Patients with Solid Tumor Malignancies.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;combinations;progression;resistance,tighten_query,medium,exclude
pmid-36071033,36071033,High p16 expression and heterozygous RB1 loss are biomarkers for CDK4/6 inhibitor resistance in ER(+) breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-36069292,36069292,Efficacy and potential resistance mechanisms of afatinib in advanced non-small cell lung cancer patients with EGFR G719X/L861Q/S768I.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-36010990,36010990,Overcoming Resistance to HER2-Directed Therapies in Breast Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;drug resistance;or combination;combinations,tighten_query,medium,exclude
pmid-35789792,35789792,Characteristics of and Treatment Strategies for Advanced EGFR-Mutant NSCLC With Concomitant BRAF Variations.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;clinical benefit;progression-free;discontinuation;drug resistance,tighten_query,medium,exclude
pmid-35676324,35676324,RB loss determines selective resistance and novel vulnerabilities in ER-positive breast cancer models.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;adaptive resistance;clinical benefit;progression-free;or combination,tighten_query,medium,exclude
pmid-35671774,35671774,"Fulvestrant plus capivasertib versus placebo after relapse or progression on an aromatase inhibitor in metastatic, oestrogen receptor-positive, HER2-negative breast cancer (FAKTION): overall survival, updated progression-free survival, and expanded biomarker analysis from a randomised, phase 2 trial.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;progression;resistance;alpelisib,tighten_query,medium,exclude
pmid-35650607,35650607,Depleting receptor tyrosine kinases EGFR and HER2 overcomes resistance to EGFR inhibitors in colorectal cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-35619132,35619132,PIK3CA mutations-mediated downregulation of circLHFPL2 inhibits colorectal cancer progression via upregulating PTEN.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-35583555,35583555,"VERONICA: Randomized Phase II Study of Fulvestrant and Venetoclax in ER-Positive Metastatic Breast Cancer Post-CDK4/6 Inhibitors - Efficacy, Safety, and Biomarker Results.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;patient-derived;pik3ca-mutant,tighten_query,medium,exclude
pmid-35524239,35524239,"A multicenter, dose-finding, phase 1b study of imatinib in combination with alpelisib as third-line treatment in patients with advanced gastrointestinal stromal tumor.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;progression-free survival;progression-free,none,high,direct_mechanistic
pmid-35335966,35335966,The PIK3CA H1047R Mutation Confers Resistance to BRAF and MEK Inhibitors in A375 Melanoma Cells through the Cross-Activation of MAPK and PI3K-Akt Pathways.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-35251316,35251316,Molecular landscape of osimertinib resistance in patients and patient-derived preclinical models.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-35181666,35181666,"Disease characterization in liquid biopsy from HER2-mutated, non-amplified metastatic breast cancer patients treated with neratinib.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-35158773,35158773,NSAIDs Overcome PIK3CA Mutation-Mediated Resistance to EGFR Inhibition in Head and Neck Cancer Preclinical Models.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;intrinsic resistance;resistance,none,high,direct_mechanistic
pmid-35022207,35022207,Precision Targeting of Mutant PI3Kα in Cancer by Selective Degradation.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched inavolisib;drug resistance;resistance,none,high,direct_mechanistic
pmid-35000092,35000092,"Factors leading to alpelisib discontinuation in patients with hormone receptor positive, human epidermal growth factor receptor-2 negative breast cancer.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;response,none,high,direct_mechanistic
pmid-34635506,34635506,Genomic and Transcriptomic Correlates of Thyroid Carcinoma Evolution after BRAF Inhibitor Therapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: compensatory signaling;acquired resistance;clinical benefit;discontinuation;drug resistance;progression,tighten_query,medium,exclude
pmid-34986950,34986950,Recent clinical advances in PI3K inhibitors on colorectal cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;progression;resistance;response;phase 3;relapse,tighten_query,medium,exclude
pmid-34916808,34916808,Effective Disease Control After Combinatorial Treatment with a PD-1 Antibody and an mTOR Inhibitor for Recurrent Ovarian Clear Cell Carcinomas: A Case Report and Literature Review.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: response;immune;pik3ca;mtor;pi3k,tighten_query,medium,exclude
pmid-34765318,34765318,Chemoresistance in breast cancer: PI3K/Akt pathway inhibitors vs the current chemotherapy.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-34590028,34590028,Brief Report: Heterogeneity of Acquired Resistance Mechanisms to Osimertinib and Savolitinib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;patient-derived;combinations;progression,tighten_query,medium,exclude
pmid-34526820,34526820,Treatment with Anlotinib After Chemotherapy and EGFR-TKI Resistance in Lung Adenosquamous Carcinoma with Concurrent EGFR and PIK3CA Mutations: A Case Report and Literature Review.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;progression;resistance;response,tighten_query,medium,exclude
pmid-34433648,34433648,"A Phase I Study of LSZ102, an Oral Selective Estrogen Receptor Degrader, with or without Ribociclib or Alpelisib, in Patients with Estrogen Receptor-Positive Breast Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;endocrine resistance;clinical benefit;progression-free;or combination;progression,tighten_query,medium,exclude
pmid-34392186,34392186,Resistance profiles of anaplastic lymphoma kinase tyrosine kinase inhibitors in advanced non-small-cell lung cancer: a multicenter study using targeted next-generation sequencing.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;resistant models;combinations;progression,tighten_query,medium,exclude
pmid-34295201,34295201,"Lung Cancer with MET exon 14 Skipping Mutation: Genetic Feature, Current Treatments, and Future Challenges.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;treatment failure;bypass signaling;progression-free;discontinuation,tighten_query,medium,exclude
pmid-34257082,34257082,Cell Line-Specific Network Models of ER(+) Breast Cancer Identify Potential PI3Kα Inhibitor Resistance Mechanisms and Drug Combinations.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;intrinsic resistance;clinical benefit;resistance,none,high,direct_mechanistic
pmid-34173341,34173341,Next-generation sequencing of tissue and circulating tumor DNA: Resistance mechanisms to EGFR targeted therapy in a cohort of patients with advanced non-small cell lung cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-34157597,34157597,Molecular follow-up of first-line treatment by osimertinib in lung cancer: Importance of using appropriate tools for detecting EGFR resistance mutation C797S.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;immune;pik3ca;pten,tighten_query,medium,exclude
pmid-34127844,34127844,PI3K inhibitors are finally coming of age.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;pathway reactivation;acquired resistance;combination trials;clinical benefit;progression-free,tighten_query,medium,exclude
pmid-34117553,34117553,CAPP-seq analysis of circulating tumor DNA from patients with EGFR T790M-positive lung cancer after osimertinib.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33982444,33982444,The role of comprehensive analysis with circulating tumor DNA in advanced non-small cell lung cancer patients considered for osimertinib treatment.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33947692,33947692,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;or combination;progression;resistance,tighten_query,medium,exclude
pmid-33865994,33865994,PI3K inhibition in breast cancer: Identifying and overcoming different flavors of resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-33794206,33794206,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;endocrine resistance;clinical benefit;progression-free;discontinuation;pik3ca-mutant,tighten_query,medium,exclude
pmid-33723394,33723394,PI3K activation promotes resistance to eribulin in HER2-negative breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-33622114,33622114,"Alpelisib for the treatment of PIK3CA-mutated, hormone receptor-positive, HER2-negative metastatic breast cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;endocrine resistance;acquired resistance;clinical benefit;progression-free;patient-derived,tighten_query,medium,exclude
pmid-33602685,33602685,Clinical and Biomarker Results from Phase I/II Study of PI3K Inhibitor Alpelisib plus Nab-paclitaxel in HER2-Negative Metastatic Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33403024,33403024,Genomic and clinical characteristics of MET exon14 alterations in a large cohort of Chinese cancer patients revealed distinct features and a novel resistance mechanism for crizotinib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-33389015,33389015,Discovery of acquired molecular signature on immune checkpoint inhibitors in paired tumor tissues.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33296125,33296125,"Phase I Study of Afatinib and Selumetinib in Patients with KRAS-Mutated Colorectal, Non-Small Cell Lung, and Pancreatic Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;loss of sensitivity;drug resistance;or combination;combinations;epigenetic,tighten_query,medium,exclude
pmid-33204026,33204026,Mutational profiles associated with resistance in patients with BRAFV600E mutant colorectal cancer treated with cetuximab and encorafenib +/- binimetinib or alpelisib.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;response,none,high,direct_mechanistic
pmid-33203645,33203645,"Neratinib-Plus-Cetuximab in Quadruple-WT (KRAS, NRAS, BRAF, PIK3CA) Metastatic Colorectal Cancer Resistant to Cetuximab or Panitumumab: NSABP FC-7, A Phase Ib Study.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;clinical benefit;progression-free;discontinuation;or combination,tighten_query,medium,exclude
pmid-33190190,33190190,"Clinical Challenges in the Management of Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Metastatic Breast Cancer: A Literature Review.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;endocrine resistance;acquired resistance;clinical benefit;progression-free;or combination,tighten_query,medium,exclude
pmid-33168657,33168657,"FDA Approval Summary: Alpelisib Plus Fulvestrant for Patients with HR-positive, HER2-negative, PIK3CA-mutated, Advanced or Metastatic Breast Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: discontinuation;or combination;progression;resistance;alpelisib;metabolic,tighten_query,medium,exclude
pmid-35117735,35117735,Significance of genetic sequencing in patients with lung adenocarcinoma with transformation to small cell lung cancer: a case report and systematic review.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-35117688,35117688,"Antitumor activity and safety of sirolimus for solid tumors with PIK3CA mutations: A multicenter, open-label, prospective single-arm study (KM 02-01, KCSG UN17-16).",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-33194681,33194681,Case Report: Primary and Acquired Resistance Mechanisms of Nimotuzumab in Advanced Esophageal Squamous Cell Carcinoma Revealed by Targeted Sequencing.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33088912,33088912,"Practical classification of triple-negative breast cancer: intratumoral heterogeneity, mechanisms of drug resistance, and novel therapies.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;clinical benefit;progression-free;drug resistance;combinations,tighten_query,medium,exclude
pmid-33059733,33059733,TAM family receptors in conjunction with MAPK signalling are involved in acquired resistance to PI3Kα inhibition in head and neck squamous cell carcinoma.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;feedback activation;resistance,none,high,direct_mechanistic
pmid-33036331,33036331,CDK 4/6 Inhibition Overcomes Acquired and Inherent Resistance to PI3Kα Inhibition in Pre-Clinical Models of Head and Neck Squamous Cell Carcinoma.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33024087,33024087,CD44/HA signaling mediates acquired resistance to a PI3Kα inhibitor.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;adaptive resistance;resistance,none,high,direct_mechanistic
