paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-39092562,39092562,"Assessments of prostate cancer cell functions highlight differences between a pan-PI3K/mTOR inhibitor, gedatolisib, and single-node inhibitors of the PI3K/AKT/mTOR pathway.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""mtor"": Assessments of prostate cancer cell functions highlight differences between a pan‐PI3K/mTOR inhibitor, gedatolisib, and single‐node inhibitors of the PI3K/AKT/mTOR pathway Abbreviations 4EBP1 eukaryotic translation initiation factor 4E‐binding protein 1 ADT androgen deprivation therapy Alpe alpelisib AOC area over the curve AR androgen receptor BID twice a day Capi capivasertib CCLE",none,high
pmid-38899741,38899741,Photo-metallo-immunotherapy: Fabricating Chromium-Based Nanocomposites to Enhance CAR-T Cell Infiltration and Cytotoxicity against Solid Tumors.,direct,combination_sensitization,direct_target,central,resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""akt"": 1 Introduction T cells engineered with chimeric antigen receptor (CAR) have led to a remarkable breakthrough in the treatment of hematological malignancies, such as leukemia, non‐Hodgkin B‐cell lymphoma, and myeloma. [ 1 ] However, the therapeutic efficacy of CAR‐T cells against solid tumors is inconclusive, mostly due to the limited tumor homing and infiltration as well as the inadequate cell ki",none,high
pmid-41306515,41306515,Anticancer Target Combinations: Network-Informed Signaling-Based Approach to Discovery.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""resistance"": e drug targeting a single protein (monotherapy) frequently succumbs because of inherent or emergent resistance. 8 – 10 Targeting pathways with small molecule inhibitors has been a compelling strategy. Over 80 drugs targeting kinases are FDA-approved, several approved in 2023. 11 However, cancer cells often develop resistance through alternative growth pathways, with pre-existing drug-resistant sub",none,high
pmid-39769028,39769028,Synergistic Effects of the Combination of Alpelisib (PI3K Inhibitor) and Ribociclib (CDK4/6 Inhibitor) in Preclinical Colorectal Cancer Models.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""synergistic"": Synergistic Effects of the Combination of Alpelisib (PI3K Inhibitor) and Ribociclib (CDK4/6 Inhibitor) in Preclinical Colorectal Cancer Models 1. Introduction Colorectal cancer (CRC) ranks as the third most prevalent cancer worldwide and the second leading cause of cancer-related deaths after lung",none,high
pmid-39674130,39674130,Practical treatment strategies and novel therapies in the phosphoinositide 3-kinase (PI3K)/protein kinase B (AKT)/mammalian target of rapamycin (mTOR) pathway in hormone receptor-positive/human epidermal growth factor receptor 2 (HER2)-negative (HR+/HER2-) advanced breast cancer.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""akt"": treatment strategies and novel therapies in the phosphoinositide 3-kinase (PI3K)/protein kinase B (AKT)/mammalian target of rapamycin (mTOR) pathway in hormone receptor-positive/human epidermal growth factor receptor 2 (HER2)-negative (HR+/HER2−) advanced breast cancer Introduction Hormone receptor-positive/human epidermal growth factor receptor 2 (HER2)-negative (HR+/HER2−) breast cancer (BC) i",none,high
pmid-39539943,39539943,Elacestrant plus alpelisib in an ESR1 and PIK3CA co-mutated and heavily pretreated metastatic breast cancer: the first case report for combination efficacy and safety.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""alpelisib"": Elacestrant plus alpelisib in an ESR1 and PIK3CA co-mutated and heavily pretreated metastatic breast cancer: the first case report for combination efficacy and safety Introduction Breast cancer (BC) is the most commonly diagnosed cancer type in the United States and worldwide according to estimates by ACS 1 and GLO",none,high
pmid-39456616,39456616,"Functional Assessments of Gynecologic Cancer Models Highlight Differences Between Single-Node Inhibitors of the PI3K/AKT/mTOR Pathway and a Pan-PI3K/mTOR Inhibitor, Gedatolisib.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""akt"": ments of Gynecologic Cancer Models Highlight Differences Between Single-Node Inhibitors of the PI3K/AKT/mTOR Pathway and a Pan-PI3K/mTOR Inhibitor, Gedatolisib 1. Introduction Gynecologic cancers, such as endometrial cancer (EC), ovarian cancer (OC), and cervical cancer (CC), are frequently characterized by the dysregulation of the PI3K, AKT, and mTOR (PAM) pathway. Due to its key role in tumorig",none,high
pmid-39442533,39442533,Multi-disciplinary team approach for pediatric hemimegalencephaly: Insights from a single institutional case series.,direct,resistance_mechanism_or_response_biomarker,direct_target,central,resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""refractory"": roximately 1–3/1000 harbor hemimegalencephaly (HME). This diagnosis is associated with debilitating refractory epilepsy, often requiring early hemispherectomy, 1 and coordination of multiple sub‐specialists for comprehensive care. The genesis of HME‐associated epilepsy is multifactorial, including the timing of corticogenesis and the impact of the genetic insult on developing cortical networks. 2",none,high
pmid-39409880,39409880,PLK1 Inhibitor Onvansertib Enhances the Efficacy of Alpelisib in PIK3CA-Mutated HR-Positive Breast Cancer Resistant to Palbociclib and Endocrine Therapy: Preclinical Insights.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""alpelisib"": PLK1 Inhibitor Onvansertib Enhances the Efficacy of Alpelisib in PIK3CA-Mutated HR-Positive Breast Cancer Resistant to Palbociclib and Endocrine Therapy: Preclinical Insights 1. Introduction Breast cancer is the most prevalent cancer in women and a leading cause of cancer-related deaths in women worldwide [ 1 ]. Approximately 70% of breast cancers a",none,high
pmid-39244005,39244005,Combined inhibition of CDK4/6 and AKT is highly effective against the luminal androgen receptor (LAR) subtype of triple negative breast cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""cdk4/6"": Combined inhibition of CDK4/6 and AKT is highly effective against the luminal androgen receptor (LAR) subtype of triple negative breast cancer Introduction Triple-negative breast cancer (TNBC) is characterized by the absence of estrogen receptor (ER). progesterone receptor (PR), and human epidermal growth factor receptor",none,high
pmid-39241211,39241211,"Imlunestrant, an Oral Selective Estrogen Receptor Degrader, as Monotherapy and in Combination With Targeted Therapy in Estrogen Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced Breast Cancer: Phase Ia/Ib EMBER Study.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""endocrine therapy"": mal Growth Factor Receptor 2–Negative Advanced Breast Cancer: Phase Ia/Ib EMBER Study INTRODUCTION Endocrine therapy (ET), alone or in combination with targeted therapy, is the standard-of-care treatment of estrogen receptor–positive (ER+) advanced breast cancer (ABC). 1 - 3 ET acts on estrogen synthesis (aromatase inhibitors [AIs]: anastrozole, letrozole, exemestane) or targets the ER directly t",none,high
pmid-39236276,39236276,"Phase I/Ib Trial of Inavolisib Plus Palbociclib and Endocrine Therapy for PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced or Metastatic Breast Cancer.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""inavolisib"": Phase I/Ib Trial of Inavolisib Plus Palbociclib and Endocrine Therapy for PIK3CA-Mutated, Hormone Receptor–Positive, Human Epidermal Growth Factor Receptor 2–Negative Advanced or Metastatic Breast Cancer INTRODUCTION Hormone receptor–positive (HR+), human epidermal growth factor receptor 2–negative (HER2–) breast canc",none,high
pmid-39229338,39229338,Free energy landscape of the PI3Kα C-terminal activation.,direct,allosteric_or_mutant_selective,direct_target,central,biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pi3kα"": Free energy landscape of the PI3Kα C-terminal activation 1 Introduction The class I phosphoinositide 3-kinase alpha isoform (PI3Kα) is a lipid kinase that mediates activation of the protein kinase B (Akt)/mTOR signaling pathway, playing fundamental roles in cell proliferation, growth, and survival. When PI3Kα binds to activate",none,high
pmid-39217059,39217059,A Phase I Trial of Alpelisib Combined With Capecitabine in Patients With HER2-Negative Metastatic Breast Cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""alpelisib"": A Phase I Trial of Alpelisib Combined with Capecitabine in Patients with HER2-negative Metastatic Breast Cancer Introduction It is widely recognized that cancers arise in the context of dysregulation of complex cell signaling pathways. Among these pathways, phosphatidylinositol 3-kinase (PI3K) signaling plays a cruci",none,high
pmid-39177931,39177931,SGLT2 inhibition improves PI3Kα inhibitor-induced hyperglycemia: findings from preclinical animal models and from patients in the BYLieve and SOLAR-1 trials.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pi3kα"": SGLT2 inhibition improves PI3Kα inhibitor–induced hyperglycemia: findings from preclinical animal models and from patients in the BYLieve and SOLAR-1 trials Introduction Breast cancer is the most commonly diagnosed cancer (24.5%) among women worldwide [ 1 ]. Patients with the hormone receptor–positive (HR+), human epidermal",none,high
pmid-39107782,39107782,Enhanced anti-tumor effects by combination of tucatinib and radiation in HER2-overexpressing human cancer cell lines.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""her2"": Enhanced anti-tumor effects by combination of tucatinib and radiation in HER2-overexpressing human cancer cell lines Background Breast cancer (BC) is the most common cancer in females and one of the main causes of cancer death worldwide [ 1 ]. Several molecular subtypes with different therapeutic options and prognoses are defined based on the expression of estrogen or p",none,high
pmid-39070139,39070139,"Phase Ib and pharmacokinetics study of alpelisib, a PIK3CA inhibitor, and capecitabine in patients with advanced solid tumors.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pharmacokinetic"": Phase Ib and pharmacokinetics study of alpelisib, a PIK3CA inhibitor, and capecitabine in patients with advanced solid tumors 1 Introduction The phosphoinositide 3-kinase (PI3K) pathway is frequently altered in human cancer, reported at a rate of nearly 30% in solid cancer ( 1 – 3 ). Aberrant activation of this",none,high
pmid-38952553,38952553,The somatic mutation profile of estrogen receptor-positive HER2-negative metastatic breast cancer in Brazilian patients.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""mutation"": The somatic mutation profile of estrogen receptor-positive HER2-negative metastatic breast cancer in Brazilian patients Introduction Breast cancer (BC) is the most commonly diagnosed malignancy and the leading cause of cancer death among women worldwide, with 60% of BC-related mortality occurring in low- to mi",none,high
pmid-38927964,38927964,Resistance to Targeted Inhibitors of the PI3K/AKT/mTOR Pathway in Advanced Oestrogen-Receptor-Positive Breast Cancer.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""resistance"": Resistance to Targeted Inhibitors of the PI3K/AKT/mTOR Pathway in Advanced Oestrogen-Receptor-Positive Breast Cancer 1. Introduction The PI3K/AKT and mTOR signalling pathway plays a crucial role in many normal cellular processes [ 1 ], responding to hormones, nutrients, and growth factors. This pat",none,high
pmid-38880808,38880808,Targeted therapy for capillary-venous malformations.,direct,combination_sensitization,direct_target,central,sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""venous malformation"": Targeted therapy for capillary-venous malformations Introduction Venous malformations are a disabling condition characterized by low flow and slow growth vascular deformities that can be either localized or diffused. These malformations can be associated with hemorrhage, infections, thrombosis, pulmonary embolism, chronic pain,",none,high
pmid-38819400,38819400,Oral Estrogen Receptor PROTAC Vepdegestrant (ARV-471) Is Highly Efficacious as Monotherapy and in Combination with CDK4/6 or PI3K/mTOR Pathway Inhibitors in Preclinical ER+ Breast Cancer Models.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""cdk4/6"": eceptor PROTAC Vepdegestrant (ARV-471) Is Highly Efficacious as Monotherapy and in Combination with CDK4/6 or PI3K/mTOR Pathway Inhibitors in Preclinical ER+ Breast Cancer Models Translational Relevance Endocrine therapy (ET), combined with CDK4/6, mTOR, or PI3K inhibitors, is an effective treatment option for patients with estrogen receptor–positive (ER + )/human epidermal growth factor receptor",none,high
pmid-38800404,38800404,"Next generation selective estrogen receptor degraders in postmenopausal women with advanced-stage hormone receptors-positive, HER2-negative breast cancer.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""her2"": estrogen receptor degraders in postmenopausal women with advanced-stage hormone receptors-positive, HER2-negative breast cancer 1 Introduction Breast cancer surfaces as a prevalent health issue, influencing a substantial number of women worldwide. According to GLOBOCAN 2020, it is the most commonly diagnosed cancer among women in 185 countries, and is a leading cause of mortality, too ( 1 ). The",none,high
pmid-38791602,38791602,EGFR and PI3K Signalling Pathways as Promising Targets on Circulating Tumour Cells from Patients with Metastatic Gastric Adenocarcinoma.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""resistance"": osis for advanced metastatic gastric adenocarcinoma (mGAC) remains poor due to the almost universal resistance to chemotherapy [ 4 ], and immunotherapy significantly benefits only a minority of patients [ 5 ]. Dysregulation of signalling pathways responsible for cell survival and cell death represents one of the main causes of chemoresistance [ 4 ]. New targeted treatment and/or combination treatm",none,high
pmid-38722288,38722288,The combination of breast cancer PDO and mini-PDX platform for drug screening and individualized treatment.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""resistance"": ifferences in clinicopathological features, biological behaviour and gene expression profiles. Drug resistance, recurrence and metastasis are the main causes of treatment failure in most breast cancer patients. Over time, approximately 30% of patients initially diagnosed with earlier‐stage breast cancer will eventually develop recurrent or metastatic disease. 2 These patients are prone to develop",none,high
pmid-38700982,38700982,Methylation of the chromatin modifier KMT2D by SMYD2 contributes to therapeutic response in hormone-dependent breast cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""fulvestrant"": xifen), aromatase inhibitors (AIs; e.g., anastrozole, letrozole) and selective ER degraders such as fulvestrant and, more recently, elacestrant. The addition of CDK4/6 inhibitors has markedly prolonged progression-free survival compared to endocrine therapy alone. 1 Forty percent of ER+, HER2— cancers harbor alterations in the phosphoinositide 3-kinase (PI3K) pathway, such as activating mutations",none,high
pmid-38614093,38614093,Arachidonic acid released by PIK3CA mutant tumor cells triggers malignant transformation of colonic epithelium by inducing chromatin remodeling.,direct,allosteric_or_mutant_selective,direct_target,central,resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": Arachidonic acid released by PIK3CA mutant tumor cells triggers malignant transformation of colonic epithelium by inducing chromatin remodeling Introduction Colorectal cancer (CRC) develops through accumulation of multiple acquired genetic and epigenetic alterations, including DNA methylation, histone acetylation, and histone",none,high
pmid-38576565,38576565,Synergistic effects of the combination of trametinib and alpelisib in anaplastic thyroid cancer with BRAF and PI3KCA co-mutations.,direct,combination_sensitization,direct_target,central,resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""synergistic"": Synergistic effects of the combination of trametinib and alpelisib in anaplastic thyroid cancer with BRAF and PI3KCA co-mutations 1 Introduction Anaplastic thyroid cancer (ATC) accounts for approximately 1–2% of all thyroid cancers [ 1 ]; however, it is the most lethal malignancy, with a median ove",none,high
pmid-38319732,38319732,PI3K/mTOR is a therapeutically targetable genetic dependency in diffuse intrinsic pontine glioma.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal.,"full_text near ""mtor"": PI3K/mTOR is a therapeutically targetable genetic dependency in diffuse intrinsic pontine glioma Introduction Diffuse midline glioma (DMG), including diffuse intrinsic pontine glioma (DIPG), are fatal high-grade gliomas (HGGs) diagnosed in the midline structures of the brain. DIPG is responsible for mor",none,high
pmid-38310289,38310289,Integrating cfDNA liquid biopsy and organoid-based drug screening reveals PI3K signaling as a promising therapeutic target in colorectal cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""circulating tumor dna"": cteristics of the remote tissue. At present, liquid biopsy mainly includes circulating tumor cells, circulating tumor DNA, exosomes, microRNAs, circulating RNA, tumor platelets and tumor endothelial cells. Extensive research has demonstrated that tumor-derived DNA can be detected in the circulation of cancer patients in the form of circulating cell-free DNA (cfDNA). The cfDNA released from tumor c",none,high
pmid-38286037,38286037,β1 integrin mediates unresponsiveness to PI3Kα inhibition for radiochemosensitization of 3D HNSCC models.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pi3kα"": β1 integrin mediates unresponsiveness to PI3Kα inhibition for radiochemosensitization of 3D HNSCC models 1. Introduction Head and neck squamous cell carcinoma (HNSCC) represents the sixth most common cancer worldwide [ 1 ]. To date, the principal treatment strategies for HNSCC include combinations of surgical resection, radiotherapy, chem",none,high
pmid-38273040,38273040,Integrative modeling uncovers p21-driven drug resistance and prioritizes therapies for PIK3CA-mutant breast cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""resistance"": Integrative modeling uncovers p21-driven drug resistance and prioritizes therapies for PIK3CA-mutant breast cancer Introduction Cancer complexities undermine efficacy of anti-cancer treatments, but identification of cellular and molecular contexts provides opportunities for more effective therapies. PIK3CA encodes the p110α subunit of PI3K and",none,high
pmid-38164185,38164185,MRCK as a Potential Target for Claudin-Low Subtype of Breast Cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""her2"": ssified into several subtypes according to the expression of proteins such as hormone receptors and HER2, and is a highly heterogeneous cancer with different etiologies, therapeutic effects, and prognoses 1 . Among them, triple-negative breast cancer (TNBC), which does not express hormone receptors or HER2, is the subtype with the worst prognosis, accounting for 15-20% of all breast cancers 2 . In",none,high
pmid-37916958,37916958,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pi3kα"": Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations INTRODUCTION Activating mutations in PIK3CA , the gene encoding phosphoinositide-(3)-kinase α (PI3Kα), occur in 40% of advanced hormone receptor (HR)-positive, human epidermal growth fac",none,high
pmid-37916956,37916956,"Discovery and Clinical Proof-of-Concept of RLY-2608, a First-in-Class Mutant-Selective Allosteric PI3Kα Inhibitor That Decouples Antitumor Activity from Hyperinsulinemia.",direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""rly-2608"": Discovery and Clinical Proof-of-Concept of RLY-2608, a First-in-Class Mutant-Selective Allosteric PI3Kα Inhibitor That Decouples Antitumor Activity from Hyperinsulinemia INTRODUCTION Phosphoinositide 3-kinases (PI3K) catalyze the conversion of phosphatidylinositol bisphosphate PI(4,5)P 2 to phosphatidylinositol-3,4,5-triphosphate, or PIP 3",none,high
pmid-38796763,38796763,[Toxic manifestations of alpelisib in endocrinology. Description of the clinical case].,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; biomarker/genomic alteration signal.,"full_text near ""her2"": тор-положительного (ЭР+), отрицательного по рецептору эпидермального фактора роста человека 2 типа (HER2-) метастатического рака молочной железы (мРМЖ) приходится 70% от всех случаев. Около 40% пациентов с ЭР+/HER2- мРМЖ имеют мутации в гене PIK3CA, приводящие к гиперактивации альфа-изоформы (p110α) фосфатидилинозитол-3-киназы (PI3K). Гормональная терапия с использованием или без использования инг",none,high
pmid-37934115,37934115,CRISPR Screening Identifies Mechanisms of Resistance to KRASG12C and SHP2 Inhibitor Combinations in Non-Small Cell Lung Cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""resistance"": CRISPR Screening Identifies Mechanisms of Resistance to KRASG12C and SHP2 Inhibitor Combinations in Non–Small Cell Lung Cancer Introduction The RAS superfamily (KRAS, HRAS, and NRAS) of membrane-bound GTPases regulate a variety of processes linked to cell differentiation, proliferation and survival, by acting as molecular switches for sign",none,high
pmid-37835582,37835582,"Combined PI3K Inhibitor and Eribulin Enhances Anti-Tumor Activity in Preclinical Models of Paclitaxel-Resistant, PIK3CA-Mutated Endometrial Cancer.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""resistant"": mbined PI3K Inhibitor and Eribulin Enhances Anti-Tumor Activity in Preclinical Models of Paclitaxel-Resistant, PIK3CA-Mutated Endometrial Cancer 1. Introduction Endometrial cancer is the most common gynecological malignancy in developed countries and one of the major causes of cancer mortality among women. Endometrial cancer incidence is increasing due to an increase in risk factors, particularly",none,high
pmid-37779427,37779427,To Tip or Not to Tip: A New Combination for Precision Medicine in Head and Neck Cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""biomarker"": selection based on a patient’s individual tumor characteristics. While highly attractive in theory, biomarker-guided targeted therapy options remain limited in many malignancies, including head and neck squamous cell carcinoma (HNSCC) 1 . To date, the only molecular targeted agents approved for recurrent/metastatic (R/M) HNSCC are cetuximab, a monoclonal antibody against the epidermal growth facto",none,high
pmid-37761256,37761256,Next-Generation Sequencing-Based Analysis of Clinical and Pathological Features of PIK3CA-Mutated Breast Cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": Next-Generation Sequencing-Based Analysis of Clinical and Pathological Features of PIK3CA-Mutated Breast Cancer 1. Introduction Breast cancer (BC) stands as the most frequently diagnosed malignancy globally. It is also the most common cause of death from cancer in females [ 1 ]. In 2020, Poland recorded 17,511 cases of BC, while projections suggest that the United States will see",none,high
pmid-37743730,37743730,"Incidence, risk factors, and management of alpelisib-associated hyperglycemia in metastatic breast cancer.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""alpelisib"": Incidence, risk factors, and management of alpelisib-associated hyperglycemia in metastatic breast cancer Introduction Breast cancer is the most common cancer among women in the United States and is a leading cause of cancer-related death. 1 Approximately 45% of hormone receptor (HR)-positive and 23% of human epidermal growth factor 2 (HER2",none,high
pmid-37725704,37725704,The Next-Generation Oral Selective Estrogen Receptor Degrader Camizestrant (AZD9833) Suppresses ER+ Breast Cancer Growth and Overcomes Endocrine and CDK4/6 Inhibitor Resistance.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""cdk4/6"": tor Degrader Camizestrant (AZD9833) Suppresses ER+ Breast Cancer Growth and Overcomes Endocrine and CDK4/6 Inhibitor Resistance Introduction Estrogen contributes significantly to many breast cancers by regulating the growth and differentiation of breast epithelial cells. This is mediated through its interaction with estrogen receptor alpha (ERα): A ligand-activated transcription factor encoded by",none,high
pmid-37712948,37712948,Hemifacial myohyperplasia is due to somatic muscular PIK3CA gain-of-function mutations and responds to pharmacological inhibition.,direct,resistance_mechanism_or_response_biomarker,direct_target,central,resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": Hemifacial myohyperplasia is due to somatic muscular PIK3CA gain-of-function mutations and responds to pharmacological inhibition Introduction Hemifacial myohyperplasia (HFMH) is a rare cause of facial asymmetry exclusively involving facial muscles, initially reported as “hypertrophy and asymmetry of the facial muscles” ( Lee et al., 2001 ). This dis",none,high
