paper_id,pmid,doi,title,abstract,year,source_query,abstract_reviewer_decision,abstract_reviewer_rationale,abstract_reviewer2_decision,abstract_reviewer2_rationale,abstract_reviewer2_confidence,promotion_decision
pmid-38310289,38310289,10.1186/s12967-023-04675-6,Integrating cfDNA liquid biopsy and organoid-based drug screening reveals PI3K signaling as a promising therapeutic target in colorectal cancer.,"BACKGROUND: The current precision medicine relies on biomarkers, which are mainly obtained through next-generation sequencing (NGS). However, this model failed to find effective drugs for most cancer patients. This study tried to combine liquid biopsy with functional drug tests using organoid models to find potential drugs for cancer patients.

METHODS: Colorectal cancer (CRC) patients were prospectively enrolled and blood samples were collected from patients before the start of treatment. Targeted deep sequencing of cfDNA samples was performed using a 14-gene panel. Gastrointestinal (GI) cancer organoids were established and PI3K and mTOR inhibitors were evaluated on organoid models.

RESULTS: A total of 195 mutations were detected across 58 cfDNA samples. The most frequently mutated genes were KRAS, TP53, PIK3CA, and BRAF, all of which exhibited higher mutation rates than tissue biopsy. Although 81% of variants had an allele frequency of less than 1%, certain mutations in KRAS, TP53, and SMAD4 had high allele frequencies exceeding 10%. Notably, among the seven patients with high allele frequency mutations, six had metastatic tumors, indicating that a high allele frequency of ctDNA could potentially serve as a biomarker of later-stage cancer. A high rate of PIK3CA mutation (31 out of 67, or 46.3%) was discovered in CRC patients, suggesting possible tumor progression mechanisms and targeted therapy opportunities. To evaluate the value of anti PI3K strategy in GI cancer, different lines of GI cancer organoids were established. The organoids recapitulated the morphologies of the original tumors. Organoids were generally insensitive to PI3K inhibitors. However, CRC-3 and GC-4 showed response to mTOR inhibitor Everolimus, and GC-3 was sensitive to PI3Kδ inhibitor Idelalisib. The CRC organoid with a PIK3CA mutation showed greater sensitivity to the PI3K inhibitor Alpelisib than wildtype organoids, suggesting potential treatment options for the corresponding patients.

CONCLUSION: Liquid biopsy holds significant promise for improving precision treatment and tumor prognosis in colorectal cancer patients. The combination of biomarker-based drug prediction with organoid-based functional drug sensitivity assay may lead to more effective cancer treatment.",2024,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-38286037,38286037,10.1016/j.biopha.2024.116217,β1 integrin mediates unresponsiveness to PI3Kα inhibition for radiochemosensitization of 3D HNSCC models.,"Phosphoinositide 3-kinase (PI3K)-α represents a key intracellular signal transducer involved in the regulation of key cell functions such as cell survival and proliferation. Excessive activation of PI3Kα is considered one of the major determinants of cancer therapy resistance. Despite preclinical and clinical evaluation of PI3Kα inhibitors in various tumor entities, including head and neck squamous cell carcinoma (HNSCC), it remains elusive how conventional radiochemotherapy can be enhanced by concurrent PI3K inhibitors and how PI3K deactivation mechanistically exerts its effects. Here, we investigated the radiochemosensitizing potential and adaptation mechanisms of four PI3K inhibitors, Alpelisib, Copanlisib, AZD8186, and Idelalisib in eight HNSCC models grown under physiological, three-dimensional matrix conditions. We demonstrate that Alpelisib, Copanlisib and AZD8186 but not Idelalisib enhance radio- and radiochemosensitivity in the majority of HNSCC cell models (= responders) in a manner independent of PIK3CA mutation status. However, Alpelisib promotes MAPK signaling in non-responders compared to responders without profound impact on Akt, NFκB, TGFβ, JAK/STAT signaling and DNA repair. Bioinformatic analyses identified unique gene mutations associated with extracellular matrix to be more frequent in non-responder cell models than in responders. Finally, we demonstrate that targeting of the cell adhesion molecule β1 integrin on top of Alpelisib sensitizes non-responders to radiochemotherapy. Taken together, our study demonstrates the sensitizing potential of Alpelisib and other PI3K inhibitors in HNSCC models and uncovers a novel β1 integrin-dependent mechanism that may prove useful in overcoming resistance to PI3K inhibitors.",2024,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract])); ((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""PI3K inhibitor""[Title/Abstract] OR ""PI3K inhibitors""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract]) AND (acquired resistance[Title/Abstract] OR resistance mechanism[Title/Abstract] OR adaptive resistance[Title/Abstract] OR feedback activation[Title/Abstract] OR bypass signaling[Title/Abstract] OR pathway rewiring[Title/Abstract] OR sensitization[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-38273040,38273040,10.1038/s41698-024-00496-y,Integrative modeling uncovers p21-driven drug resistance and prioritizes therapies for PIK3CA-mutant breast cancer.,"Utility of PI3Kα inhibitors like BYL719 is limited by the acquisition of genetic and non-genetic mechanisms of resistance which cause disease recurrence. Several combination therapies based on PI3K inhibition have been proposed, but a way to systematically prioritize them for breast cancer treatment is still missing. By integrating published and in-house studies, we have developed in silico models that quantitatively capture dynamics of PI3K signaling at the network-level under a BYL719-sensitive versus BYL719 resistant-cell state. Computational predictions show that signal rewiring to alternative components of the PI3K pathway promote resistance to BYL719 and identify PDK1 as the most effective co-target with PI3Kα rescuing sensitivity of resistant cells to BYL719. To explore whether PI3K pathway-independent mechanisms further contribute to BYL719 resistance, we performed phosphoproteomics and found that selection of high levels of the cell cycle regulator p21 unexpectedly promoted drug resistance in T47D cells. Functionally, high p21 levels favored repair of BYL719-induced DNA damage and bypass of the associated cellular senescence. Importantly, targeted inhibition of the check-point inhibitor CHK1 with MK-8776 effectively caused death of p21-high T47D cells, thus establishing a new vulnerability of BYL719-resistant breast cancer cells. Together, our integrated studies uncover hidden molecular mediators causing resistance to PI3Kα inhibition and provide a framework to prioritize combination therapies for PI3K-mutant breast cancer.",2024,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-38245400,38245400,10.1016/j.clbc.2024.01.004,Alpelisib-Induced Diabetic Ketoacidosis: A Pharmacovigilance Analysis of the FDA Adverse Event Reporting System and Review of the Literature.,"BACKGROUND: Alpelisib is a PI3K inhibitor indicated with fulvestrant for treatment of advanced or metastatic hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, PIK3CA-mutated breast cancer. In the phase III SOLAR-1 trial, grade 3/4 hyperglycemic events were reported in 36.6% of patients receiving alpelisib-fulvestrant compared to 0.7% receiving placebo-fulvestrant. As case reports of diabetic ketoacidosis (DKA) have been associated with alpelisib use, the goal of this study was to characterize the FAERS reported cases of this severe adverse effect.

METHODS: A retrospective disproportionality analysis was performed using the FAERS database by calculating the reporting odds ratio (ROR) of DKA events with alpelisib from 2019 to 2022. A PubMed literature review of case reports characterizing alpelisib-induced DKA was performed.

RESULTS: Pharmacovigilance database analysis revealed significance in reporting among 87 DKA cases with alpelisib (ROR 9.84, 95% confidence interval 7.3-13.2), including hospitalization and death as reported outcomes. Review of 11 published case reports reveals median onset of DKA at 14 days with successful rechallenge possible.

CONCLUSION: Significant association with reporting exists between DKA and alpelisib exposure. We observed similar median time to onset of hyperglycemia between our analysis compared to that reported in SOLAR-1. Considering early onset of this toxicity, it is imperative that patients be closely monitored when initiating alpelisib. Addition of a preemptive antihyperglycemic or escalation in those previously on antihyperglycemic medications is beneficial in decreasing the severity of hyperglycemia with alpelisib. Further study investigating risk factors is warranted to better elucidate which patients require preemptive therapy.",2024,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: the abstract is mainly review, access/economic, formulation, broad clinical, or unrelated pathway context without actionable resistance or sensitization mechanism.",medium,stop
pmid-38219706,38219706,10.1016/j.oraloncology.2024.106688,Evolutionary dynamics of tipifarnib in HRAS mutated head and neck squamous cell carcinoma.,"Head and neck squamous cell carcinoma (HNSCC) is a highly prevalent malignancy worldwide, with a significant proportion of patients developing recurrent and/or metastatic (R/M) disease. Despite recent advances in therapy, the prognosis for patients with advanced HNSCC remains poor. Here, we present the case of a patient with recurrent metastatic HNSCC harboring an HRAS G12S mutation who achieved a durable response to treatment with tipifarnib, a selective inhibitor of farnesyltransferase. The patient was a 48-year-old woman who had previously received multiple lines of therapy with no significant clinical response. However, treatment with tipifarnib resulted in a durable partial response that lasted 8 months. Serial genomic and transcriptomic analyses demonstrated upregulation of YAP1 and AXL in metastatic lesions compared with the primary tumor, the evolution of the tumor microenvironment from an immune-enriched to a fibrotic subtype with increased angiogenesis, and activation of the PI3K/AKT/mTOR pathway in tipifarnib treatment. Lastly, in HRAS-mutated PDXs and in the syngeneic HRAS model, we demonstrated that tipifarnib efficacy is limited by activation of the AKT pathway, and dual treatment with tipifarnib and the PI3K inhibitor, BYL719, resulted in enhanced anti-tumor efficacy. Our case study highlights the potential of targeting HRAS mutations with tipifarnib in R/M HNSCC and identifies potential mechanisms of acquired resistance to tipifarnib, along with immuno-, chemo-, and radiation therapy. Preclinical results provide a firm foundation for further investigation of drug combinations of HRAS-and PI3K -targeting therapeutics in R/M HRAS-driven HNSCC.",2024,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-38164185,38164185,10.7150/ijbs.88285,MRCK as a Potential Target for Claudin-Low Subtype of Breast Cancer.,"To find new molecular targets for triple negative breast cancer (TNBC), we analyzed a large-scale drug screening dataset based on breast cancer subtypes. We discovered that BDP-9066, a specific MRCK inhibitor (MRCKi), may be an effective drug against TNBC. After confirming the efficacy and specificity of BDP-9066 against TNBC in vitro and in vivo, we further analyzed the underlying mechanism of specific activity of BDP-9066 against TNBC. Comparing the transcriptome of BDP-9066-sensitive and -resistant cells, the activation of the focal adhesion and YAP/TAZ pathway were found to play an important role in the sensitive cells. Furthermore, YAP/TAZ is indeed repressed by BDP-9066 in the sensitive cells, and active form of YAP suppresses the effects of BDP-9066. YAP/TAZ expression and activity are high in TNBC, especially the Claudin-low subtype, consistent with the expression of focal adhesion-related genes. Interestingly, NF-κB functions downstream of YAP/TAZ in TNBC cells and is suppressed by BDP-9066. Furthermore, the PI3 kinase pathway adversely affected the effects of BDP-9066 and that alpelisib, a PI3 kinase inhibitor, synergistically increased the effects of BDP-9066, in PIK3CA mutant TNBC cells. Taken together, we have shown for the first time that MRCKi can be new drugs against TNBC, particularly the Claudin-low subtype.",2024,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-38142701,38142701,10.1016/S1470-2045(23)00673-3,"Expression of concern-Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",,2024,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: reviewer-1 inclusion is too broad; abstract does not provide enough PI3K-alpha inhibitor resistance, sensitization, biomarker, or adaptive-response evidence.",medium,stop
pmid-38071601,38071601,10.1111/jdv.19736,Alpelisib decreases nevocytes of congenital melanocytic nevi.,"BACKGROUND: Multiple, large or giant congenital melanocytic nevi (CMN) are uncommon and affected patients can show progressive growth and thickening, associate neurocutaneous melanocytosis or develop melanoma. Current treatment modalities are mostly complex surgeries that frequently do not solve the disease and its risks completely. Thus, investigation on new treatment options for CMN and its complications must continue. MAPK pathway inhibitors are being investigated, also targeting PI3K-AKT. Omipalisib (PI3K inhibitor, with no indications approved yet) has been studied for CMN in vitro and in mice with promising results. However, alpelisib, a PI3K inhibitor approved with an adequate safety profile for patients with severe manifestations of PROS (PIK3CA-Related Overgrowth Spectrum), had not yet been tested for CMN.

OBJECTIVE: To evaluate the effect of alpelisib in nevocytes of congenital melanocytic nevi.

METHODS: Nevomelanocytic tissue samples of 10 patients were collected prospectively and, following a previously reported preclinical ex vivo model, explants were placed in organotypic culture for 5 days, with or without alpelisib. Consecutively, tissue sections were stained and using scanned images with Qupath and ImageJ softwares, representative regions from the dermis were analysed (using Wilcoxon test and Spearman's correlation).

RESULTS: When comparing alpelisib-treated explants with respect to control explants, we found a decrease in cell density (p = 0.0273), in density of SOX10+-cells (p = 0.0391) and also in the % of S-100+ area (p = 0.0078), in alpelisib samples. The three markers showed a positive correlation (p < 0.05).

CONCLUSIONS: This study provides first-time evidence that alpelisib induces nevocyte reduction in CMN from patient-derived explants, probably inducted by autophagy. Alpelisib is an approved drug with an adequate safety profile used in another mosaicism affecting PI3K (PROS). Further studies are needed to evaluate its efficacy in treating CMN and potentially, their complications, either with local or systemic administration, alone or in combination.",2024,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: the abstract is mainly review, access/economic, formulation, broad clinical, or unrelated pathway context without actionable resistance or sensitization mechanism.",medium,stop
pmid-38011835,38011835,10.1159/000534953,"A Cohort Study of the Antitumor Efficacy and Toxicity Profile of Alpelisib for Metastatic or Locally Advanced HR+, HER2- Breast Cancer: A Single-Institution Experience.","INTRODUCTION: Alpelisib is approved in combination with endocrine therapy (ET) to treat patients with hormone receptor-positive (HR+), human epidermal growth factor receptor 2-negative (HER2-) progressive metastatic breast cancer (MBC). The SOLAR-1 trial demonstrated the efficacy of this oral agent and showed that, while alpelisib improves outcomes compared to placebo, it is also associated with clinically relevant adverse events (AEs). There is a pressing need for improved knowledge on the effectiveness and tolerability of this agent in real-world patient populations.

METHODS: We conducted a retrospective cohort study of patients with HR+, HER2- MBC treated with alpelisib and ET. We assessed the safety, tolerability, and effectiveness of alpelisib in a real-world population. Deidentified patient-, tumor-, and outcome-related data, including AEs, were collected and summarized. Kaplan-Meier methods were applied for survival analyses, and stratified analyses of interest were conducted. A p value &lt;0.05 was considered statistically significant.

RESULTS: A total of 76 women treated with alpelisib + ET were included in our cohort. Most had been previously treated with cyclin-dependent kinase (CDK) 4/6 inhibitors and chemotherapy for MBC. The estimated median progression-free survival was 5.2 months (95% CI, 4.1-8.0). The median overall survival was longer among patients without prior everolimus therapy (hazard ratio, 4.28 [95% CI, 1.64-11.16]; p = 0.0012), and no significant outcome differences were observed between patients treated with different starting doses of alpelisib. Approximately 31.6% of patients permanently discontinued alpelisib due to AEs, and 32.9% had at least one dose reduction. The most common grade 3/4 AEs were hyperglycemia (21%), fatigue (13.2%), and diarrhea (10.5%).

CONCLUSIONS: For progressive HR+, HER2- MBC, alpelisib + ET showed effectiveness in a real-world patient population that was comparable to published clinical trial data, regardless of starting dose. However, the effectiveness of alpelisib following previous everolimus exposure may be limited and, hence, should be a consideration to decide sequencing of therapy in these patients. Patients treated with alpelisib are at risk for clinically relevant AEs and require close monitoring.",2024,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: the abstract is mainly review, access/economic, formulation, broad clinical, or unrelated pathway context without actionable resistance or sensitization mechanism.",medium,stop
pmid-37947995,37947995,10.1007/s11845-023-03569-2,"Frequency of next-generation sequencing, prevalence of targetable mutations and response to targeted therapies amongst patients with metastatic urothelial cancer in Ireland: a multi-centre retrospective study of real-world data.","BACKGROUND: The genomic knowledge on urothelial carcinoma is expanding. It is recognised that urothelial carcinoma is a disease with a high somatic mutation rate and a high prevalence of genetic alterations, as discussed by Thomas and Sonpavde (2022). In the context of a disease rich with somatic alterations, continuing efforts to better identify which patients may benefit most from targeted therapy, immunotherapy and combination therapy may ultimately lead to improved outcomes for patients with this disease.

AIMS: We aimed to ascertain the frequency of next-generation sequencing (NGS) and the prevalence of genomic alterations amongst patients with metastatic urothelial cancer (mUC) in Ireland. We studied patients who received a targeted therapy following the detection of an oncogenic alteration on NGS and assessed their outcomes.

METHODS: Patients with a diagnosis of mUC between 2017 and 2022 were identified from Urology MDT databases as well as pharmacy databases across three Irish cancer centres. A retrospective review of patient notes including a comprehensive review of histopathology, radiology data, prior therapies and NGS reports was carried out for each patient.

RESULTS: 111 patients diagnosed with mUC between 2017 and 2022 were identified for inclusion across three hospital sites. NGS was carried out on the tumour specimens of 66 patients (59%). Thirty-six potentially therapeutically targetable alterations were identified amongst thirty-five patients. The most frequent alterations identified were PIK3CA mutations, FGFR3 mutations or fusions and ERBB2 somatic mutations. Fifteen patients (13.5%) received therapy directed at a genetic alteration. The most common targeted therapy received was erdafitinib (60%) followed by trastuzumab (33%) with one patient receiving alpelisib monotherapy. The median duration of treatment with targeted therapy was 3 months (range 1-34 months). Two patients were observed to have durable responses to erdafitinib approaching 3 years duration.

CONCLUSIONS: This study provides an understanding of the use of NGS and prevalence of genomic alterations in an Irish patient population.",2024,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
